taxonID,Identifier,bibliographicCitation,url
wfo-0000743715,194389,"Fraga, Cláudio N. 2008. Three new species of Davilla (Dilleniaceae) from Bahia, Brazil. Brittonia. 60 (4): 355-361.",https://doi.org/10.1007/s12228-008-9046-8
wfo-4000022987,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000301864,479628,"Skean, James D., Jr. & Judd, Walter S. 1988. A New Salvia (Labiatae) from Hispaniola. Brittonia. 40 (1): 16-21.",https://doi.org/10.2307/2806869
wfo-0000316106,479707,"Bennett, David E. & Christenson, Eric A. 1994. New Species and New Combinations in Peruvian Orchidaceae. Brittonia. 46 (1): 24-53.",https://doi.org/10.2307/2807455
wfo-0000878098,479631,"Fosberg. 1988. New and Noteworthy Plants from Great Barrier Reef Sand Cays, Australia. Brittonia. 40 (1): 52-65.",https://doi.org/10.2307/2806876
wfo-0000101824,79051,"Robinson, H. 1997. New species of Aphanactis in Ecuador and Bolivia and new combinations in Selloa (Heliantheae: Asteraceae). Brittonia. 49: 71-78.",https://doi.org/10.2307/2807697
wfo-0001135424,479665,"Soltis, Douglas E. 1991. A Revision of Sullivantia (Saxifragaceae). Brittonia. 43 (1): 27-53.",https://doi.org/10.2307/2807176
wfo-4000022985,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000527122,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000561287,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0001215040,263270,"Alverson, William S. 1991. A synopsis of Phragmotheca (Bombacaceae), with two new species and a new sub-species. Brittonia. 43: 73-87.",https://doi.org/10.2307/2807297
wfo-0001215027,263270,"Alverson, William S. 1991. A synopsis of Phragmotheca (Bombacaceae), with two new species and a new sub-species. Brittonia. 43: 73-87.",https://doi.org/10.2307/2807297
wfo-0001215033,263270,"Alverson, William S. 1991. A synopsis of Phragmotheca (Bombacaceae), with two new species and a new sub-species. Brittonia. 43: 73-87.",https://doi.org/10.2307/2807297
wfo-4000020774,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000000031,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000001416,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000593993,328017,"Broome, Carmen R. 1977. The Central American species of Centaurium (Gentianaceae). Brittonia. 28: 413-426.",https://doi.org/10.2307/2805605
wfo-4000028786,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000020211,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000015104,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000017536,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000015097,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-0000272302,310003,"Webster, Grady L. 1970. A revision of Phyllanthus (Euphorbiaceae) in the continental United States. Brittonia. 22: 44-76.",https://doi.org/10.2307/2805721
wfo-0000511524,307284,"Galloway, Leo A. 1976. Systematics of the North American desert species of Abronia and Tripterocalyx (Nyctaginaceae). Brittonia. 27: 328-347.",https://doi.org/10.2307/2805512
wfo-4000022933,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000022983,108094,"Fryxell, Paul A. 1997. The American genera of Malvaceae --- II. Brittonia. 49: 204-269.",https://doi.org/10.2307/2807683
wfo-4000041037,328234,"Watson, Thomas J., Jr. 1977. The taxonomy of Xylorhiza (Asteraceae-Astereae). Brittonia. 29: 199-216.",https://doi.org/10.2307/2805854
wfo-4000035985,384366,"Holmgren, Arthur H., et al. 1976. Sphaeromeria, a genus closer to Artemisia than to Tanacetum (Asteraceae: Anthemideae). Brittonia. 28: 255-262.",https://doi.org/10.2307/2805836
wfo-0000098302,310079,"Wilken, Dieter H. 1975. A systematic study of the genus Hulsea (Asteraceae). Brittonia. 27: 228-244.",https://doi.org/10.2307/2805894
wfo-0000011766,310079,"Wilken, Dieter H. 1975. A systematic study of the genus Hulsea (Asteraceae). Brittonia. 27: 228-244.",https://doi.org/10.2307/2805894
wfo-4000032581,335594,"Kallunki, Jacquelyn A. 1994. Revision of Raputia Aubl. (Cuspariinae, Rutaceae). Brittonia. 46: 279-295.",https://doi.org/10.2307/2806910
wfo-4000030154,265881,"Ellison, William L. 1971. Taxonomy of Platyschkuhria (Compositae). Brittonia. 23: 269-279.",https://doi.org/10.2307/2805629
wfo-4000029416,78504,"Barneby, Rupert C. 1996. Neotropical Fabales at NY: Asides and oversights. Brittonia. 48: 174-187.",https://doi.org/10.2307/2807811
wfo-4000028515,78504,"Barneby, Rupert C. 1996. Neotropical Fabales at NY: Asides and oversights. Brittonia. 48: 174-187.",https://doi.org/10.2307/2807811
wfo-4000025534,307435,"Goldblatt, Peter. 1976. Revision of the bulbous Iridaceae of North America. Brittonia. 27: 373-385.",https://doi.org/10.2307/2805516
wfo-4000024812,309576,"Stuessy, Tod F. 1975. A revision of Moonia (Compositae, Heliantheae, Coreopsidinae). Brittonia. 27: 97-102.",https://doi.org/10.2307/2805467
wfo-4000022683,203896,"Gleason, Henry A. 1932. A Synopsis of the Melastomataceae of British Guiana. Brittonia. 1 (3): 127-184.",https://doi.org/10.2307/2804765
wfo-4000021657,322822,"Rydberg, Per A. 1934. Taxonomic notes on the flora of the prairies and plains of central North America. Brittonia. 1: 79-104.",https://doi.org/10.2307/2804786
wfo-4000019481,129618,"Holmgren, Noel H. & Holmgren, Patricia K. 1989. A taxonomic study of Jamesia (Hydrangeaceae). Brittonia. 41 (4): 335-350.",https://doi.org/10.2307/2807545
wfo-4000017185,306709,"Bierner, Mark W. 1972. Taxonomy of Helenium sect. Tetrodus and a conspectus of North American Helenium (Compositae). Brittonia. 24: 331-355.",https://doi.org/10.2307/2805497
wfo-4000013916,203896,"Gleason, Henry A. 1932. A Synopsis of the Melastomataceae of British Guiana. Brittonia. 1 (3): 127-184.",https://doi.org/10.2307/2804765
wfo-4000010676,25116,"Carvalho, A. M. de. 1997. A synopsis of the genus Dalbergia (Fabaceae: Dalbergieae) in Brazil. Brittonia. 49: 87-109.",https://doi.org/10.2307/2807701
wfo-4000008994,435662,"Skog, Laurence E. & Kvist, L. P. 1994. Novae gesneriaceae neotropicarum VI: Five new Gesneriaceae from northwestern South America. Brittonia. 46: 317-330.",https://doi.org/10.2307/2806915
wfo-4000007822,100260,"Dillon, Michael O. & Sagástegui Alva, Abundio. 1996. Revision of the dioecious genus Chersodoma Phil. (Senecioneae, Asteraceae), including a new species and status change. Brittonia. 48: 582-604.",https://doi.org/10.2307/2807880
wfo-4000003953,442884,"Parker, Earl S. & Jones, Jr., Samuel B. 1975. A systematic study of the genus Balduina (Compositae, Heliantheae). Brittonia. 27: 355-361.",https://doi.org/10.2307/2805514
wfo-4000003649,100122,"Delprete, Piero G. 1997. Revision and typification of Brazilian Augusta (Rubiaceae, Rondeletieae), with ecological observations on the riverine vegetation of the cerrado and Atlantic forests. Brittonia. 49: 487-497.",https://doi.org/10.2307/2807739
wfo-4000003419,196770,"Bonifacino, J. Mauricio, et al. 2009. A new combination in Asteropsis (Compositae: Astereae), and a synopsis of the genus. Brittonia. 61 (1): 1-7.",https://doi.org/10.1007/s12228-008-9050-z
wfo-4000002842,335141,"Wen, J. 1993. Generic delimitation of Aralia (Araliaceae). Brittonia. 45: 47-55.",https://doi.org/10.2307/2806860
wfo-0001301974,312787,"Core, Earl L. 1936. The American species of Scleria. Brittonia. 2: 1-105. pl. 1-3.",https://doi.org/10.2307/2804938
wfo-0001301974,312787,"Core, Earl L. 1936. The American species of Scleria. Brittonia. 2: 1-105. pl. 1-3.",https://doi.org/10.2307/2804938
wfo-0001301711,312787,"Core, Earl L. 1936. The American species of Scleria. Brittonia. 2: 1-105. pl. 1-3.",https://doi.org/10.2307/2804938
wfo-0001298596,302745,"McDonald, J. Andrew & Austin, D. F. 1990. Changes and additions in Ipomoea section Batatas (Convolvulaceae). Brittonia. 42: 116-120.",https://doi.org/10.2307/2807625
wfo-0001278147,203896,"Gleason, Henry A. 1932. A Synopsis of the Melastomataceae of British Guiana. Brittonia. 1 (3): 127-184.",https://doi.org/10.2307/2804765
wfo-0001278147,203896,"Gleason, Henry A. 1932. A Synopsis of the Melastomataceae of British Guiana. Brittonia. 1 (3): 127-184.",https://doi.org/10.2307/2804765
wfo-0001271669,361460,"Copeland, Edwin B. 1931. Sarawak ferns collected by J. and M. S. Clemens. Brittonia. 1: 71-78. pl. 1-3.",https://doi.org/10.2307/2804785
wfo-0001267062,361460,"Copeland, Edwin B. 1931. Sarawak ferns collected by J. and M. S. Clemens. Brittonia. 1: 71-78. pl. 1-3.",https://doi.org/10.2307/2804785
wfo-0001256770,111596,"Barneby, Rupert C. 1997. Toward a census of genus Mimosa (Mimosaceae) in the Americas: A new species from Mexico (Baja California Sur) and two from planaltine Brazil (Goiás, Minas Gerais). Brittonia. 49: 452-457.",https://doi.org/10.2307/2807733
wfo-0001256557,479445,"Christensen, Carl F. A. 1937. Botanical Results of the Archbold Expedition No. 8: New and Noteworthy Papuan Ferns. Brittonia. 2 (4): 265-317.",https://doi.org/10.2307/2804755
wfo-0001254556,479445,"Christensen, Carl F. A. 1937. Botanical Results of the Archbold Expedition No. 8: New and Noteworthy Papuan Ferns. Brittonia. 2 (4): 265-317.",https://doi.org/10.2307/2804755
wfo-0001253987,203547,"Wurdack, John J. 1976. Endemic Melastomataceae of the Sierra Nevada de Santa Marta, Colombia. Brittonia. 28: 138-143.",https://doi.org/10.2307/2805565
wfo-0000096463,310079,"Wilken, Dieter H. 1975. A systematic study of the genus Hulsea (Asteraceae). Brittonia. 27: 228-244.",https://doi.org/10.2307/2805894
wfo-0001244242,306974,"Davis, W. S. 1970. The systematics of Clarkia bottae, C. cylindrica, and a related new species, C. rostrata. Brittonia. 22: 270-184.",https://doi.org/10.2307/2805909
wfo-0001244242,306974,"Davis, W. S. 1970. The systematics of Clarkia bottae, C. cylindrica, and a related new species, C. rostrata. Brittonia. 22: 270-184.",https://doi.org/10.2307/2805909
wfo-0001237894,20192,"van der Werff, Hendrik H. 1997. A new species of Ocotea (Lauraceae) from French Guiana. Brittonia. 49: 189-191.",https://doi.org/10.2307/2807680
wfo-0001231737,25203,"Dorn, Robert D. 1995. A taxonomic study of Salix section Cordatae subsection Luteae (Salicaceae). Brittonia. 47: 160-174.",https://doi.org/10.2307/2806956
wfo-0001228186,309978,"Weaver, Richard E. 1970. A new Jamaican species of Lisianthus [L. adumsii] (Gentianaceae). Brittonia. 22: 11-13.",https://doi.org/10.2307/2805716
wfo-0001227348,361460,"Copeland, Edwin B. 1931. Sarawak ferns collected by J. and M. S. Clemens. Brittonia. 1: 71-78. pl. 1-3.",https://doi.org/10.2307/2804785
wfo-0001189881,399279,"Crum, Howard A. & Buck, William R. 1992. Sphagna of the 1979 projeto flora Amazónica expedition. Brittonia. 44: 448-460.",https://doi.org/10.2307/2807195
wfo-0001185797,398669,"Crum, Howard A. & Buck, William R. 1988. A contribution to the Sphagnum (Sphagnaceae) flora of Paraguay. Brittonia. 40: 188-194.",https://doi.org/10.2307/2807003
wfo-0001124219,479445,"Christensen, Carl F. A. 1937. Botanical Results of the Archbold Expedition No. 8: New and Noteworthy Papuan Ferns. Brittonia. 2 (4): 265-317.",https://doi.org/10.2307/2804755
wfo-0001120101,435509,"Mickel, John T. & Valdespino, I. A. 1992. Five new secies of pteridophytes from Oaxaca, Mexico. Brittonia. 44: 312-321.",https://doi.org/10.2307/2806930
wfo-0001120100,435509,"Mickel, John T. & Valdespino, I. A. 1992. Five new secies of pteridophytes from Oaxaca, Mexico. Brittonia. 44: 312-321.",https://doi.org/10.2307/2806930
wfo-0001104992,394025,"Heckard, Lawrence R. & Stebbins, G. Ledyard, Jr. 1974. A new Lewisia [L. serrata] (Portulacaceae) from the Sierra Nevada of California. Brittonia. 26: 305-308.",https://doi.org/10.2307/2805732
wfo-0001088787,193047,"Noguera-Savelli, E., et al. 2008. Description of a new species and notes on Crossoglossa (Orchidaceae: Epidendroideae: Malaxideae) from eastern Andes in Colombia and Venezuela. Brittonia. 60 (3): 240-244.",https://doi.org/10.1007/s12228-008-9020-5
wfo-0001082650,204018,"Gleason, Henry A. 1937. Some New or Noteworthy Melastomes. Brittonia. 2 (4): 319-327.",https://doi.org/10.2307/2804757
wfo-0001082635,204018,"Gleason, Henry A. 1937. Some New or Noteworthy Melastomes. Brittonia. 2 (4): 319-327.",https://doi.org/10.2307/2804757
wfo-0001081715,203546,"Wurdack, John J. 1988. New Melastomataceae from Peru and Bolivia. Brittonia. 40 (1): 7-15.",https://doi.org/10.2307/2806867
wfo-0001081714,203546,"Wurdack, John J. 1988. New Melastomataceae from Peru and Bolivia. Brittonia. 40 (1): 7-15.",https://doi.org/10.2307/2806867
wfo-0001081713,203546,"Wurdack, John J. 1988. New Melastomataceae from Peru and Bolivia. Brittonia. 40 (1): 7-15.",https://doi.org/10.2307/2806867
wfo-0001081712,203546,"Wurdack, John J. 1988. New Melastomataceae from Peru and Bolivia. Brittonia. 40 (1): 7-15.",https://doi.org/10.2307/2806867
wfo-0001080138,203896,"Gleason, Henry A. 1932. A Synopsis of the Melastomataceae of British Guiana. Brittonia. 1 (3): 127-184.",https://doi.org/10.2307/2804765
wfo-0000081788,265256,"Crawford, Daniel J. 1976. Taxonomy of Coreposis sect. Pseudo-Agarista (Compositae) in Mexico with additional comments on sectional relationships in Mexican Coreopsis. Brittonia. 28: 329-336.",https://doi.org/10.2307/2805795
wfo-0000064104,265256,"Crawford, Daniel J. 1976. Taxonomy of Coreposis sect. Pseudo-Agarista (Compositae) in Mexico with additional comments on sectional relationships in Mexican Coreopsis. Brittonia. 28: 329-336.",https://doi.org/10.2307/2805795
wfo-0000031286,265256,"Crawford, Daniel J. 1976. Taxonomy of Coreposis sect. Pseudo-Agarista (Compositae) in Mexico with additional comments on sectional relationships in Mexican Coreopsis. Brittonia. 28: 329-336.",https://doi.org/10.2307/2805795
wfo-0000081784,265256,"Crawford, Daniel J. 1976. Taxonomy of Coreposis sect. Pseudo-Agarista (Compositae) in Mexico with additional comments on sectional relationships in Mexican Coreopsis. Brittonia. 28: 329-336.",https://doi.org/10.2307/2805795
wfo-0000128936,265256,"Crawford, Daniel J. 1976. Taxonomy of Coreposis sect. Pseudo-Agarista (Compositae) in Mexico with additional comments on sectional relationships in Mexican Coreopsis. Brittonia. 28: 329-336.",https://doi.org/10.2307/2805795
wfo-0000785986,265409,"Cruden, Robert William. 1971. The systematics of Rigidella (Iridaceae). Brittonia. 23: 217-225.",https://doi.org/10.2307/2805437
wfo-0000785983,265409,"Cruden, Robert William. 1971. The systematics of Rigidella (Iridaceae). Brittonia. 23: 217-225.",https://doi.org/10.2307/2805437
wfo-0001219001,265599,"Daly, Douglas C. 1992. New taxa and combinations in Protium Burm. f. studies in neotropical Burseraceae VI. Brittonia. 44: 280-299.",https://doi.org/10.2307/2806927
wfo-0000080836,309557,"Strother, John L. 1974. Taxonomy of Tetradymia (Compositae: Senecioneae). Brittonia. 26: 177-202.",https://doi.org/10.2307/2805887
wfo-0000025237,309557,"Strother, John L. 1974. Taxonomy of Tetradymia (Compositae: Senecioneae). Brittonia. 26: 177-202.",https://doi.org/10.2307/2805887
wfo-0000046028,309557,"Strother, John L. 1974. Taxonomy of Tetradymia (Compositae: Senecioneae). Brittonia. 26: 177-202.",https://doi.org/10.2307/2805887
wfo-0000092767,309557,"Strother, John L. 1974. Taxonomy of Tetradymia (Compositae: Senecioneae). Brittonia. 26: 177-202.",https://doi.org/10.2307/2805887
wfo-0000086998,309579,"Stuessy, Tod F. 1970. Six new species of Melampodium (Compositae: Heliantheae) from Mexico and Central America. Brittonia. 22: 112-124.",https://doi.org/10.2307/2805805
wfo-0000079406,309576,"Stuessy, Tod F. 1975. A revision of Moonia (Compositae, Heliantheae, Coreopsidinae). Brittonia. 27: 97-102.",https://doi.org/10.2307/2805467
wfo-0000879813,479477,"Swallen, Jason R. 1937. The Grass Genus Mesosetum. Brittonia. 4: 363-392.",https://doi.org/10.2307/2804761
wfo-0000879812,479477,"Swallen, Jason R. 1937. The Grass Genus Mesosetum. Brittonia. 4: 363-392.",https://doi.org/10.2307/2804761
wfo-0001026663,309077,"Roe, Keith E. 1967. A revision of Solanum sect. Brevantherum (Solanaceae) in North and Central America. Brittonia. 19: 353-373.",https://doi.org/10.2307/2805534
wfo-0001026513,332531,"Knapp, Sandra D. 1986. New species of Solanum section Geminata (Solanaceae) from South America. Brittonia. 38: 273-301.",https://doi.org/10.2307/2807355
wfo-0001026513,332531,"Knapp, Sandra D. 1986. New species of Solanum section Geminata (Solanaceae) from South America. Brittonia. 38: 273-301.",https://doi.org/10.2307/2807355
wfo-0001026440,309077,"Roe, Keith E. 1967. A revision of Solanum sect. Brevantherum (Solanaceae) in North and Central America. Brittonia. 19: 353-373.",https://doi.org/10.2307/2805534
wfo-0001026440,309077,"Roe, Keith E. 1967. A revision of Solanum sect. Brevantherum (Solanaceae) in North and Central America. Brittonia. 19: 353-373.",https://doi.org/10.2307/2805534
wfo-0001024413,113081,"Ando, T. & Hashimoto, G. 1998. Two new species of Petunia from southern Rio Grande do Sul, Brazil. Brittonia. 50: 483-492.",https://doi.org/10.2307/2807758
wfo-0001024413,113081,"Ando, T. & Hashimoto, G. 1998. Two new species of Petunia from southern Rio Grande do Sul, Brazil. Brittonia. 50: 483-492.",https://doi.org/10.2307/2807758
wfo-0001022486,179292,"Dean, E. A., et al. 2007. Lycianthes pringlei (Solanaceae), a rarely collected shrub of western Mexico. Brittonia. 59 (1): 49-53.",https://doi.org/10.1663/0007-196x(2007)59[49:lpsarc]2.0.co;2
wfo-0000489000,128283,"Costea, Mihai & Tardif, F. J. 2005. Taxonomy of the Polygonum douglasii (Polygonaceae) complex with a new species from Oregon. Brittonia. 57 (1): 1-27.",https://doi.org/10.1663/0007-196x(2005)057[0001:totpdp]2.0.co;2
wfo-0000489000,128283,"Costea, Mihai & Tardif, F. J. 2005. Taxonomy of the Polygonum douglasii (Polygonaceae) complex with a new species from Oregon. Brittonia. 57 (1): 1-27.",https://doi.org/10.1663/0007-196x(2005)057[0001:totpdp]2.0.co;2
