taxonID,description,type,source,identifier,reference,license
wfo-0000384251,Damp grassy and waste places.,ecology,urn:kew.org:fwta:spec:desc:5962,urn:lsid:ipni.org:names:306217-1,,
wfo-0000385088,Grassland.,ecology,urn:kew.org:fwta:spec:desc:5966,urn:lsid:ipni.org:names:306363-1,,
wfo-0000403125,Flooded savanna.,ecology,urn:kew.org:fwta:spec:desc:5981,urn:lsid:ipni.org:names:306717-1,,
wfo-0000403717,Marshes.,ecology,urn:kew.org:fwta:spec:desc:5986,urn:lsid:ipni.org:names:306782-1,,
wfo-0000404186,"Brackish marshes, edges of mangrove swamps.",ecology,urn:kew.org:fwta:spec:desc:5994,urn:lsid:ipni.org:names:1029981-2,,
wfo-0000406194,In or at the margin of open water.,ecology,urn:kew.org:fwta:spec:desc:6006,urn:lsid:ipni.org:names:307140-1,,
wfo-0000406337,In similar habitats (to the abovementioned species).,ecology,urn:kew.org:fwta:spec:desc:6014,urn:lsid:ipni.org:names:307186-1,,
wfo-0000418653,"Swampy places and river banks, also damp grassland and rocky places.",ecology,urn:kew.org:fwta:spec:desc:6017,urn:lsid:ipni.org:names:307674-1,,
wfo-0000418730,"Swamps and very damp ground in savanna and near rivers, etc.",ecology,urn:kew.org:fwta:spec:desc:6022,urn:lsid:ipni.org:names:307695-1,,
wfo-0000418850,Damp grassy places.,ecology,urn:kew.org:fwta:spec:desc:6028,urn:lsid:ipni.org:names:307729-1,,
wfo-0000419343,In savanna.,ecology,urn:kew.org:fwta:spec:desc:6030,urn:lsid:ipni.org:names:307783-1,,
wfo-0000420012,Savanna and scrub but especially in and near pools on laterite outcrops.,ecology,urn:kew.org:fwta:spec:desc:6038,urn:lsid:ipni.org:names:307843-1,,
wfo-0000420815,Brackish swamps and damp grassland.,ecology,urn:kew.org:fwta:spec:desc:6056,urn:lsid:ipni.org:names:104946-2,,
wfo-0000421650,"In marshy grassland, rice-fields, edge of dams, etc.",ecology,urn:kew.org:fwta:spec:desc:6069,urn:lsid:ipni.org:names:308035-1,,
wfo-0000423224,Swampy places in grassland.,ecology,urn:kew.org:fwta:spec:desc:6093,urn:lsid:ipni.org:names:308245-1,,
wfo-0000423593,In sandy river-beds and swamps.,ecology,urn:kew.org:fwta:spec:desc:6099,urn:lsid:ipni.org:names:308286-1,,
wfo-0000423779,"Seasonally swampy places, rice fields and grassland.",ecology,urn:kew.org:fwta:spec:desc:6102,urn:lsid:ipni.org:names:308304-1,,
wfo-0000424127,Swampy grassland and savanna.,ecology,urn:kew.org:fwta:spec:desc:6108,urn:lsid:ipni.org:names:308353-1,,
wfo-0001230124,"Grasslands, especially near the coast.",ecology,urn:kew.org:fwta:spec:desc:6111,urn:lsid:ipni.org:names:308369-1,,
wfo-0000426224,"Rice fields and other damp places, uncommon.",ecology,urn:kew.org:fwta:spec:desc:6116,urn:lsid:ipni.org:names:308495-1,,
wfo-0000426768,Common on river banks and other moist places.,ecology,urn:kew.org:fwta:spec:desc:6127,urn:lsid:ipni.org:names:308552-1,,
wfo-0000444915,By streams in forest.,ecology,urn:kew.org:fwta:spec:desc:6129,urn:lsid:ipni.org:names:308856-1,,
wfo-0000445016,Montane grassland.,ecology,urn:kew.org:fwta:spec:desc:6131,urn:lsid:ipni.org:names:308877-1,,
wfo-0000445040,Apparently a rare montane species.,ecology,urn:kew.org:fwta:spec:desc:6133,urn:lsid:ipni.org:names:308894-1,,
wfo-0000445074,On wet rocks and other damp places in forest.,ecology,urn:kew.org:fwta:spec:desc:6135,urn:lsid:ipni.org:names:308918-1,,
wfo-0000445310,Damp places in high forest.,ecology,urn:kew.org:fwta:spec:desc:6138,urn:lsid:ipni.org:names:308976-1,,
wfo-0000445342,Stream sides and other damp places in forest.,ecology,urn:kew.org:fwta:spec:desc:6142,urn:lsid:ipni.org:names:308982-1,,
wfo-0000453744,Alpine grassland.,ecology,urn:kew.org:fwta:spec:desc:6148,urn:lsid:ipni.org:names:309781-1,,
wfo-0000453763,In damp places.,ecology,urn:kew.org:fwta:spec:desc:6150,urn:lsid:ipni.org:names:30020565-2,,
wfo-0000453832,In grass on tracks and other disturbed habitats.,ecology,urn:kew.org:fwta:spec:desc:6153,urn:lsid:ipni.org:names:309801-1,,
wfo-0000454151,In grassland and on forest paths.,ecology,urn:kew.org:fwta:spec:desc:6164,urn:lsid:ipni.org:names:309838-1,,
wfo-0000454585,Damp places.,ecology,urn:kew.org:fwta:spec:desc:6176,urn:lsid:ipni.org:names:309887-1,,
wfo-0000454858,General in damp habitats.,ecology,urn:kew.org:fwta:spec:desc:6186,urn:lsid:ipni.org:names:309918-1,,
wfo-0000454980,"Dunes, tidal swamps, foreshores.",ecology,urn:kew.org:fwta:spec:desc:6191,urn:lsid:ipni.org:names:309927-1,,
wfo-0000455070,"On margins of streams, rivers and swamps and similar moist places.",ecology,urn:kew.org:fwta:spec:desc:6194,urn:lsid:ipni.org:names:134143-2,,
wfo-0000455290,"Damp places in savanna, etc.",ecology,urn:kew.org:fwta:spec:desc:6205,urn:lsid:ipni.org:names:134148-2,,
wfo-0000455331,Damp places.,ecology,urn:kew.org:fwta:spec:desc:6207,urn:lsid:ipni.org:names:309979-1,,
wfo-0000455452,"Sandy ground in savanna, etc.",ecology,urn:kew.org:fwta:spec:desc:6209,urn:lsid:ipni.org:names:310000-1,,
wfo-0000462263,Damp places in grassland or open woodland.,ecology,urn:kew.org:fwta:spec:desc:6211,urn:lsid:ipni.org:names:310260-1,,
wfo-0000462530,Rare or perhaps overlooked amongst other ephemeral species in damp situations.,ecology,urn:kew.org:fwta:spec:desc:6221,urn:lsid:ipni.org:names:310288-1,,
wfo-0000462692,Roadsides and other sandy brackish places.,ecology,urn:kew.org:fwta:spec:desc:6227,urn:lsid:ipni.org:names:310300-1,,
wfo-0000465533,In forest.,ecology,urn:kew.org:fwta:spec:desc:6229,urn:lsid:ipni.org:names:310447-1,,
wfo-0000465589,In forest.,ecology,urn:kew.org:fwta:spec:desc:6231,urn:lsid:ipni.org:names:310456-1,,
wfo-0000465601,In high forest.,ecology,urn:kew.org:fwta:spec:desc:6235,urn:lsid:ipni.org:names:310465-1,,
wfo-0000465716,In forest.,ecology,urn:kew.org:fwta:spec:desc:6237,urn:lsid:ipni.org:names:310501-1,,
wfo-0000465729,In riverine or montane forest.,ecology,urn:kew.org:fwta:spec:desc:6239,urn:lsid:ipni.org:names:310509-1,,
wfo-0000465757,In rain forest.,ecology,urn:kew.org:fwta:spec:desc:6243,urn:lsid:ipni.org:names:310519-1,,
wfo-0000465796,In forest.,ecology,urn:kew.org:fwta:spec:desc:6245,urn:lsid:ipni.org:names:310523-1,,
wfo-0000465846,In forest.,ecology,urn:kew.org:fwta:spec:desc:6248,urn:lsid:ipni.org:names:310529-1,,
wfo-0000466035,In forest.,ecology,urn:kew.org:fwta:spec:desc:6250,urn:lsid:ipni.org:names:310558-1,,
wfo-0000468287,Common in damp grassy places.,ecology,urn:kew.org:fwta:spec:desc:6254,urn:lsid:ipni.org:names:310613-1,,
wfo-0000551639,Swamps and very wet places in grassland and forest.,ecology,urn:kew.org:fwta:spec:desc:6554,urn:lsid:ipni.org:names:314862-1,,
wfo-0000551673,In seasonally swampy places in shallow soils.,ecology,urn:kew.org:fwta:spec:desc:6559,urn:lsid:ipni.org:names:314865-1,,
wfo-0000551836,Swampy places.,ecology,urn:kew.org:fwta:spec:desc:6563,urn:lsid:ipni.org:names:314880-1,,
wfo-0000469262,Sandy soil subject to occasional flooding.,ecology,urn:kew.org:fwta:spec:desc:6271,urn:lsid:ipni.org:names:310827-1,,
wfo-0000469382,Damp grassland or marshes.,ecology,urn:kew.org:fwta:spec:desc:6273,urn:lsid:ipni.org:names:310868-1,,
wfo-0000469456,"Swamps and marshes, generally near sea.",ecology,urn:kew.org:fwta:spec:desc:6276,urn:lsid:ipni.org:names:153352-2,,
wfo-0000469468,Swampy ground.,ecology,urn:kew.org:fwta:spec:desc:6278,urn:lsid:ipni.org:names:310896-1,,
wfo-0000470084,Montane grassland and forest.,ecology,urn:kew.org:fwta:spec:desc:6302,urn:lsid:ipni.org:names:311110-1,,
wfo-0000505558,Wet grassland in savanna region.,ecology,urn:kew.org:fwta:spec:desc:6307,urn:lsid:ipni.org:names:311595-1,,
wfo-0000505678,"Damp places on mountains to 5,000 ft.",ecology,urn:kew.org:fwta:spec:desc:6310,urn:lsid:ipni.org:names:311604-1,,
wfo-0000505747,"Rice nurseries, marshy grassland, stream edges and other wet habitats.",ecology,urn:kew.org:fwta:spec:desc:6313,urn:lsid:ipni.org:names:311620-1,,
wfo-0000505874,Flood plains.,ecology,urn:kew.org:fwta:spec:desc:6317,urn:lsid:ipni.org:names:311637-1,,
wfo-0000505979,In swamps.,ecology,urn:kew.org:fwta:spec:desc:6321,urn:lsid:ipni.org:names:311649-1,,
wfo-0000505987,Damp places.,ecology,urn:kew.org:fwta:spec:desc:6323,urn:lsid:ipni.org:names:311653-1,,
wfo-0000505996,Near surface water.,ecology,urn:kew.org:fwta:spec:desc:6327,urn:lsid:ipni.org:names:311654-1,,
wfo-0000506510,In or near open water and other damp places.,ecology,urn:kew.org:fwta:spec:desc:6340,urn:lsid:ipni.org:names:311698-1,,
wfo-0000506637,Wet flushes on rocky hillsides.,ecology,urn:kew.org:fwta:spec:desc:6342,urn:lsid:ipni.org:names:311704-1,,
wfo-0000506862,In or near permanent water.,ecology,urn:kew.org:fwta:spec:desc:6351,urn:lsid:ipni.org:names:311720-1,,
wfo-0000507016,Moist sandy place? near water.,ecology,urn:kew.org:fwta:spec:desc:6358,urn:lsid:ipni.org:names:311735-1,,
wfo-0000507232,"Wet places, often on cultivated or otherwise disturbed sandy soil.",ecology,urn:kew.org:fwta:spec:desc:6372,urn:lsid:ipni.org:names:1113629-2,,
wfo-0000507603,Wet savanna.,ecology,urn:kew.org:fwta:spec:desc:6383,urn:lsid:ipni.org:names:311781-1,,
wfo-0000507652,Swamps or moist places in savanna.,ecology,urn:kew.org:fwta:spec:desc:6386,urn:lsid:ipni.org:names:214836-2,,
wfo-0000507704,In shallow water.,ecology,urn:kew.org:fwta:spec:desc:6388,urn:lsid:ipni.org:names:311792-1,,
wfo-0000510137,Sandy places.,ecology,urn:kew.org:fwta:spec:desc:6390,urn:lsid:ipni.org:names:311805-1,,
wfo-0000514293,"Rice-fields and other damp places, not common.",ecology,urn:kew.org:fwta:spec:desc:6393,urn:lsid:ipni.org:names:312038-1,,
wfo-0000514564,In grassland liable to flooding.,ecology,urn:kew.org:fwta:spec:desc:6396,urn:lsid:ipni.org:names:312052-1,,
wfo-0000516410,Marshes and wet flushes.,ecology,urn:kew.org:fwta:spec:desc:6403,urn:lsid:ipni.org:names:312154-1,,
wfo-0000517418,"In marshes, swamps and damp grassland, generally near surface water which may be brackish.",ecology,urn:kew.org:fwta:spec:desc:6409,urn:lsid:ipni.org:names:220425-2,,
wfo-0000519575,Edge of swamps.,ecology,urn:kew.org:fwta:spec:desc:6411,urn:lsid:ipni.org:names:311922-1,,
wfo-0000520399,Marshes or near streams.,ecology,urn:kew.org:fwta:spec:desc:6421,urn:lsid:ipni.org:names:220626-2,,
wfo-0000535204,In or near standing water.,ecology,urn:kew.org:fwta:spec:desc:6441,urn:lsid:ipni.org:names:313274-1,,
wfo-0000537041,"In permanent marsh or in or near permanent water, sometimes floating.",ecology,urn:kew.org:fwta:spec:desc:6447,urn:lsid:ipni.org:names:313446-1,,
wfo-0000538206,In or near water.,ecology,urn:kew.org:fwta:spec:desc:6449,urn:lsid:ipni.org:names:313589-1,,
wfo-0000538741,Depressions behind dunes near coast.,ecology,urn:kew.org:fwta:spec:desc:6451,urn:lsid:ipni.org:names:313654-1,,
wfo-0000539545,Damp grassland.,ecology,urn:kew.org:fwta:spec:desc:6454,urn:lsid:ipni.org:names:313737-1,,
wfo-0000539553,"Edge of standing water, marshes, temporary pools on laterite.",ecology,urn:kew.org:fwta:spec:desc:6456,urn:lsid:ipni.org:names:313738-1,,
wfo-0000539778,Damp ground or marshes.,ecology,urn:kew.org:fwta:spec:desc:6459,urn:lsid:ipni.org:names:313763-1,,
wfo-0000541535,Open woodland or savanna.,ecology,urn:kew.org:fwta:spec:desc:6471,urn:lsid:ipni.org:names:313913-1,,
wfo-0000543625,Near open water.,ecology,urn:kew.org:fwta:spec:desc:6479,urn:lsid:ipni.org:names:314143-1,,
wfo-0000544575,In shallow water or swampy grassland.,ecology,urn:kew.org:fwta:spec:desc:6482,urn:lsid:ipni.org:names:314225-1,,
wfo-0000548028,By stream-sides and in marshy grasslands.,ecology,urn:kew.org:fwta:spec:desc:6495,urn:lsid:ipni.org:names:314550-1,,
wfo-0000548389,In seasonally swampy places.,ecology,urn:kew.org:fwta:spec:desc:6499,urn:lsid:ipni.org:names:314579-1,,
wfo-0000548625,"Climbing in scrub, bush and forest.",ecology,urn:kew.org:fwta:spec:desc:6502,urn:lsid:ipni.org:names:314596-1,,
wfo-0000549074,Swamps.,ecology,urn:kew.org:fwta:spec:desc:6508,urn:lsid:ipni.org:names:314633-1,,
wfo-0000549550,Swamps in savanna and forest.,ecology,urn:kew.org:fwta:spec:desc:6510,urn:lsid:ipni.org:names:314674-1,,
wfo-0000550101,"In grassy, seasonally wet places.",ecology,urn:kew.org:fwta:spec:desc:6518,urn:lsid:ipni.org:names:314722-1,,
wfo-0000550245,Seasonal or permanently swampy areas in grassland.,ecology,urn:kew.org:fwta:spec:desc:6522,urn:lsid:ipni.org:names:314736-1,,
wfo-0000550367,In seasonally swampy places on shallow soils.,ecology,urn:kew.org:fwta:spec:desc:6530,urn:lsid:ipni.org:names:314747-1,,
wfo-0000550408,Damp places in grassland.,ecology,urn:kew.org:fwta:spec:desc:6533,urn:lsid:ipni.org:names:314752-1,,
wfo-0000550758,Stream-sides and damp places in rain-forest.,ecology,urn:kew.org:fwta:spec:desc:6540,urn:lsid:ipni.org:names:314784-1,,
wfo-0000552144,In seasonally swampy grassland and stream-sides.,ecology,urn:kew.org:fwta:spec:desc:6582,urn:lsid:ipni.org:names:314941-1,,
wfo-0000552165,Seasonally wet and swampy places.,ecology,urn:kew.org:fwta:spec:desc:6586,urn:lsid:ipni.org:names:314946-1,,
wfo-0000552785,Seepage areas in rocky places.,ecology,urn:kew.org:fwta:spec:desc:6601,urn:lsid:ipni.org:names:315011-1,,
wfo-0000552994,Seepage areas on rocky outcrops and seasonally swampy grassland.,ecology,urn:kew.org:fwta:spec:desc:6612,urn:lsid:ipni.org:names:315054-1,,
wfo-0000553242,On riverbanks and in marshes.,ecology,urn:kew.org:fwta:spec:desc:6623,urn:lsid:ipni.org:names:315129-1,,
wfo-0000553269,Swampy places in forest and savanna.,ecology,urn:kew.org:fwta:spec:desc:6625,urn:lsid:ipni.org:names:315139-1,,
wfo-0000606468,In running water.,ecology,urn:kew.org:fwta:spec:desc:6629,urn:lsid:ipni.org:names:315926-1,,
wfo-0001119929,"On rocks in the open, sea level; to 4, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:6630,urn:lsid:ipni.org:names:17370220-1,,
wfo-0001107761,"On rocks and trees in shade; up to 6, 500 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:6631,urn:lsid:ipni.org:names:17300440-1,,
wfo-0001107754,Scandent on trees up to about 25 ft. in forest.,ecology,urn:kew.org:fwta:spec:desc:6633,urn:lsid:ipni.org:names:17370240-1,,
wfo-0001107728,"In fringing forest, on oil palms or transition woodland.",ecology,urn:kew.org:fwta:spec:desc:6635,urn:lsid:ipni.org:names:17078360-1,,
wfo-0001107369,"In secondary forest, plantations and swamps; up to 1, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:6637,urn:lsid:ipni.org:names:17160710-1,,
wfo-0001119902,"On volcanic lava, up to 7, 600 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:6638,urn:lsid:ipni.org:names:17408190-1,,
wfo-0001107787,"Common in shade and in the open; epiphytic or terrestrial; up to 5, 400 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:6639,urn:lsid:ipni.org:names:17161310-1,,
wfo-0001110687,"Especially on oil palms in forest; up to 4, 500 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:6641,urn:lsid:ipni.org:names:17165610-1,,
wfo-0001242668,"At about 1, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:6642,urn:lsid:ipni.org:names:17408650-1,,
wfo-0001107320,"Open ground from near sea level to 4, 000 ft.",ecology,urn:kew.org:fwta:spec:desc:6644,urn:lsid:ipni.org:names:17119990-1,,
wfo-0001107641,"Open placesin montane forest; 4, 000 to 6, 000 ft. alt.",ecology,urn:kew.org:fwta:spec:desc:6647,urn:lsid:ipni.org:names:17126860-1,,
wfo-0000409096,"Frequent on the sea coast, in mangrove swamps, and also inland.",ecology,urn:kew.org:fwta:spec:desc:6660,urn:lsid:ipni.org:names:317353-1,,
wfo-0001224122,In sandy coastal scrub,ecology,urn:kew.org:fwta:spec:desc:6674,urn:lsid:ipni.org:names:317594-1,,
wfo-0000389474,Forest species.,ecology,urn:kew.org:fwta:spec:desc:6691,urn:lsid:ipni.org:names:317758-1,,
wfo-0000392275,In forest.,ecology,urn:kew.org:fwta:spec:desc:6711,urn:lsid:ipni.org:names:318236-1,,
wfo-0000392514,Abundant principally on the forest edges.,ecology,urn:kew.org:fwta:spec:desc:6714,urn:lsid:ipni.org:names:318274-1,,
wfo-0000651051,In montane grassland.,ecology,urn:kew.org:fwta:spec:desc:6734,urn:lsid:ipni.org:names:319287-1,,
wfo-0001046420,In montane grassland.,ecology,urn:kew.org:fwta:spec:desc:6737,urn:lsid:ipni.org:names:320351-1,,
wfo-0000945851,In grassland.,ecology,urn:kew.org:fwta:spec:desc:6742,urn:lsid:ipni.org:names:321801-1,,
wfo-0000471555,In swamps or streams,ecology,urn:kew.org:fwta:spec:desc:7103,urn:lsid:ipni.org:names:335972-1,,
wfo-0000787424,In savannah or fringing forest,ecology,urn:kew.org:fwta:spec:desc:7130,urn:lsid:ipni.org:names:337254-1,,
wfo-0000968828,At edge of forest,ecology,urn:kew.org:fwta:spec:desc:7136,urn:lsid:ipni.org:names:337590-1,,
wfo-0000978769,By streams and in open places.,ecology,urn:kew.org:fwta:spec:desc:7142,urn:lsid:ipni.org:names:337657-1,,
wfo-0000270570,"On rocks, and by streams in savannah.",ecology,urn:kew.org:fwta:spec:desc:7638,urn:lsid:ipni.org:names:353572-1,,
wfo-0000270659,In open grassy places.,ecology,urn:kew.org:fwta:spec:desc:7641,urn:lsid:ipni.org:names:353643-1,,
wfo-0000270882,In moister parts of the savannah regions and drier parts of the forest; especially on old farmlands,ecology,urn:kew.org:fwta:spec:desc:7643,urn:lsid:ipni.org:names:353805-1,,
wfo-0000020781,A weed of waste places.,ecology,urn:kew.org:fwta:spec:desc:7816,urn:lsid:ipni.org:names:322565-2,,
wfo-0000923628,Especially in fringing forest.,ecology,urn:kew.org:fwta:spec:desc:7827,urn:lsid:ipni.org:names:365013-1,,
wfo-0000938736,In forest undergrowth,ecology,urn:kew.org:fwta:spec:desc:7160,urn:lsid:ipni.org:names:338394-1,,
wfo-0000220820,In swamp forest.,ecology,urn:kew.org:fwta:spec:desc:7176,urn:lsid:ipni.org:names:338812-1,,
wfo-0000237317,Mostly in fringing forest in the savannah regions.,ecology,urn:kew.org:fwta:spec:desc:7187,urn:lsid:ipni.org:names:338993-1,,
wfo-0000239657,In rain forest.,ecology,urn:kew.org:fwta:spec:desc:7203,urn:lsid:ipni.org:names:339153-1,,
wfo-0000418247,The more sparsely pubescent forms come mainly from the moister regions.,ecology,urn:kew.org:fwta:spec:desc:7211,urn:lsid:ipni.org:names:340153-1,,
wfo-0000421441,In secondary forest regrowth and in savannahs of the moister regions.,ecology,urn:kew.org:fwta:spec:desc:7218,urn:lsid:ipni.org:names:340183-1,,
wfo-0000426994,In montane forest,ecology,urn:kew.org:fwta:spec:desc:7226,urn:lsid:ipni.org:names:340234-1,,
wfo-0000801724,"Usually in moist ground, sometimes a weed in rice fields.",ecology,urn:kew.org:fwta:spec:desc:7237,urn:lsid:ipni.org:names:340404-1,,
wfo-0000870015,Mostly in secondary regrowth,ecology,urn:kew.org:fwta:spec:desc:7246,urn:lsid:ipni.org:names:341095-1,,
wfo-0000877337,In forest.,ecology,urn:kew.org:fwta:spec:desc:7255,urn:lsid:ipni.org:names:341446-1,,
wfo-0000896265,In streamside forest.,ecology,urn:kew.org:fwta:spec:desc:7259,urn:lsid:ipni.org:names:341562-1,,
wfo-0000932784,In rain forest,ecology,urn:kew.org:fwta:spec:desc:7296,urn:lsid:ipni.org:names:343804-1,,
wfo-0000946472,"In the drier parts of the forest regions, extending also into the savannah regions",ecology,urn:kew.org:fwta:spec:desc:7336,urn:lsid:ipni.org:names:345026-1,,
wfo-0000948014,Mainly in forest,ecology,urn:kew.org:fwta:spec:desc:7385,urn:lsid:ipni.org:names:345252-1,,
wfo-0000954002,In lower montane forest.,ecology,urn:kew.org:fwta:spec:desc:7396,urn:lsid:ipni.org:names:345356-1,,
wfo-0000954022,On forest-margin.,ecology,urn:kew.org:fwta:spec:desc:7400,urn:lsid:ipni.org:names:345373-1,,
wfo-0000960561,On river banks and other sandy places.,ecology,urn:kew.org:fwta:spec:desc:7403,urn:lsid:ipni.org:names:345510-1,,
wfo-0000961477,In savannah and waste places.,ecology,urn:kew.org:fwta:spec:desc:7413,urn:lsid:ipni.org:names:346110-1,,
wfo-0000961720,In montane grassland,ecology,urn:kew.org:fwta:spec:desc:7419,urn:lsid:ipni.org:names:121409-3,,
wfo-0000962290,Just above high-water-mark on sandy seashores.,ecology,urn:kew.org:fwta:spec:desc:7427,urn:lsid:ipni.org:names:346630-1,,
wfo-0000964083,On rocky hills in savannah and planted,ecology,urn:kew.org:fwta:spec:desc:7453,urn:lsid:ipni.org:names:347829-1,,
wfo-0000964111,In savannah and as a farm weed.,ecology,urn:kew.org:fwta:spec:desc:7457,urn:lsid:ipni.org:names:347838-1,,
wfo-0000964195,"A weed of footpaths, etc.",ecology,urn:kew.org:fwta:spec:desc:7460,urn:lsid:ipni.org:names:101913-2,,
wfo-0000964589,In montane vegetation.,ecology,urn:kew.org:fwta:spec:desc:7465,urn:lsid:ipni.org:names:348179-1,,
wfo-0000964956,On rocky hills in dry savannah.,ecology,urn:kew.org:fwta:spec:desc:7474,urn:lsid:ipni.org:names:348401-1,,
wfo-0000965246,On rocky hills in savannah.,ecology,urn:kew.org:fwta:spec:desc:7481,urn:lsid:ipni.org:names:348623-1,,
wfo-0000216021,Often in riverain forest.,ecology,urn:kew.org:fwta:spec:desc:7500,urn:lsid:ipni.org:names:350098-1,,
wfo-0000231829,In forest.,ecology,urn:kew.org:fwta:spec:desc:7532,urn:lsid:ipni.org:names:351048-1,,
wfo-0000231992,In swamp forest,ecology,urn:kew.org:fwta:spec:desc:7538,urn:lsid:ipni.org:names:351170-1,,
wfo-0000232135,At margin of montane forest,ecology,urn:kew.org:fwta:spec:desc:7548,urn:lsid:ipni.org:names:351277-1,,
wfo-0000232237,In forest,ecology,urn:kew.org:fwta:spec:desc:7555,urn:lsid:ipni.org:names:351354-1,,
wfo-0000232251,In swamp forest.,ecology,urn:kew.org:fwta:spec:desc:7562,urn:lsid:ipni.org:names:351364-1,,
wfo-0000234658,Common in forest regrowth and drier types of forest,ecology,urn:kew.org:fwta:spec:desc:7577,urn:lsid:ipni.org:names:351636-1,,
wfo-0000236275,"Usually in forest, but sometimes in savannah",ecology,urn:kew.org:fwta:spec:desc:7594,urn:lsid:ipni.org:names:352055-1,,
wfo-0000249995,Growing in open spaces in forest.,ecology,urn:kew.org:fwta:spec:desc:7615,urn:lsid:ipni.org:names:352469-1,,
wfo-0000250002,In streamside forest.,ecology,urn:kew.org:fwta:spec:desc:7622,urn:lsid:ipni.org:names:352474-1,,
wfo-0000271632,A weed of cultivated land and waste ground.,ecology,urn:kew.org:fwta:spec:desc:7661,urn:lsid:ipni.org:names:354351-1,,
wfo-0000271793,In moist places by streams.,ecology,urn:kew.org:fwta:spec:desc:7669,urn:lsid:ipni.org:names:354457-1,,
wfo-0000283637,Locally abundant in swampy parts of the rain forest.,ecology,urn:kew.org:fwta:spec:desc:7688,urn:lsid:ipni.org:names:355056-1,,
wfo-0000289048,Often in forest undergrowth.,ecology,urn:kew.org:fwta:spec:desc:7696,urn:lsid:ipni.org:names:355117-1,,
wfo-0000302794,In savannah and in streamside forest in both savannah and forest regions.,ecology,urn:kew.org:fwta:spec:desc:7718,urn:lsid:ipni.org:names:355801-1,,
wfo-0000309149,Locally common in open regrowth vegetation.,ecology,urn:kew.org:fwta:spec:desc:7728,urn:lsid:ipni.org:names:356363-1,,
wfo-0000321782,In secondary forest regrowth.,ecology,urn:kew.org:fwta:spec:desc:7741,urn:lsid:ipni.org:names:356858-1,,
wfo-0000326903,In savannah regions,ecology,urn:kew.org:fwta:spec:desc:7768,urn:lsid:ipni.org:names:357880-1,,
wfo-0000326958,"In savannah, especially on rocky hillsides.",ecology,urn:kew.org:fwta:spec:desc:7777,urn:lsid:ipni.org:names:357910-1,,
wfo-0000328995,In rain forest.,ecology,urn:kew.org:fwta:spec:desc:7783,urn:lsid:ipni.org:names:358099-1,,
wfo-0000329014,Usually in wet places near streams.,ecology,urn:kew.org:fwta:spec:desc:7785,urn:lsid:ipni.org:names:358114-1,,
wfo-0000329026,In rain forest,ecology,urn:kew.org:fwta:spec:desc:7787,urn:lsid:ipni.org:names:358121-1,,
wfo-0000329044,"Always near water, in forest regions and in fringing forest in the savannah regions",ecology,urn:kew.org:fwta:spec:desc:7795,urn:lsid:ipni.org:names:358132-1,,
wfo-0000329088,In swamp forest.,ecology,urn:kew.org:fwta:spec:desc:7798,urn:lsid:ipni.org:names:358156-1,,
wfo-0000329111,In swamp forest,ecology,urn:kew.org:fwta:spec:desc:7800,urn:lsid:ipni.org:names:358174-1,,
wfo-0000329118,In rain forest.,ecology,urn:kew.org:fwta:spec:desc:7807,urn:lsid:ipni.org:names:358181-1,,
wfo-0000925647,Mainly in savannah regions by rocks and in fringing forest.,ecology,urn:kew.org:fwta:spec:desc:7851,urn:lsid:ipni.org:names:111647-1,,
wfo-0000845358,Swampy places.,ecology,urn:kew.org:fwta:spec:desc:7989,urn:lsid:ipni.org:names:386991-1,,
wfo-0000845359,Moist soils.,ecology,urn:kew.org:fwta:spec:desc:7991,urn:lsid:ipni.org:names:386992-1,,
wfo-0000845367,Moist soils and marshy places.,ecology,urn:kew.org:fwta:spec:desc:7993,urn:lsid:ipni.org:names:386999-1,,
wfo-0000845370,In savanna.,ecology,urn:kew.org:fwta:spec:desc:7996,urn:lsid:ipni.org:names:9363-2,,
wfo-0000845931,In savanna.,ecology,urn:kew.org:fwta:spec:desc:7998,urn:lsid:ipni.org:names:387346-1,,
wfo-0000845933,On ironstone outcrops.,ecology,urn:kew.org:fwta:spec:desc:8000,urn:lsid:ipni.org:names:387348-1,,
wfo-0000845938,In low-lying savanna,ecology,urn:kew.org:fwta:spec:desc:8004,urn:lsid:ipni.org:names:387352-1,,
wfo-0000845942,Ironstone outcrops.,ecology,urn:kew.org:fwta:spec:desc:8007,urn:lsid:ipni.org:names:387355-1,,
wfo-0000845943,Damp soils.,ecology,urn:kew.org:fwta:spec:desc:8009,urn:lsid:ipni.org:names:387356-1,,
wfo-0000845949,On ironstone outcrops.,ecology,urn:kew.org:fwta:spec:desc:8013,urn:lsid:ipni.org:names:387361-1,,
wfo-0001224110,In swamp forest at edge of water,ecology,urn:kew.org:fwta:spec:desc:7876,urn:lsid:ipni.org:names:112095-1,,
wfo-0000424772,Usually near rivers,ecology,urn:kew.org:fwta:spec:desc:7881,urn:lsid:ipni.org:names:366163-1,,
