WFOID,Vernacular_name,LocalID,scientificName,transliteration,Devnagari (preeti),Devnagari (unicode),Language,countryCode,rights,license,bibliographicCitation,compiler
wfo-0000372950,Pandari (पाँदरी ),NEP00175,Miliusa velutina (Dunal) Hook.f. & Thomson,Pandari,kfFb/L ,पाँदरी ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001066143,Ban supadi (वन सुपाडी),NEP00177,Polyalthia suberosa (Roxb.) Thwaites,Ban supadi,jg ;'kf8L,वन सुपाडी,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001066584,"Rabu lahara, Kali lahara (रबु लहरा, काली लहरा)",NEP00179,Uvaria hamiltonii Hook.f. & Thomson,"Rabu lahara, Kali lahara","/a' nx/f, sfnL nx/f","रबु लहरा, काली लहरा",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000519391,"Jhankri kath, Lampate (झाँक्री काठ, लाम्पाते )",NEP00180,Actinodaphne angustifolia (Blume) Nees,"Jhankri kath, Lampate","emfFqmL sf7, nfDkft] ","झाँक्री काठ, लाम्पाते ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000519474,Masino khapate (मसिनो खपटे),NEP00183,Actinodaphne longipes Kosterm.,Masino khapate,dl;gf] vk6],मसिनो खपटे,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000519548,Khapate (खपटे ),NEP00189,Actinodaphne sikkimensis Meisn.,Khapate,vk6] ,खपटे ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001070351,Thulo tarsing (ठूलो तार्सिङ्ग),NEP00193,Beilschmiedia roxburghiana Nees,Thulo tarsing,"7""nf] tfl;{Ë",ठूलो तार्सिङ्ग,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000604917,"Sinkauli, Bada singoli, Mariche malagiri (सिन्काउली, बडा सिँगोली, मरिचे मालागिरी)",NEP00195,Cinnamomum bejolghota (Buch.-Ham.) Sweet,"Sinkauli, Bada singoli, Mariche malagiri","l;GsfpnL, a8f l;Fuf]nL, dl/r] dfnflu/L","सिन्काउली, बडा सिँगोली, मरिचे मालागिरी",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000605088,"Sinkauli, Malagiri, Sugandha kokila (सिन्काउली, मालागिरी, सुगन्ध कोकिला)",NEP00198,Cinnamomum glanduliferum (Wall.) Meisn.,"Sinkauli, Malagiri, Sugandha kokila","l;GsfpnL, dfnflu/L, ;'uGw sf]lsnf","सिन्काउली, मालागिरी, सुगन्ध कोकिला",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000605467,Tejpat (तेजपात),NEP00205,Cinnamomum tamala (Buch.-Ham.) T.Nees & Eberm.,Tejpat,t]hkft,तेजपात,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000605474,Sugandha kokila (सुगन्ध कोकिला),NEP00209,Cinnamomum tenuipile Kosterm.,Sugandha kokila,;'uGw sf]lsnf,सुगन्ध कोकिला,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000652739,"Nepali dalchini, Kaule (नेपाली दालचिनी, काउले)",NEP00214,Dodecadenia grandiflora Nees,"Nepali dalchini, Kaule","g]kfnL bfnlrgL, sfpn]","नेपाली दालचिनी, काउले",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001070861,Pahenlo khapate (पहेँलो खपटे),NEP00222,Lindera nacusua (D.Don) Merr.,Pahenlo khapate,kx]Fnf] vk6],पहेँलो खपटे,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001070756,"Sil timur, Theki phul (सिल टिमुर, ठेकी पूmल)",NEP00226,Lindera neesiana (Wall. ex Nees) Kurz,"Sil timur, Theki phul","l;n l6d'/, 7]sL k""mn","सिल टिमुर, ठेकी पूmल",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001071996,"Fusure), Kharane (फुसुरे, खराने)",NEP00233,Lindera pulcherrima (Nees) Benth. ex Hook.f.,"Fusure), Kharane","k'm;'/], v/fg]","फुसुरे, खराने",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000365367,Sil timur (सिल टिमुर),NEP00239,Litsea cubeba (Lour.) Pers.,Sil timur,l;n l6d'/,सिल टिमुर,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000365304,"Pahenli, Kathe kaulo (पहेँली, काठे काउलो)",NEP00243,Litsea doshia (D.Don) Kosterm.,"Pahenli, Kathe kaulo","kx]FnL, sf7] sfpnf]","पहेँली, काठे काउलो",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000365695,Meda (मेदा),NEP00251,Litsea glutinosa (Lour.) C.B.Rob.,Meda,d]bf,मेदा,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000365805,"Kutmiro, Kadmero (कुटमिरो, कदमेरो)",NEP00259,Litsea monopetala (Roxb.) Pers.,"Kutmiro, Kadmero","s'6ld/f], sbd]/f]","कुटमिरो, कदमेरो",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001070313,Pahenli (पहेँली),NEP00266,Litsea salicifolia (Roxb. ex Nees) Hook.f.,Pahenli,kx]FnL,पहेँली,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001070314,Pahenle (पहेँले),NEP00269,Litsea sericea (Wall. ex Nees) Hook.f.,Pahenle,kx]Fn],पहेँले,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000373703,Seto kaulo (सेतो काउलो),NEP00271,Machilus clarkeana King ex Hook.f.,Seto kaulo,;]tf] sfpnf],सेतो काउलो,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001071296,"Kathe kaulo, Mahilo kaulo (काठे काउलो, माहिलो काउलो)",NEP00275,Machilus duthiei King ex Hook.f.,"Kathe kaulo, Mahilo kaulo","sf7] sfpnf], dflxnf] sfpnf]","काठे काउलो, माहिलो काउलो",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001071297,"Chiple kaulo, Kathe kaulo (चिप्ले काउलो, काठे काउलो)",NEP00277,Machilus gamblei King ex Hook.f.,"Chiple kaulo, Kathe kaulo","lrKn] sfpnf], sf7] sfpnf]","चिप्ले काउलो, काठे काउलो",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001071298,"Bhate kaulo, Seto kaulo (भाटे काउलो, सेतो काउलो)",NEP00285,Machilus odoratissima Nees,"Bhate kaulo, Seto kaulo","ef6] sfpnf], ;]tf] sfpnf]","भाटे काउलो, सेतो काउलो",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001244725,Kalche (कल्चे),NEP00296,Neolitsea cuipala (D.Don) Kosterm.,Kalche,sNr],कल्चे,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001071951,"Makai kath, Khapate (मकै काठ, खपटे)",NEP00304,Neolitsea pallens (D.Don) Momiy. & H.Hara,"Makai kath, Khapate","ds} sf7, vk6]","मकै काठ, खपटे",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001070428,Jhankri kath (झाँक्री काठ),NEP00315,Phoebe lanceolata (Nees) Nees,Jhankri kath,emfFqmL sf7,झाँक्री काठ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000350733,Bojho (बोझो ),NEP00326,Acorus calamus L.,Bojho,af]emf] ,बोझो ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000949607,Pindalu (पिँडालु ),NEP00331,Alocasia navicularis (K.Koch & C.D.Bouché) K Koch & C.D.Bouché,Pindalu,lkF8fn' ,पिँडालु ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000963446,Ol (ओल ),NEP00333,Amorphophallus bulbifer (Roxb.) Blume,Ol,cf]n ,ओल ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000964987,Sarpa danth (सर्प डाँठ ),NEP00335,Amorphophallus napalensis (Wall.) Bogner & Mayo,Sarpa danth,;k{ 8fF7 ,सर्प डाँठ ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000270275,Bir Banko (बीर बाँको ),NEP00340,Arisaema consanguineum Schott,Bir Banko,aL/ afFsf] ,बीर बाँको ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000270386,Kal (काल),NEP00342,Arisaema costatum (Wall.) Mart.,Kal,sfn,काल,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000270688,Rakaya banko (रकाया बाँको ),NEP00346,Arisaema erubescens (Wall.) Schott,Rakaya banko,/sfof afFsf] ,रकाया बाँको ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000270849,"Bhale banko, Tinchu (भाले बाँको, तिन्चु )",NEP00349,Arisaema flavum (Forssk.) Schott,"Bhale banko, Tinchu","efn] afFsf], ltGr' ","भाले बाँको, तिन्चु ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000271036,Dhokayo sag (ढोकायो साग),NEP00352,Arisaema griffithii Schott,Dhokayo sag,9f]sfof] ;fu,ढोकायो साग,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000271527,Banko (बाँको),NEP00358,Arisaema jacquemontii Blume,Banko,afFsf],बाँको,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000272536,Tuwa (टुवा ),NEP00361,Arisaema nepenthoides (Wall.) Mart.,Tuwa,6'jf ,टुवा ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000274144,Bish jharne (विष झार्ने ),NEP00368,Arisaema speciosum (Wall.) Mart. var. speciosum,Bish jharne,ljif emfg]{ ,विष झार्ने ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000274133,Bish jharne (विष झार्ने ),NEP00370,Arisaema speciosum (Wall.) Mart. var. mirabile (Schott) Engl.,Bish jharne,ljif emfg]{ ,विष झार्ने ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000274566,Bir banko (बीर बाँको ),NEP00372,Arisaema tortuosum (Wall.) Schott,Bir banko,aL/ afFsf] ,बीर बाँको ,Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000275001,"Dhokayo, Tinpate (ढोकायो, तीनपाते )",NEP00375,Arisaema utile Hook.f. ex Schott,"Dhokayo, Tinpate","9f]sfof], tLgkft] ","ढोकायो, तीनपाते ",Nepalese,NP,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
