WFOID,countryCode,locationID,locality,establishmentMeans,source,bibliographicCitation,URI
wfo-0000293147,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus semiserrata. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 401. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03973
wfo-0000293224,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus sessilifolia. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 403. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03974
wfo-0000293263,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus setulosa. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 403. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03975
wfo-0000293856,TH,THA,Thailand,Managed,Flora of Thailand,"Quercus vestita. Flora of Thailand. Vol. 9. Part 3, 2008. Pg. 407. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03976
wfo-0000778718,TH,THA,Thailand,Managed,Flora of Thailand,"Radermachera glandulosa. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 39. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00924
wfo-0000778720,TH,THA,Thailand,Managed,Flora of Thailand,"Radermachera hainanensis. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 41. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00928
wfo-0000778721,TH,THA,Thailand,Managed,Flora of Thailand,"Radermachera ignea. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 41. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00929
wfo-0000778730,TH,THA,Thailand,Managed,Flora of Thailand,"Radermachera peninsularis . Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 40. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00927
wfo-0000778733,TH,THA,Thailand,Managed,Flora of Thailand,"Radermachera pinnata. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 39. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00925
wfo-0000778734,TH,THA,Thailand,Managed,Flora of Thailand,"Radermachera pinnata acuminata. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 40. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00926
wfo-0001267673,TH,THA,Thailand,Managed,Flora of Thailand,"Rapanea porteriana. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 166. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01700
wfo-0001267678,TH,THA,Thailand,Managed,Flora of Thailand,"Rapanea umbellulata. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 166. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01699
wfo-0001085942,TH,THA,Thailand,Managed,Flora of Thailand,"Rapanea yunnanensis. Flora of Thailand. Vol. 6. Part 2, 1996. Pg. 167. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01701
wfo-0000295013,TH,THA,Thailand,Managed,Flora of Thailand,"Rauvolfia cambodiana. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 51. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02173
wfo-0000295095,TH,THA,Thailand,Managed,Flora of Thailand,"Rauvolfia micrantha. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 51. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02174
wfo-0000295174,TH,THA,Thailand,Managed,Flora of Thailand,"Rauvolfia serpentina. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 53. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02175
wfo-0000295190,TH,THA,Thailand,Managed,Flora of Thailand,"Rauvolfia sumatrana. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 53. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02176
wfo-0000295201,TH,THA,Thailand,Managed,Flora of Thailand,"Rauvolfia verticillata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 54. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02177
wfo-0000509912,TH,THA,Thailand,Managed,Flora of Thailand,"Ravenala madagascariensis. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 170. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03842
wfo-0001116568,TH,THA,Thailand,Managed,Flora of Thailand,"Reediella humilis. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 87. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0139
wfo-0001141255,TH,THA,Thailand,Managed,Flora of Thailand,"Reevesia pubescens. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 619. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02790
wfo-0001141259,TH,THA,Thailand,Managed,Flora of Thailand,"Reevesia pubescens pubescens. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 619. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02791
wfo-0001141223,TH,THA,Thailand,Managed,Flora of Thailand,"Reevesia pubescens siamensis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 619. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02792
wfo-0001242741,TH,THA,Thailand,Managed,Flora of Thailand,"Reinwardtia indica. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 195. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01744
wfo-0000510137,TH,THA,Thailand,Managed,Flora of Thailand,"Remirea maritima. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 402. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02012
wfo-0001016273,TH,THA,Thailand,Managed,Flora of Thailand,"Rhaphiolepis indica. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 44. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00079
wfo-0001131596,TH,THA,Thailand,Managed,Flora of Thailand,"Rhizophora apiculata. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 6. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00009
wfo-0000296289,TH,THA,Thailand,Managed,Flora of Thailand,"Rhodamnia cinerea. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 805. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02990
wfo-0000296290,TH,THA,Thailand,Managed,Flora of Thailand,"Rhodamnia cinerea concolor. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 806. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02992
wfo-0000296296,TH,THA,Thailand,Managed,Flora of Thailand,"Rhodamnia dumetorum. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 806. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02993
wfo-0000296303,TH,THA,Thailand,Managed,Flora of Thailand,"Rhodamnia kerrii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 807. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02994
wfo-0000296387,TH,THA,Thailand,Managed,Flora of Thailand,"Rhodomyrtus tomentosa. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 809. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02996
wfo-0000514890,TH,THA,Thailand,Managed,Flora of Thailand,"Rhynchospora chinensis. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 413. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02029
wfo-0000515264,TH,THA,Thailand,Managed,Flora of Thailand,"Rhynchospora corymbosa. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 411. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02026
wfo-0000516938,TH,THA,Thailand,Managed,Flora of Thailand,"Rhynchospora gracillima. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 415. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02030
wfo-0000517365,TH,THA,Thailand,Managed,Flora of Thailand,"Rhynchospora hirticeps. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 417. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02034
wfo-0000517429,TH,THA,Thailand,Managed,Flora of Thailand,"Rhynchospora hookeri. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 411. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02025
wfo-0000518262,TH,THA,Thailand,Managed,Flora of Thailand,"Rhynchospora longisetis. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 415. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02031
wfo-0000520390,TH,THA,Thailand,Managed,Flora of Thailand,"Rhynchospora rubra. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 416. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02033
wfo-0000520399,TH,THA,Thailand,Managed,Flora of Thailand,"Rhynchospora rugosa. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 412. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02027
wfo-0000520403,TH,THA,Thailand,Managed,Flora of Thailand,"Rhynchospora rugosa brownii. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 412. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02028
wfo-0000521190,TH,THA,Thailand,Managed,Flora of Thailand,"Rhynchospora submarginata. Flora of Thailand. Vol. 6. Part 4, 1998. Pg. 416. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02032
wfo-0000296762,TH,THA,Thailand,Managed,Flora of Thailand,"Richeriella gracilis. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 515. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03600
wfo-0000297077,TH,THA,Thailand,Managed,Flora of Thailand,"Ricinus communis. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 517. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03602
wfo-0000404539,TH,THA,Thailand,Managed,Flora of Thailand,"Rivina humilis. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 433. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01295
wfo-0001262265,TH,THA,Thailand,Managed,Flora of Thailand,"Rorippa benghalensis. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 184. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01723
wfo-0000399642,TH,THA,Thailand,Managed,Flora of Thailand,"Rorippa dubia. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 182. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01721
wfo-0000399604,TH,THA,Thailand,Managed,Flora of Thailand,"Rorippa indica. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 183. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01722
wfo-0000398907,TH,THA,Thailand,Managed,Flora of Thailand,"Rorippa nasturtium-aquaticum. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 182. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01720
wfo-0001014372,TH,THA,Thailand,Managed,Flora of Thailand,"Rosa chinensis. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 65. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00120
wfo-0000988442,TH,THA,Thailand,Managed,Flora of Thailand,"Rosa clinophylla. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 66. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00125
wfo-0001014673,TH,THA,Thailand,Managed,Flora of Thailand,"Rosa damascena. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 64. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00118
wfo-0000983363,TH,THA,Thailand,Managed,Flora of Thailand,"Rosa helenae. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 64. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00119
wfo-0001014455,TH,THA,Thailand,Managed,Flora of Thailand,"Rosa odorata. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 65. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00121
wfo-0000984595,TH,THA,Thailand,Managed,Flora of Thailand,"Rosa odorata gigantea. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 65. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00123
wfo-0001132004,TH,THA,Thailand,Managed,Flora of Thailand,"Rosa odorata odorata. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 65. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00122
wfo-0000403185,TH,THA,Thailand,Managed,Flora of Thailand,"Rourea mimosoides. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 123. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00232
wfo-0000403186,TH,THA,Thailand,Managed,Flora of Thailand,"Rourea minor. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 122. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00231
wfo-0000403288,TH,THA,Thailand,Managed,Flora of Thailand,"Rourea prainiana. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 124. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00233
wfo-0000398943,TH,THA,Thailand,Managed,Flora of Thailand,"Roureopsis acutipetala. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 121. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00229
wfo-0001278859,TH,THA,Thailand,Managed,Flora of Thailand,"Roureopsis stenopetala. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 121. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00228
wfo-0001018060,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus alceifolius. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 55. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00098
wfo-0000990767,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus alpestris. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 52. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00092
wfo-0000983441,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus blepharoneurus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 59. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00105
wfo-0001017951,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus cochinchinensis. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 60. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00109
wfo-0000993850,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus dielsianus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 53. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00095
wfo-0001002128,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus ellipticus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 51. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00089
wfo-0000988480,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus elongatus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 53. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00093
wfo-0000991305,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus hasskarlii. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 57. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00102
wfo-0000994330,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus hastifolius. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 53. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00094
wfo-0000983328,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus hederifolius. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 60. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00108
wfo-0001002192,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus leucanthus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 49. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00085
wfo-0000999517,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus malvaceus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 56. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00099
wfo-0001018092,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus moluccanus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 57. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00101
wfo-0000995089,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus multibracteatus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 56. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00100
wfo-0000995169,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus niveus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 51. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00088
wfo-0001017865,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus rosifolius coronarius. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 49. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00086
wfo-0000995739,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus rufus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 60. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00107
wfo-0000983438,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus rugosus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 58. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00103
wfo-0001017833,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus sorbifolius. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 49. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00087
wfo-0001000919,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus tiliaceus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 55. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00097
wfo-0000996177,TH,THA,Thailand,Managed,Flora of Thailand,"Rubus viscidus. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 59. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00106
wfo-0001133479,TH,THA,Thailand,Managed,Flora of Thailand,"Sabia parviflora. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 167. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03838
wfo-0001133460,TH,THA,Thailand,Managed,Flora of Thailand,"Sabia purpurea. Flora of Thailand. Vol. 9. Part 2, 2008. Pg. 169. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03839
wfo-0000770507,TH,THA,Thailand,Managed,Flora of Thailand,"Sagittaria guayanensis lappula. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 356. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02518
wfo-0000738109,TH,THA,Thailand,Managed,Flora of Thailand,"Sagittaria sagittifolia. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 358. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02519
wfo-0000771081,TH,THA,Thailand,Managed,Flora of Thailand,"Sagittaria sagittifolia leucopetala. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 358. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=02520
wfo-0000930856,TH,THA,Thailand,Managed,Flora of Thailand,"Salix babylonica. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 121. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01048
wfo-0001133625,TH,THA,Thailand,Managed,Flora of Thailand,"Salix tetrasperma. Flora of Thailand. Vol. 5. Part 1, 1987. Pg. 122. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01049
wfo-0001100626,TH,THA,Thailand,Managed,Flora of Thailand,"Salomonia cantoniensis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 521. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02705
wfo-0001242094,TH,THA,Thailand,Managed,Flora of Thailand,"Salomonia ciliata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 522. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02706
wfo-0000503496,TH,THA,Thailand,Managed,Flora of Thailand,"Salomonia kradungensis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 522. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02707
wfo-0000503494,TH,THA,Thailand,Managed,Flora of Thailand,"Salomonia longiciliata. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 523. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02708
wfo-0000503511,TH,THA,Thailand,Managed,Flora of Thailand,"Salomonia thailandica. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 523. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02709
wfo-0001119683,TH,THA,Thailand,Managed,Flora of Thailand,"Salvinia cucullata. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 604. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0817
wfo-0001117304,TH,THA,Thailand,Managed,Flora of Thailand,"Salvinia natans. Flora of Thailand. Vol. 3. Part 4, 1989. Pg. 603–604. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0816
wfo-0000194888,TH,THA,Thailand,Managed,Flora of Thailand,"Samanea saman. Flora of Thailand. Vol. 4. Part 2, 1985. Pg. 202. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00850
wfo-0000302677,TH,THA,Thailand,Managed,Flora of Thailand,"Sampantaea amentiflora. Flora of Thailand. Vol. 8. Part 2, 2007. Pg. 521. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03604
