wfo_id,description,data_type,contributor,creator,source,Licence,bibliographic_Citation,doi
wfo-1000039640,"On vertical rock faces or soil slopes along stream banks, in deeply shaded lowland dipterocarp forest, elevation 100 to 250 m.",Habitat,"Lin C-W., Chung S-W. & Peng C-I.",,4138,CC0 1.0 Universal (CC0 1.0),"Lin C-W., Chung S-W. & Peng C-I. 2017, Eleven new species of Begonia (Begoniaceae) from Sarawak, Borneo, Taiwania. Vol.62(3) , pp.219-251 (https://doi.org/10.6165/tai.2017.62.219)",https://doi.org/10.6165/tai.2017.62.219
wfo-1000039647,"Prostrate on steep soil slope or damp mossy vertical cliff face, in dark, shady dipterocarp forest, elevation ca. 100–200 m.",Habitat,"Lin C-W., Chung S-W. & Peng C-I.",,4142,CC0 1.0 Universal (CC0 1.0),"Lin C-W., Chung S-W. & Peng C-I. 2017, Eleven new species of Begonia (Begoniaceae) from Sarawak, Borneo, Taiwania. Vol.62(3) , pp.219-251 (https://doi.org/10.6165/tai.2017.62.219)",https://doi.org/10.6165/tai.2017.62.219
wfo-1000039666,"Known only from lowland dipterocarp forest, along streams, on lower to upper part of soil-covered ledges, elevation 130–400 m.",Habitat,"Lin C-W., Chung S-W. & Peng C-I.",,4146,CC0 1.0 Universal (CC0 1.0),"Lin C-W., Chung S-W. & Peng C-I. 2017, Eleven new species of Begonia (Begoniaceae) from Sarawak, Borneo, Taiwania. Vol.62(3) , pp.219-251 (https://doi.org/10.6165/tai.2017.62.219)",https://doi.org/10.6165/tai.2017.62.219
wfo-1000039669,"Plants usually climb up the steep, slightly shaded soil slopes in wet dipterocarp forest, elevation ca. 100 m",Habitat,"Lin C-W., Chung S-W. & Peng C-I.",,4150,CC0 1.0 Universal (CC0 1.0),"Lin C-W., Chung S-W. & Peng C-I. 2017, Eleven new species of Begonia (Begoniaceae) from Sarawak, Borneo, Taiwania. Vol.62(3) , pp.219-251 (https://doi.org/10.6165/tai.2017.62.219)",https://doi.org/10.6165/tai.2017.62.219
wfo-1000039678,"Associated with scrubby and herbaceous vegetation on soil slopes or cliffs in very wet dipterocarp forest, elevation 100–200 m.",Habitat,"Lin C-W., Chung S-W. & Peng C-I.",,4154,CC0 1.0 Universal (CC0 1.0),"Lin C-W., Chung S-W. & Peng C-I. 2017, Eleven new species of Begonia (Begoniaceae) from Sarawak, Borneo, Taiwania. Vol.62(3) , pp.219-251 (https://doi.org/10.6165/tai.2017.62.219)",https://doi.org/10.6165/tai.2017.62.219
wfo-1000039689,"On deeply shaded soil slopes in a dipterocarp forest, elevation 100–400 m.",Habitat,"Lin C-W., Chung S-W. & Peng C-I.",,4158,CC0 1.0 Universal (CC0 1.0),"Lin C-W., Chung S-W. & Peng C-I. 2017, Eleven new species of Begonia (Begoniaceae) from Sarawak, Borneo, Taiwania. Vol.62(3) , pp.219-251 (https://doi.org/10.6165/tai.2017.62.219)",https://doi.org/10.6165/tai.2017.62.219
wfo-1000039700,"Known only from lowland mixed dipterocarp forest, growing on steep slopes by seasonal streams or on very wet, semishady forest, elev. 130–400 m.",Habitat,"Lin C-W., Chung S-W. & Peng C-I.",,4162,CC0 1.0 Universal (CC0 1.0),"Lin C-W., Chung S-W. & Peng C-I. 2017, Eleven new species of Begonia (Begoniaceae) from Sarawak, Borneo, Taiwania. Vol.62(3) , pp.219-251 (https://doi.org/10.6165/tai.2017.62.219)",https://doi.org/10.6165/tai.2017.62.219
wfo-1000039771,"The new species grows in deep shade at base of vertical cliffs or on mossy rocks in lowland dipterocarp forest, elevation 100–250 m.",Habitat,"Lin C-W., Chung S-W. & Peng C-I.",,4166,CC0 1.0 Universal (CC0 1.0),"Lin C-W., Chung S-W. & Peng C-I. 2017, Eleven new species of Begonia (Begoniaceae) from Sarawak, Borneo, Taiwania. Vol.62(3) , pp.219-251 (https://doi.org/10.6165/tai.2017.62.219)",https://doi.org/10.6165/tai.2017.62.219
wfo-1000039788,It grows on steep slopes in riparian forest or at margin of lowland mixed dipterocarp forest at 50 to 150 m elevation.,Habitat,"Lin C-W., Chung S-W. & Peng C-I.",,4170,CC0 1.0 Universal (CC0 1.0),"Lin C-W., Chung S-W. & Peng C-I. 2017, Eleven new species of Begonia (Begoniaceae) from Sarawak, Borneo, Taiwania. Vol.62(3) , pp.219-251 (https://doi.org/10.6165/tai.2017.62.219)",https://doi.org/10.6165/tai.2017.62.219
wfo-1000039599,On exposed limestone rock crevices at an altitude of 140 m. Flowering May to November; fruiting November to January,Habitat,Phutthai T. & Hughes M.,,4174,CC0 1.0 Universal (CC0 1.0),"Phutthai T. & Hughes M. 2017, FOUR NEW SPECIES OF BEGONIA (BEGONIACEAE) FROM THAILAND, Edinburgh J. Bot. Vol.74(2) , pp.149-161 (https://doi.org/10.1017/S0960428617000051)",https://doi.org/10.1017/S0960428617000051
wfo-1000039599,"In exposed limestone rock crevices, ca. 140 m. Flowering May to November, fruiting November to January.",Habitat,"Phutthai, T., Hughes, M & Sridith, K",,5985,CC0 1.0 Universal (CC0 1.0),"Phutthai, T., Hughes, M & Sridith, K, 2019, Begoniaceae , in K. Chayamarit, H. Balslev, M. F. Newman, A. S. Barfod, H. J. Esser, D. A. Simpson, & J. A. N. Parnell (eds.) , Flora of Thailand Vol.14(3)., pp.259-431.",
wfo-1000039709,On limestone rock crevices in seasonally dry evergreen forest at an altitude of 1350 m. ,Habitat,Phutthai T. & Hughes M.,,4180,CC0 1.0 Universal (CC0 1.0),"Phutthai T. & Hughes M. 2017, FOUR NEW SPECIES OF BEGONIA (BEGONIACEAE) FROM THAILAND, Edinburgh J. Bot. Vol.74(2) , pp.149-161 (https://doi.org/10.1017/S0960428617000051)",https://doi.org/10.1017/S0960428617000051
wfo-1000039709,"In limestone rock crevices in seasonally dry evergreen forest at ca.1350 m. Flowering May to November, fruiting November to January. ",Habitat,"Phutthai, T., Hughes, M & Sridith, K",,6064,CC0 1.0 Universal (CC0 1.0),"Phutthai, T., Hughes, M & Sridith, K, 2019, Begoniaceae , in K. Chayamarit, H. Balslev, M. F. Newman, A. S. Barfod, H. J. Esser, D. A. Simpson, & J. A. N. Parnell (eds.) , Flora of Thailand Vol.14(3)., pp.259-431.",
wfo-1000039718,On damp and shaded limestone cliffs in seasonally dry evergreen forest.,Habitat,Phutthai T. & Hughes M.,,4186,CC0 1.0 Universal (CC0 1.0),"Phutthai T. & Hughes M. 2017, FOUR NEW SPECIES OF BEGONIA (BEGONIACEAE) FROM THAILAND, Edinburgh J. Bot. Vol.74(2) , pp.149-161 (https://doi.org/10.1017/S0960428617000051)",https://doi.org/10.1017/S0960428617000051
wfo-1000039718,"On damp and shaded limestone cliffs in seasonally dry evergreen forest. Flowering May to November, fruiting November to January. ",Habitat,"Phutthai, T., Hughes, M & Sridith, K",,6068,CC0 1.0 Universal (CC0 1.0),"Phutthai, T., Hughes, M & Sridith, K, 2019, Begoniaceae , in K. Chayamarit, H. Balslev, M. F. Newman, A. S. Barfod, H. J. Esser, D. A. Simpson, & J. A. N. Parnell (eds.) , Flora of Thailand Vol.14(3)., pp.259-431.",
wfo-1000039726,"On karst limestone cliffs in shade, with water seepage at 350 m.",Habitat,Phutthai T. & Hughes M.,,4192,CC0 1.0 Universal (CC0 1.0),"Phutthai T. & Hughes M. 2017, FOUR NEW SPECIES OF BEGONIA (BEGONIACEAE) FROM THAILAND, Edinburgh J. Bot. Vol.74(2) , pp.149-161 (https://doi.org/10.1017/S0960428617000051)",https://doi.org/10.1017/S0960428617000051
wfo-1000039726,"On shaded karst limestone cliffs with water seepage, at 350 m. Flowering July to September, fruiting September to November",Habitat,"Phutthai, T., Hughes, M & Sridith, K",,6080,CC0 1.0 Universal (CC0 1.0),"Phutthai, T., Hughes, M & Sridith, K, 2019, Begoniaceae , in K. Chayamarit, H. Balslev, M. F. Newman, A. S. Barfod, H. J. Esser, D. A. Simpson, & J. A. N. Parnell (eds.) , Flora of Thailand Vol.14(3)., pp.259-431.",
wfo-1000039601,"On deeply shaded limestone cliffs, elevation ca. 100 m.",Habitat,Lin C-W. & Peng C.I.,,4201,CC0 1.0 Universal (CC0 1.0),"Lin C-W. & Peng C.I. 2017, Three new species of Begonia (Begoniaceae) from Limestone Hills in southwestern Sarawak, Borneo, Taiwania. Vol.62(2) , pp.105-115 (https://doi.org/10.6165/tai.2017.62.105)",https://doi.org/10.6165/tai.2017.62.105
wfo-1000039657,"On steep slope at base of limestone hills or lower cliffs and about entrance of limestone caves, elevation 50–300 m.",Habitat,Lin C-W. & Peng C.I.,,4207,CC0 1.0 Universal (CC0 1.0),"Lin C-W. & Peng C.I. 2017, Three new species of Begonia (Begoniaceae) from Limestone Hills in southwestern Sarawak, Borneo, Taiwania. Vol.62(2) , pp.105-115 (https://doi.org/10.6165/tai.2017.62.105)",https://doi.org/10.6165/tai.2017.62.105
wfo-1000039761,"On vertical cliff face or rooting in soil at cliff base, at margin of dipterocarp forest, elevation 50–150 m.",Habitat,Lin C-W. & Peng C.I.,,4213,CC0 1.0 Universal (CC0 1.0),"Lin C-W. & Peng C.I. 2017, Three new species of Begonia (Begoniaceae) from Limestone Hills in southwestern Sarawak, Borneo, Taiwania. Vol.62(2) , pp.105-115 (https://doi.org/10.6165/tai.2017.62.105)",https://doi.org/10.6165/tai.2017.62.105
wfo-1000039782,"Growing on semi-shaded boulders on concaved, moist mossy limestone, elevation ca. 350 m. Very rare; currently known only from one locality with less than ten individuals.",Habitat,"Qin Y-H., Liang Y-Y., Xu W-B., Lin C-W. & Peng C-I.",,4219,CC0 1.0 Universal (CC0 1.0),"Qin Y-H., Liang Y-Y., Xu W-B., Lin C-W. & Peng C-I. 2017, Begonia ufoides (sect. Coelocentrum, Begoniaceae), a new species from limestone areas in central Guangxi, China, Phytotaxa. Vol.316(3) , pp.279-284 (https://doi.org/10.11646/phytotaxa.316.3.7)",https://doi.org/10.11646/phytotaxa.316.3.7
wfo-1000039602,"At 1000–1200 m altitude, where it is known only from the type locality.",Habitat,"Peng C-I., Lin C-W. & Phutthai T.",,4225,CC0 1.0 Universal (CC0 1.0),"Peng C-I., Lin C-W. & Phutthai T. 2017, Begonia fulgurata (sect. Diploclinium, Begoniaceae), a new species from northern Thailand, Blumea. Vol.62 , pp.163-167 (https://doi.org/10.3767/blumea.2017.62.03.01)",https://doi.org/10.3767/blumea.2017.62.03.01
wfo-1000039602,"Lithophytic or terrestrial, on shady slopes at ca. 1150 m altitude.",Habitat,"Phutthai, T., Hughes, M & Sridith, K",,5997,CC0 1.0 Universal (CC0 1.0),"Phutthai, T., Hughes, M & Sridith, K, 2019, Begoniaceae , in K. Chayamarit, H. Balslev, M. F. Newman, A. S. Barfod, H. J. Esser, D. A. Simpson, & J. A. N. Parnell (eds.) , Flora of Thailand Vol.14(3)., pp.259-431.",
wfo-1000039721,"On deeply shaded cliffs or soil slopes, elevation up to 600 m.",Habitat,"Peng C-I., Rubite R.R. & Lin C-W.",,4229,CC0 1.0 Universal (CC0 1.0),"Peng C-I., Rubite R.R. & Lin C-W. 2017, Begonia polyclada (sect. Petermannia, Begoniaceae), a gracile new species from Luzon, Philippines, Phytotaxa. Vol.297(1) , pp.93-97 (https://doi.org/10.11646/phytotaxa.296.1.8)",https://doi.org/10.11646/phytotaxa.296.1.8
wfo-0001348344,"Primary lowland rainforest, growing on damp soil, near a river in light shade, 19 m altitude.",Habitat,Undaharta N.K.E. & Ardi W.H.,,4230,CC0 1.0 Universal (CC0 1.0),"Undaharta N.K.E. & Ardi W.H. 2016, Studies on Begonia (Begoniaceae) of the Moluccas III: A new Begonia from Seram, Indonesia, Gard. Bull. Sing. Vol.68(2) , pp.279-285 (https://doi.org/10.3850/S2382581216000211)",https://doi.org/10.3850/S2382581216000211
wfo-0001346148,"Lowland primary rainforest, the species grows on moist limestone rock, full to half shade.",Habitat,"Ardhaka I.M, Ardi W.H., Undaharta N.K.E. & Tirta I.G.",,4235,CC0 1.0 Universal (CC0 1.0),"Ardhaka I.M, Ardi W.H., Undaharta N.K.E. & Tirta I.G. 2016, A NEW SPECIES OF BEGONIA (BEGONIACEAE) FROM MANUSELA NATIONAL PARK, SERAM, Reinwardtia. Vol.15(1) , pp.61-64 (https://e-journal.biologi.lipi.go.id/index.php/reinwardtia/article/view/2443)",https://e-journal.biologi.lipi.go.id/index.php/reinwardtia/article/view/2443
wfo-0001347155,Terrestrial. Partially shaded wet places on wall of waterfall in semievergreen forest. Elevation 700-1000 m.,Habitat,Tanaka N. & Peng C.I.,,4241,CC0 1.0 Universal (CC0 1.0),"Tanaka N. & Peng C.I. 2016, Begonia togashii (Begoniaceae: Sect. Platycentrum), a New Species from Central Myanmar, Acta Phytotax. Geobot. Vol.67(3) , pp.191-197 (https://doi.org/10.18942/apg.201608)",https://doi.org/10.18942/apg.201608
wfo-0001347317,The plants grow on moist rocks under trees and shrubs near the waterfalls.,Habitat,"Tandang D.N., Rubite R., Angles Jr. R.T. & De Guzman M.C.",,4244,CC0 1.0 Universal (CC0 1.0),"Tandang D.N., Rubite R., Angles Jr. R.T. & De Guzman M.C. 2016, Begonia titoevangelistae (sect. Baryandra, Begoniaceae) a new species from Catanduanes Island, the Philippines, Phytotaxa. Vol.282(4) , pp.273-281 (http://dx.doi.org/10.11646/phytotaxa.282.4.4)",http://dx.doi.org/10.11646/phytotaxa.282.4.4
wfo-1000039661,"It is known only from type locality such as valley terrains or stream banks, on shaded steep slopes in very wet primary evergreen forest, associated with Magnolia sp., Alpinia sp., Zingiber sp., Anoectochilus sp., Bamboo, and terrestrial ferns, elevation ca. 570 m.",Habitat,"Souvannakhoummane K., Hughes M. & Lanorsavanh S.",,4254,CC0 1.0 Universal (CC0 1.0),"Souvannakhoummane K., Hughes M. & Lanorsavanh S. 2016, Begonia lamxayiana Souvann. (Begoniaceae): a new species from Lao PDR, Thai Journal of Botany. Vol.8(1) , pp.1-5 (https://www.rbge.org.uk/media/3756/souvannakhoummane-hughes-lanorsavanh-2016-begonia-lamxayiana-souvann-begoniaceae-a-new-species-from-lao-pdr.pdf)",https://www.rbge.org.uk/media/3756/souvannakhoummane-hughes-lanorsavanh-2016-begonia-lamxayiana-souvann-begoniaceae-a-new-species-from-lao-pdr.pdf
wfo-0001347034,Lowland mixed dipterocarp forest to 340 m elevation. Growing near a cliff on sandstone boulders in shaded areas.,Habitat,"Sang J., Kiew R. & Yiing L.C.",,4255,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2016, Six new species of Begonia (Begoniaceae) from Central Sarawak, Borneo, Phytotaxa. Vol.277(2) , pp.171-181 (http://dx.doi.org/10.11646/phytotaxa.277.2.4)",http://dx.doi.org/10.11646/phytotaxa.277.2.4
wfo-0001347035,"Old logged-over forest with dense forest cover, on rocky surface of sandstone boulders.",Habitat,"Sang J., Kiew R. & Yiing L.C.",,4261,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2016, Six new species of Begonia (Begoniaceae) from Central Sarawak, Borneo, Phytotaxa. Vol.277(2) , pp.171-181 (http://dx.doi.org/10.11646/phytotaxa.277.2.4)",http://dx.doi.org/10.11646/phytotaxa.277.2.4
wfo-1000039707,"Sandstone hill, along stream with mudstone boulders at 592 m elevation, lithophyte growing on soil and rocks in shade",Habitat,"Sang J., Kiew R. & Yiing L.C.",,4267,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2016, Six new species of Begonia (Begoniaceae) from Central Sarawak, Borneo, Phytotaxa. Vol.277(2) , pp.171-181 (http://dx.doi.org/10.11646/phytotaxa.277.2.4)",http://dx.doi.org/10.11646/phytotaxa.277.2.4
wfo-0001347036,On sandstone boulders and shaded areas with thick leaf litter.,Habitat,"Sang J., Kiew R. & Yiing L.C.",,4273,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2016, Six new species of Begonia (Begoniaceae) from Central Sarawak, Borneo, Phytotaxa. Vol.277(2) , pp.171-181 (http://dx.doi.org/10.11646/phytotaxa.277.2.4)",http://dx.doi.org/10.11646/phytotaxa.277.2.4
wfo-0001347037,Old logged-over lowland mixed dipterocarp forest.,Habitat,"Sang J., Kiew R. & Yiing L.C.",,4279,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2016, Six new species of Begonia (Begoniaceae) from Central Sarawak, Borneo, Phytotaxa. Vol.277(2) , pp.171-181 (http://dx.doi.org/10.11646/phytotaxa.277.2.4)",http://dx.doi.org/10.11646/phytotaxa.277.2.4
wfo-0001347038,"Disturbed hill dipterocarp forest, growing near streams on old logging road with sandstone and mudstone boulders.",Habitat,"Sang J., Kiew R. & Yiing L.C.",,4284,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2016, Six new species of Begonia (Begoniaceae) from Central Sarawak, Borneo, Phytotaxa. Vol.277(2) , pp.171-181 (http://dx.doi.org/10.11646/phytotaxa.277.2.4)",http://dx.doi.org/10.11646/phytotaxa.277.2.4
wfo-0001315362,"Begonia henrilaportei is a lithophytic hygrophilous species, on granitic rocks (gneiss) in streams, growing among mosses, pteridophytes and Melastomataceae, close to the sea.",Habitat,Scherberich D. & Durisseau J.,,4290,CC0 1.0 Universal (CC0 1.0),"Scherberich D. & Durisseau J. 2016, Begonia henrilaportei Scherber. & J. Duruisseau (Begoniaceae), a new endemic species from the Masoala peninsula, Madagascar, Candollea. Vol.71 , pp.13-18 (https://doi.org/10.15553/c2016v711a3)",https://doi.org/10.15553/c2016v711a3
wfo-0001346333,Terrestrial herb on steep slopes in tropical forest between 1300–1600 m alt.,Habitat,Girmansyah D.,,4296,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. 2016, Three new species of Begonia (Begoniaceae) from Sumbawa Island, Indonesia, Gard. Bull. Sing. Vol.68(1) , pp.77-86 (https://doi.org/10.3850/S2382581216000041)",https://doi.org/10.3850/S2382581216000041
wfo-0001346334,Terrestrial on the forest floor on wet and moist substrates especially along stream margins and river banks at 1300–1700 m altitude.,Habitat,Girmansyah D.,,4300,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. 2016, Three new species of Begonia (Begoniaceae) from Sumbawa Island, Indonesia, Gard. Bull. Sing. Vol.68(1) , pp.77-86 (https://doi.org/10.3850/S2382581216000041)",https://doi.org/10.3850/S2382581216000041
wfo-0001346335,"Terrestrial herb, found on the slope of Mt Jaranpusang in rather dry conditions, at c. 615 m altitude.",Habitat,Girmansyah D.,,4304,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. 2016, Three new species of Begonia (Begoniaceae) from Sumbawa Island, Indonesia, Gard. Bull. Sing. Vol.68(1) , pp.77-86 (https://doi.org/10.3850/S2382581216000041)",https://doi.org/10.3850/S2382581216000041
wfo-0001346338,On granitic rock crevices by streams in hill evergreen forest and seasonally dry evergreen forest at c. 1200 m.,Habitat,Phutthai T. & Hughes M.,,4308,CC0 1.0 Universal (CC0 1.0),"Phutthai T. & Hughes M. 2016, A new species and a new record in Begonia sect. Platycentrum (Begoniaceae) from Thailand, Gard. Bull. Sing. Vol.68(1) , pp.99-107 (https://doi.org/10.3850/S2382581216000077)",https://doi.org/10.3850/S2382581216000077
wfo-0001346338,In granitic rock crevices by streams in hill evergreen forest and seasonally dry evergreen forest at c. 1200 m. Flowering and fruiting June to October.,Habitat,"Phutthai, T., Hughes, M & Sridith, K",,6028,CC0 1.0 Universal (CC0 1.0),"Phutthai, T., Hughes, M & Sridith, K, 2019, Begoniaceae , in K. Chayamarit, H. Balslev, M. F. Newman, A. S. Barfod, H. J. Esser, D. A. Simpson, & J. A. N. Parnell (eds.) , Flora of Thailand Vol.14(3)., pp.259-431.",
wfo-0000824697,"Forests, by streams; 1200–1500 m. ",Habitat,"Gu C., Peng C.I. & Turland N.J.",,5626,CC0 1.0 Universal (CC0 1.0),"Gu C., Peng C.I. & Turland N.J., 2007, 14. Begoniaceae, in Gu C., Peng C.I. & Turland N.J., Flora of China Vol.13(14)., pp.8-56.",
wfo-0000824697,In granitic rock crevices by streams in hill evergreen forest and seasonally dry evergreen forest at around 600 m.,Habitat,Phutthai T. & Hughes M.,,4319,CC0 1.0 Universal (CC0 1.0),"Phutthai T. & Hughes M. 2016, A new species and a new record in Begonia sect. Platycentrum (Begoniaceae) from Thailand, Gard. Bull. Sing. Vol.68(1) , pp.99-107 (https://doi.org/10.3850/S2382581216000077)",https://doi.org/10.3850/S2382581216000077
wfo-0000824697,"In granitic rock crevices by streams in hill evergreen forest and seasonally dry evergreen forest at around 600 m. Flowering May to November, fruiting November to January.",Habitat,"Phutthai, T., Hughes, M & Sridith, K",,6040,CC0 1.0 Universal (CC0 1.0),"Phutthai, T., Hughes, M & Sridith, K, 2019, Begoniaceae , in K. Chayamarit, H. Balslev, M. F. Newman, A. S. Barfod, H. J. Esser, D. A. Simpson, & J. A. N. Parnell (eds.) , Flora of Thailand Vol.14(3)., pp.259-431.",
wfo-0001348335,In lowland or lower montane dipterocarp forest at 190–1500 m elevation. Creeping on deep shaded rocky bank near waterfall.,Habitat,"Kiew R., Julia S. & Ling C.Y.",,4325,CC0 1.0 Universal (CC0 1.0),"Kiew R., Julia S. & Ling C.Y. 2016, The Calcarea group of Begonia (Begoniaceae) from Borneo, including four new species from Sarawak, Gard. Bull. Sing. Vol.68(2) , pp.239-255 (https://doi.org/10.3850/S2382581216000193)",https://doi.org/10.3850/S2382581216000193
wfo-1000039671,"Disturbed lowland mixed dipterocarp forest at 335 m elevation, near a cliff, on sandstone boulders.",Habitat,"Kiew R., Julia S. & Ling C.Y.",,4331,CC0 1.0 Universal (CC0 1.0),"Kiew R., Julia S. & Ling C.Y. 2016, The Calcarea group of Begonia (Begoniaceae) from Borneo, including four new species from Sarawak, Gard. Bull. Sing. Vol.68(2) , pp.239-255 (https://doi.org/10.3850/S2382581216000193)",https://doi.org/10.3850/S2382581216000193
wfo-0001348336,"Riparian forest, on steep or gentle slopes less than 5 m from the water’s edge, on clayey soils.",Habitat,"Kiew R., Julia S. & Ling C.Y.",,4336,CC0 1.0 Universal (CC0 1.0),"Kiew R., Julia S. & Ling C.Y. 2016, The Calcarea group of Begonia (Begoniaceae) from Borneo, including four new species from Sarawak, Gard. Bull. Sing. Vol.68(2) , pp.239-255 (https://doi.org/10.3850/S2382581216000193)",https://doi.org/10.3850/S2382581216000193
wfo-0000825408,In transition forest between hill and lower montane forests on steep shaded slopes.,Habitat,"Kiew R., Julia S. & Ling C.Y.",,4342,CC0 1.0 Universal (CC0 1.0),"Kiew R., Julia S. & Ling C.Y. 2016, The Calcarea group of Begonia (Begoniaceae) from Borneo, including four new species from Sarawak, Gard. Bull. Sing. Vol.68(2) , pp.239-255 (https://doi.org/10.3850/S2382581216000193)",https://doi.org/10.3850/S2382581216000193
wfo-1000039735,"A disturbed seasonal creek, near sandstone boulders or rock faces along a small stream.",Habitat,"Kiew R., Julia S. & Ling C.Y.",,4345,CC0 1.0 Universal (CC0 1.0),"Kiew R., Julia S. & Ling C.Y. 2016, The Calcarea group of Begonia (Begoniaceae) from Borneo, including four new species from Sarawak, Gard. Bull. Sing. Vol.68(2) , pp.239-255 (https://doi.org/10.3850/S2382581216000193)",https://doi.org/10.3850/S2382581216000193
wfo-0000823492,"On stream or river embankments in upland rainforest, in dense shade, at ca. 1,500−1,800 m asl",Habitat,Ardi W.H. & Thomas D.C.,,4718,CC0 1.0 Universal (CC0 1.0),"Ardi W.H. & Thomas D.C. 2019, A NEW SPECIES OF BEGONIA (BEGONIACEAE) FROM SOUTH SULAWESI, INDONESIA, AND AN AUGMENTED DESCRIPTION OF BEGONIA BONTHAINENSIS, Reinwardtia. Vol.18(1) , pp.19-26 (http://dx.doi.org/10.14203/reinwardtia.v18i1.3691)",http://dx.doi.org/10.14203/reinwardtia.v18i1.3691
wfo-0000823492,"On stream or river embankments in upland to montane rainforest, in dense shade, at ca. 1500−3000 m elevation.",Habitat,Thomas D.C. & Ardi W.H.,,4352,CC0 1.0 Universal (CC0 1.0),"Thomas D.C. & Ardi W.H. 2020, Synopsis of Begonia (Begoniaceae) of southwest Sulawesi and the Selayar Islands, Indonesia, including one new species, Phytotaxa. Vol.437(2) , pp.73-96 (https://doi.org/10.11646/phytotaxa.437.2.4)",https://doi.org/10.11646/phytotaxa.437.2.4
wfo-0000923029,"Lowland to upland rain forest floor species, in primary to strongly disturbed vegetation, observed on slopes and road embankments, in full to partial shade, sometimes in open and sun-exposed habitats (plants with signs of sun damage), at ca. 40–1100 m elevation.",Habitat,Thomas D.C. & Ardi W.H.,,4356,CC0 1.0 Universal (CC0 1.0),"Thomas D.C. & Ardi W.H. 2020, Synopsis of Begonia (Begoniaceae) of southwest Sulawesi and the Selayar Islands, Indonesia, including one new species, Phytotaxa. Vol.437(2) , pp.73-96 (https://doi.org/10.11646/phytotaxa.437.2.4)",https://doi.org/10.11646/phytotaxa.437.2.4
wfo-0000915284,"Primary and disturbed hill rainforest, on rocky ground, between 1000 and 1500 m elevation.",Habitat,Thomas D.C. & Ardi W.H.,,4359,CC0 1.0 Universal (CC0 1.0),"Thomas D.C. & Ardi W.H. 2020, Synopsis of Begonia (Begoniaceae) of southwest Sulawesi and the Selayar Islands, Indonesia, including one new species, Phytotaxa. Vol.437(2) , pp.73-96 (https://doi.org/10.11646/phytotaxa.437.2.4)",https://doi.org/10.11646/phytotaxa.437.2.4
wfo-1000021203,"Lowland to hill forest, primary to strongly disturbed habitats, observed on river embankments and in village gardens, terrestrial in soil or in between and on large volcanic rocks, at ca. 300 to 550 m elevation.",Habitat,Thomas D.C. & Ardi W.H.,,4362,CC0 1.0 Universal (CC0 1.0),"Thomas D.C. & Ardi W.H. 2020, Synopsis of Begonia (Begoniaceae) of southwest Sulawesi and the Selayar Islands, Indonesia, including one new species, Phytotaxa. Vol.437(2) , pp.73-96 (https://doi.org/10.11646/phytotaxa.437.2.4)",https://doi.org/10.11646/phytotaxa.437.2.4
wfo-0000915293,Primary hill rain forest at ca. 1350 m elevation.,Habitat,Thomas D.C. & Ardi W.H.,,4369,CC0 1.0 Universal (CC0 1.0),"Thomas D.C. & Ardi W.H. 2020, Synopsis of Begonia (Begoniaceae) of southwest Sulawesi and the Selayar Islands, Indonesia, including one new species, Phytotaxa. Vol.437(2) , pp.73-96 (https://doi.org/10.11646/phytotaxa.437.2.4)",https://doi.org/10.11646/phytotaxa.437.2.4
wfo-0001337887,"Lowland to hill rain forest; growing in crevices of limestone rock, terrestrially at the base of limestone cliffs and hills, or on mossy granite rocks; partially shaded to open areas at ca. 200‒900 m elevation.",Habitat,Thomas D.C. & Ardi W.H.,,4372,CC0 1.0 Universal (CC0 1.0),"Thomas D.C. & Ardi W.H. 2020, Synopsis of Begonia (Begoniaceae) of southwest Sulawesi and the Selayar Islands, Indonesia, including one new species, Phytotaxa. Vol.437(2) , pp.73-96 (https://doi.org/10.11646/phytotaxa.437.2.4)",https://doi.org/10.11646/phytotaxa.437.2.4
wfo-1000020585,"Growing on limestone walls and cave entrances, at low elevation (ca. 5‒10 m).",Habitat,Ardi W.H. & Thomas D.C.,,4719,CC0 1.0 Universal (CC0 1.0),"Ardi W.H. & Thomas D.C. 2019, A NEW SPECIES OF BEGONIA (BEGONIACEAE) FROM SOUTH SULAWESI, INDONESIA, AND AN AUGMENTED DESCRIPTION OF BEGONIA BONTHAINENSIS, Reinwardtia. Vol.18(1) , pp.19-26 (http://dx.doi.org/10.14203/reinwardtia.v18i1.3691)",http://dx.doi.org/10.14203/reinwardtia.v18i1.3691
