wfo_id,description,data_type,contributor,creator,source,Licence,bibliographic_Citation,doi
wfo-0000825140,"Floresta ombrófila densa montana e submontana. Ocorre sobre rochas e árvores ou em solos arenosos, ricos em húmus, no interior da mata. Foi encontrada com flores em abril, de julho a setembro e em dezembro; coletada com frutos em fevereiro, agosto, setembro e dezembro.",Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,505,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000825177,"Floresta ombrófila densa montana e submontana. A espécie cresce sobre árvores ou rochas, plantações de cacau e matas pouco perturbadas. Foi encontrada com flores de setembro a dezembro e com frutos em novembro e dezembro.",Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,509,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000825280,"Floresta ombrófila densa montana e submontana. Cresce sobre árvores no interior da mata. Encontrada com flores em fevereiro, abril e de agosto a setembro, e com frutos em fevereiro, abril e outubro.",Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,513,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000825280,"ocorre tanto em floresta primária como em áreas alteradas e em restinga arbórea.&nbsp;Coletada com flores entre agosto e fevereiro, com frutos&nbsp;de agosto a abril.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,920,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825301,"Floresta ombrófila densa montana e submontana, mata ciliar, mata de cipó, mata estacional, carrasco de encosta, caatinga e campo rupestre. Ocorre em ambientes sombreados (p. ex.: mata de grotão) ou iluminados, no interior ou na orla da vegetação, associada a solos arenosos com afloramentos rochosos. Floresce de junho a janeiro e frutifica de janeiro a junho e de setembro a dezembro.",Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,517,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000825301,"floresta ombrófila densa. Coletada com flores de junho a dezembro, com frutos de outubro&nbsp;a dezembro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,921,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825398,"Campos gerais, mata ciliar, cerrado, carrasco e campo rupestre. Cresce exposta ao sol, em solos arenosos ou litólicos, ou associada a afloramentos rochosos, sobre ou entre fendas nas rochas. Floresce de fevereiro a junho e de setembro a dezembro; frutifica de janeiro a abril, em junho e de outubro a dezembro.",Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,521,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000825405,"Floresta ombrófila densa montana e submontana.Cresce no interior da mata sobre rochas ou em solos ricos em húmus; é também encontrada em plantações de cacau. Foi encontrada com flores em janeiro, março, maio, julho, setembro, outubro e dezembro; coletada com frutos em março, maio, julho, outubro e dezembro.",Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,525,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000825441,"Caatinga arbóreo–arbustiva, mata ciliar e floresta estacional. Ocorre em encostas de morros ou em afloramentos graníticos ou quartzíticos, em solos úmidos, arenosos ou pedregosos. Floresce e frutifica de junho a janeiro. ",Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,530,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000825442,Floresta ombrófila densa montana e submontana. Foi encontrada com flores em janeiro.,Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,534,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000825624,Floresta ombrófila densa submontana.Habita solos ricos em húmus. Foi encontrada com flores e frutos em outubro.,Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,540,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000825683,"Floresta ombrófila densa montana e submontana, e em restinga. Cresce sobre rochas ou em solos arenosos, sendo também encontrada no interior de plantações de cacau. Foi coletada com flores em fevereiro, maio e de julho a setembro, e com frutos em fevereiro, maio, agosto e setembro.",Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,542,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000825809,"Floresta ombrófila densa montana e submontana, floresta estacional semidecidual, floresta estacional semidecidual submontana, mata de cipó, mata ciliar, capoeira e caatinga. Ocorre em solos arenosos ou entre rochas, em áreas com acúmulo de matéria orgânica, além de margens de córregos, encostas ou sub-bosques; é encontrada exposta ao sol, mas geralmente recebe proteção da vegetação mais alta circundante. Floresce e frutifica de abril a novembro. ",Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,548,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000825809,Found in semi-deciduous forest at an elevation of 400–800 m a.s.l.; where it is found on stream sides.,Habitat,Moonlight P.W. et al.,,4917,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000825812,"Cerrado, campo sujo e, principalmente, campo rupestre. Cresce em vales de rios, afloramentos rochosos de arenito, sobre ou entre rochas, com solos arenosos, pedregosos, litólicos ou hidromórficos. Floresce e frutifica praticamente o ano todo. ",Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,552,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000823580,Cloud forests along the Atlantic slope.,Habitat,Jacques E.d.L. & Mamede M.C.H.,,1011,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. & Mamede M.C.H. 2004, Novelties in Begonia (Begoniaceae) from the Coastal Forests of Brazil, Brittonia. Vol.56(1) , pp.75-81 (https://www.jstor.org/stable/3218470)",https://www.jstor.org/stable/3218470
wfo-0000823589,"mata de encosta. Coletada com flores de janeiro a maio e mais intensamente entre agosto&nbsp;e dezembro, com frutos até janeiro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,801,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-1200023805,"mata, geralmente em altitude acima de 600m, habitando locais&nbsp;encharcados, na orla da mata ou beira de estradas.&nbsp;Coletada com flores de maio a julho, com frutos até&nbsp;agosto.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,851,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824408,"em mata bem preservada, em locais bastante sombrios, distribuindo -se ao longo de cursos&nbsp;d'água, geralmente sobre rochas. Coletada com flores de&nbsp;setembro a janeiro, com frutos de outubro a janeiro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,863,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825023,"interior de floresta ombrófila densa. Coletada com flores de janeiro a abril, com frutos de fevereiro a agosto.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,898,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825099,mata ciliar. Coletada com flores e frutos de dezembro a setembro.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,904,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825171,habita o sub-bosque de floresta ombrófila densa. Coletada com flores e frutos de maio a junho.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,910,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825238,"floresta ombrófila densa, em vales de córregos, orla de florestas, encostas e barrancos&nbsp;sombreados. Coletada com flores entre março e maio,&nbsp;com frutos até setembro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,916,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825883,floresta ombrófila densa. Coletada com flores e frutos a partir de setembro.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,970,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824329,Found in Amazonia and lower montane forests at an elevation of 90–1500 m a.s.l. Begonia humilis appears to be an annual species and is typically found in the shade of dense forest along watercourses or on wet banks.,Habitat,Moonlight P.W. et al.,,4924,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0001266461,"Mata de encosta, crescendo sobre rochas, próxima de trilhas ou em locais&nbsp;iluminados.&nbsp;",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,780,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-1200023802,floresta ombrófila densa de encosta. Coletada com flores e frutos em julho.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,850,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824388,"mata de encosta. Coletada com flores em outubro, com frutos em dezembro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,857,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824663,"floresta, em locais iluminados como beirade estradas e trilhas. Coletada com flores entre março emaio, com frutos até junho.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,882,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824699,"floresta ombrófila densa, restinga aberta e subarbustiva. Coletada com flores de janeiro a fevereiro e de maio a&nbsp;novembro, com frutos de janeiro a dezembro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,885,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825054,"floresta ombrófila densa de altitude. Coletada com flores de fevereiro a maio, com frutos de&nbsp;abril a novembro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,901,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825394,"floresta ombrófila densa montana, em campos de altitude e em campos rupestres. Coletada com flores de março a&nbsp;maio, com frutos em maio.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,927,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825842,"mata de encosta. Floresce praticamente o ano todo, com maior incidência de material fértil entre abril e novembro.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,962,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823324,"Mata de encosta, crescendo sobre rochas, próxima de trilhas ou em locais&nbsp;iluminados.&nbsp;",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,783,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823496,Mata de encosta.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,794,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823516,"mata de encosta, restrita às cotas de maior altitude na Serra do Mar.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,795,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823530,"Coletada com flores e frutos entre janeiro e fevereiro. Espécie provavelmente extinta na natureza, pois não foi&nbsp;recoletada nos últimos 30 anos.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,798,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823594,"mata de encosta. Coletada com flores de dezembro a abril, com frutos até&nbsp;junho.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,804,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823829,Mata atlântica. Cresce sobre rochas. Coletada com flores e frutos em fevereiro.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,816,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823990,"Mata, em locais abertos, sobre substrato úmido, como fendas de rochas ou barrancos, em áreas pouco alteradas por atividade&nbsp;antrópica. Coletada com flores de fevereiro a abril, com&nbsp;frutos até agosto.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,819,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824087,Mata de encosta. Coletada com flores masculinas em setembro.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,828,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824217,mata. Coletada com flores e frutos entre outubro e novembro.,Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,831,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0001266377,"mata, em áreas bastante úmidas e sombreadas no interior da floresta, sobre rochas e&nbsp;próxima de cursos d’água e grutas. Foi coletada em&nbsp;agosto com flores masculinas, raras femininas e apenas&nbsp;uma cápsula jovem.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,837,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
