wfo_ID,Familia,Column1,Nombre,Autor,Pub.,Hábito,Formaciones vegetales,Forma de vida,Link stand alone
wfo-0000427342,Malvaceae,Waltheria communis A.St.-Hil.,Waltheria communis, A.St.-Hil.,"Fl. Bras. Merid. [A. St.-Hil.] 1(4): 155, 1825.",Hierba perenne,"Matorrales xerófilos, Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/waltheria-communis
wfo-0001327819,Malvaceae,Wissadula glechomifolia (A.St.-Hil.) R.E.Fr.,Wissadula glechomifolia, (A.St.-Hil.) R.E.Fr.,"Kongl. Svenska Vetensk.-Akad. Handl. n.f., 43(4): 79, t. 3, 7, 1908.",Hierba perenne,"Algarrobales, Matorrales xerófilos, Pastizales xerófilos, Pastizales mesófilos",Caméfita,https://florauruguaya.org/taxonomias/wissadula-glechomifolia
wfo-0000467850,Marantaceae,Maranta sobolifera L.Andersson,Maranta sobolifera, L.Andersson,"Nordic J. Bot. 6: 742, 1986.",Hierba perenne,Herbazales hidrófilos,,https://florauruguaya.org/taxonomias/maranta-sobolifera
wfo-0000570363,Marantaceae,Thalia geniculata L.,Thalia geniculata, L.,"Sp. Pl. [Linnaeus] 2: 1193, 1753.",Hierba perenne,"Herbazales hidrófilos, Dulce y salobre",Hemicriptófita,https://florauruguaya.org/taxonomias/thalia-geniculata
wfo-0000570413,Marantaceae,Thalia multiflora Horkel ex Körn.,Thalia multiflora, Horkel ex Körn.,"Bull. Soc. Imp. Naturalistes Moscou 35(1): 76, 1862.",Hierba perenne,"Bosques higrófilos, Herbazales hidrófilos, Dulce y salobre",Hemicriptófita,https://florauruguaya.org/taxonomias/thalia-multiflora
wfo-0001113701,Marsileaceae,Marsilea ancylopoda A.Braun,Marsilea ancylopoda, A.Braun,"Monatsber. Königl. Preuss. Akad. Wiss. Berlin 1863: 434, 1863.",Hierba perenne,"Bosques ribereños, Bosques higrófilos, Algarrobales, Palmares, Pastizales higrófilos, Herbazales hidrófilos, Dulce y salobre",,https://florauruguaya.org/taxonomias/marsilea-ancylopoda
wfo-0001109032,Marsileaceae,Pilularia americana A.Braun,Pilularia americana, A.Braun,"Monatsber. Königl. Preuss. Akad. Wiss. Berlin 1863: 435, 1863.",Hierba perenne,Herbazales hidrófilos,,https://florauruguaya.org/taxonomias/pilularia-americana
wfo-0001240108,Marsileaceae,Regnellidium diphyllum Lindm.,Regnellidium diphyllum, Lindm.,"Ark. Bot. 3(6): 14, fig. 1, 2, 1904.",Hierba perenne,"Bosques higrófilos, Herbazales hidrófilos, Dulce y salobre",,https://florauruguaya.org/taxonomias/regnellidium-diphyllum
wfo-0000624659,Martyniaceae,Craniolaria integrifolia Cham.,Craniolaria integrifolia, Cham.,"Linnaea 7(6): 725, 1833.",Hierba perenne,Herbazales psamófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/craniolaria-integrifolia
wfo-0000728990,Martyniaceae,Ibicella lutea (Lindl.) Van Eselt.,Ibicella lutea, (Lindl.) Van Eselt.,"New York Agric. Exp. Sta. Techn. Bull. 149: 34, 1929.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/ibicella-lutea
wfo-0000470803,Mayacaceae,Mayaca fluviatilis Aubl.,Mayaca fluviatilis, Aubl.,"Hist. Pl. Guiane 42, t.15, 1775.",Hierba perenne,"Bosques higrófilos, Herbazales hidrófilos",,https://florauruguaya.org/taxonomias/mayaca-fluviatilis
wfo-0000470846,Mayacaceae,Mayaca sellowiana Kunth,Mayaca sellowiana, Kunth,"Enum. Pl. [Kunth] 4: 32, 1843.",Hierba perenne,Herbazales hidrófilos,,https://florauruguaya.org/taxonomias/mayaca-sellowiana
wfo-0000451480,Mazaceae,Mazus pumilus (Burm.f.) Steenis,Mazus pumilus, (Burm.f.) Steenis,"Nova Guinea ser. 2, 9: 31, 1958.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/mazus-pumilus
wfo-1000031222,Melastomataceae,Chaetogastra cerastifolia (Naudin) P.J.F.Guim. & Michelang.,Chaetogastra cerastifolia, (Naudin) P.J.F.Guim. & Michelang.,"Taxon 68(5): 958, 2019.",Sufrútice,,Caméfita,https://florauruguaya.org/taxonomias/chaetogastra-cerastifolia
wfo-0001253599,Melastomataceae,Chaetogastra gracilis (Bonpl.) DC.,Chaetogastra gracilis, (Bonpl.) DC.,"Prodr. [A. P. de Candolle] 3: 133, 1828.",Sufrútice,"Palmares, Pastizales xerófilos, Pastizales higrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/chaetogastra-gracilis
wfo-1000031240,Melastomataceae,Chaetogastra herbacea (DC.) P.J.F.Guim. & Michelang.,Chaetogastra herbacea, (DC.) P.J.F.Guim. & Michelang.,"Taxon 68(5): 962, 2019.",Sufrútice,"Bosques higrófilos, Pastizales mesófilos, Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/chaetogastra-herbacea
wfo-1000031264,Melastomataceae,Chaetogastra nitida (Graham) P.J.F.Guim. & Michelang.,Chaetogastra nitida, (Graham) P.J.F.Guim. & Michelang.,"Taxon 68(5): 965, 2019.",Sufrútice,"Pastizales mesófilos, Herbazales psamófilos, Herbazales hidrófilos",Caméfita,https://florauruguaya.org/taxonomias/chaetogastra-nitida
wfo-1000005316,Melastomataceae,Miconia australis (Cham.) R.Goldenb.,Miconia australis, (Cham.) R.Goldenb.,"Brittonia 71(1): 87, 2018.",Arbusto,"Bosques de quebradas, Matorrales mesófilos",Nanofanerófita,https://florauruguaya.org/taxonomias/miconia-australis
wfo-0001253768,Melastomataceae,Miconia hyemalis A.St.-Hil. & Naudin ex Naudin,Miconia hyemalis, A.St.-Hil. & Naudin ex Naudin,"Ann. Sci. Nat., Bot. sér. 3, 16: 142, 1851.",Arbusto,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Bosques higrófilos, Matorrales xerófilos",Nanofanerófita,https://florauruguaya.org/taxonomias/miconia-hyemalis
wfo-0000161515,Melastomataceae,Pleroma asperius (Cham.) Triana,Pleroma asperius, (Cham.) Triana,"Trans. Linn. Soc. London 28(1): 44, 1872.",Arbusto,Herbazales hidrófilos,Nanofanerófita,https://florauruguaya.org/taxonomias/pleroma-asperius
wfo-0000592409,Meliaceae,Cedrela fissilis Vell.,Cedrela fissilis, Vell.,"Fl. Flumin. 75, [1825] 1829.",Árbol,"Bosques serranos, Bosques de quebradas, Bosques ribereños",Fanerófita,https://florauruguaya.org/taxonomias/cedrela-fissilis
wfo-0000710954,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla, Vahl,"Ecolog. Amer. 3: 8, 1807.",Arbusto,Bosques ribereños,Nanofanerófita,https://florauruguaya.org/taxonomias/guarea-macrophylla
wfo-0000450150,Meliaceae,Melia azedarach L.,Melia azedarach, L.,"Sp. Pl. [Linnaeus] 1: 384, 1753.",Árbol,"Ambientes ruderales, Ambientes urbanos, Bosques de quebradas, Bosques ribereños, Algarrobales",Fanerófita,https://florauruguaya.org/taxonomias/melia-azedarach
wfo-0000455435,Meliaceae,Trichilia elegans A.Juss.,Trichilia elegans, A.Juss.,"Fl. Bras. Merid. [A. St.-Hil.] 2(12): 79, pl. 98, 1829.",Árbol,Bosques ribereños,Fanerófita,https://florauruguaya.org/taxonomias/trichilia-elegans
wfo-0000605874,Menispermaceae,Cissampelos pareira L.,Cissampelos pareira, L.,"Sp. Pl. [Linnaeus] 2: 1031, 1753.",Trepadora o apoyante herbácea,"Bosques ribereños, Matorrales mesófilos",,https://florauruguaya.org/taxonomias/cissampelos-pareira
wfo-0000382474,Menyanthaceae,Nymphoides humboldtiana (Kunth) Kuntze,Nymphoides humboldtiana, (Kunth) Kuntze,"Revis. Gen. Pl. 2: 429, 1891.",Hierba perenne,"Herbazales hidrófilos, Dulce y salobre",Hidrófita,https://florauruguaya.org/taxonomias/nymphoides-humboldtiana
wfo-0000450786,Microteaceae,Microtea scabrida Urb.,Microtea scabrida, Urb.,"Ber. Deutsch. Bot. Ges. 3(8): 325, 1885.",Hierba anual o bienal,Bosques ribereños,Terófita,https://florauruguaya.org/taxonomias/microtea-scabrida
wfo-0000703728,Molluginaceae,Glinus radiatus (Ruiz & Pav.) Rohrb.,Glinus radiatus, (Ruiz & Pav.) Rohrb.,"Fl. Bras. [Martius] 14(2): 238, 1872.",Hierba anual o bienal,"Bosques ribereños, Pastizales mesófilos, Herbazales psamófilos",Terófita,https://florauruguaya.org/taxonomias/glinus-radiatus
wfo-0000448003,Molluginaceae,Mollugo verticillata L.,Mollugo verticillata, L.,"Sp. Pl. [Linnaeus] 1: 89, 1753.",Hierba anual o bienal,"Ambientes ruderales, Bosques ribereños, Herbazales psamófilos",Terófita,https://florauruguaya.org/taxonomias/mollugo-verticillata
wfo-0000578868,Montiaceae,Calandrinia ciliata (Ruiz & Pav.) DC.,Calandrinia ciliata, (Ruiz & Pav.) DC.,"Prodr. [A. P. de Candolle] 3: 359, 1828.",Hierba anual o bienal,Pastizales xerófilos,Terófita,https://florauruguaya.org/taxonomias/calandrinia-ciliata
wfo-0000452390,Montiaceae,Montia fontana L.,Montia fontana, L.,"Sp. Pl. [Linnaeus] 1: 87, 1753.",Hierba anual o bienal,"Palmares, Pastizales higrófilos, Herbazales hidrófilos",Terófita,https://florauruguaya.org/taxonomias/montia-fontana
wfo-0000654304,Moraceae,Dorstenia brasiliensis Lam.,Dorstenia brasiliensis, Lam.,"Encycl. [J. Lamarck & al.] 2(1): 317, 1786.",Hierba perenne,"Bosques serranos, Algarrobales, Palmares, Matorrales xerófilos, Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/dorstenia-brasiliensis
wfo-0000654679,Moraceae,Dorstenia tenuis Bonpl. ex Bureau,Dorstenia tenuis, Bonpl. ex Bureau,"Prodr. [A. P. de Candolle] 17: 264, 1873.",Hierba perenne,Bosques ribereños,Hemicriptófita,https://florauruguaya.org/taxonomias/dorstenia-tenuis
wfo-0000685953,Moraceae,Fatoua villosa (Thunb.) Nakai,Fatoua villosa, (Thunb.) Nakai,"Bot. Mag. (Tokyo) 41: 516, 1927.",Hierba perenne,Ambientes ruderales,Hemicriptófita,https://florauruguaya.org/taxonomias/fatoua-villosa
wfo-0001084863,Moraceae,Ficus cestrifolia Schott,Ficus cestrifolia, Schott,"Syst. Veg., ed. 16 [Sprengel] 4(2, Cur. Post.): 409, 1827.",Árbol,"Bosques de quebradas, Bosques psamófilos",Fanerófita,https://florauruguaya.org/taxonomias/ficus-cestrifolia
wfo-0000689146,Moraceae,Ficus luschnathiana (Miq.) Miq.,Ficus luschnathiana, (Miq.) Miq.,"Ann. Mus. Bot. Lugduno-Batavi 3: 298, 1867.",Árbol,"Bosques serranos, Ambientes urbanos, Bosques de quebradas, Bosques ribereños, Bosques psamófilos, Palmares",Fanerófita,https://florauruguaya.org/taxonomias/ficus-luschnathiana
wfo-0000447905,Moraceae,Morus alba L.,Morus alba, L.,"Sp. Pl. [Linnaeus] 2: 986, 1753.",Árbol,"Ambientes ruderales, Ambientes urbanos, Bosques de quebradas, Bosques ribereños, Algarrobales",Fanerófita,https://florauruguaya.org/taxonomias/morus-alba
wfo-0000344092,Myrtaceae,Blepharocalyx salicifolius (Kunth) O.Berg,Blepharocalyx salicifolius, (Kunth) O.Berg,"Linnaea 27(4): 413, 1856.",Árbol,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Bosques higrófilos, Bosques psamófilos, Algarrobales, Palmares, Matorrales xerófilos, Matorrales psamófilos",Fanerófita,https://florauruguaya.org/taxonomias/blepharocalyx-salicifolius
wfo-0000792637,Myrtaceae,Campomanesia aurea O.Berg,Campomanesia aurea, O.Berg,"Fl. Bras. [Martius] 14(1): 454, 1857.",Sufrútice,Matorrales xerófilos,Nanofanerófita,https://florauruguaya.org/taxonomias/campomanesia-aurea
wfo-0000794246,Myrtaceae,Campomanesia xanthocarpa O.Berg,Campomanesia xanthocarpa, O.Berg,"Fl. Bras. [Martius] 14(1): 451, t. 49, 1857.",Sufrútice,Bosques ribereños,Nanofanerófita,https://florauruguaya.org/taxonomias/campomanesia-xanthocarpa
wfo-0000954597,Myrtaceae,Eucalyptus camaldulensis Dehnh.,Eucalyptus camaldulensis, Dehnh.,"Cat. Pl. Horti Camald., ed. 2. 20, 1832.",Árbol,"Ambientes ruderales, Ambientes urbanos",Fanerófita,https://florauruguaya.org/taxonomias/eucalyptus-camaldulensis
wfo-0000954998,Myrtaceae,Eucalyptus globulus Labill.,Eucalyptus globulus, Labill.,"Voy. Rech. Pérouse 1: 153, t. 13, 1800.",Árbol,"Ambientes ruderales, Ambientes urbanos, Matorrales psamófilos",Fanerófita,https://florauruguaya.org/taxonomias/eucalyptus-globulus
wfo-0001086255,Myrtaceae,Eucalyptus grandis W.Hill ex Maiden,Eucalyptus grandis, W.Hill ex Maiden,"J. Proc. Roy. Soc. New S. Wales 52: 501, 1919.",Árbol,"Ambientes ruderales, Ambientes urbanos",Fanerófita,https://florauruguaya.org/taxonomias/eucalyptus-grandis
wfo-0000955809,Myrtaceae,Eucalyptus robusta Sm.,Eucalyptus robusta, Sm.,"Spec. Bot. New Holland 4: 39, 1795.",Árbol,"Ambientes ruderales, Ambientes urbanos, Matorrales psamófilos",Fanerófita,https://florauruguaya.org/taxonomias/eucalyptus-robusta
wfo-0000955842,Myrtaceae,Eucalyptus saligna Sm.,Eucalyptus saligna, Sm.,"Trans. Linn. Soc. London 3: 285, 1797.",Árbol,"Ambientes ruderales, Ambientes urbanos",Fanerófita,https://florauruguaya.org/taxonomias/eucalyptus-saligna
wfo-0000956012,Myrtaceae,Eucalyptus tereticornis Sm.,Eucalyptus tereticornis, Sm.,"Spec. Bot. New Holland 4: 41, 1795.",Árbol,"Ambientes ruderales, Ambientes urbanos",Fanerófita,https://florauruguaya.org/taxonomias/eucalyptus-tereticornis
wfo-0000956356,Myrtaceae,Eugenia anomala D.Legrand,Eugenia anomala, D.Legrand,"Anales Mus. Nac. Montevideo ser. 2, 4(11): 61, 1936.",Sufrútice,"Matorrales xerófilos, Pastizales xerófilos",Nanofanerófita,https://florauruguaya.org/taxonomias/eugenia-anomala
wfo-0000957638,Myrtaceae,Eugenia involucrata DC.,Eugenia involucrata, DC.,"Prodr. [A. P. de Candolle] 3: 264, 1828.",Arbusto,Bosques ribereños,Fanerófita,https://florauruguaya.org/taxonomias/eugenia-involucrata
wfo-0000958015,Myrtaceae,Eugenia mansoi O.Berg,Eugenia mansoi, O.Berg,"Fl. Bras. [Martius] 14(1): 223, 1857.",Arbusto,Bosques ribereños,Nanofanerófita,https://florauruguaya.org/taxonomias/eugenia-mansoi
wfo-0000958228,Myrtaceae,Eugenia myrcianthes Nied.,Eugenia myrcianthes, Nied.,"Nat. Pflanzenfam. [Engler & Prantl] 3(7): 81, 1893.",Árbol,"Bosques ribereños, Matorrales psamófilos",Fanerófita,https://florauruguaya.org/taxonomias/eugenia-myrcianthes
wfo-0000958759,Myrtaceae,Eugenia pyriformis Cambess.,Eugenia pyriformis, Cambess.,"Fl. Bras. Merid. [A. St.-Hil.] 2: 336, 1832.",Árbol,Bosques ribereños,Fanerófita,https://florauruguaya.org/taxonomias/eugenia-pyriformis
wfo-0000958819,Myrtaceae,Eugenia repanda O.Berg,Eugenia repanda, O.Berg,"Fl. Bras. [Martius] 14(1): 304, 1857.",Arbusto,Bosques ribereños,Nanofanerófita,https://florauruguaya.org/taxonomias/eugenia-repanda
wfo-0000958895,Myrtaceae,Eugenia rostrifolia D.Legrand,Eugenia rostrifolia, D.Legrand,"Sellowia 8: 76, 1957.",Árbol,Bosques ribereños,Fanerófita,https://florauruguaya.org/taxonomias/eugenia-rostrifolia
wfo-0000959411,Myrtaceae,Eugenia uniflora L.,Eugenia uniflora, L.,"Sp. Pl. [Linnaeus] 1: 470, 1753.",Arbusto,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Bosques psamófilos, Algarrobales, Matorrales xerófilos, Matorrales mesófilos",Fanerófita,https://florauruguaya.org/taxonomias/eugenia-uniflora
wfo-0000959422,Myrtaceae,Eugenia uruguayensis Cambess.,Eugenia uruguayensis, Cambess.,"Fl. Bras. Merid. [A. St.-Hil.] 2: 362, 1833.",Árbol,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Bosques higrófilos, Bosques psamófilos, Algarrobales, Palmares",Fanerófita,https://florauruguaya.org/taxonomias/eugenia-uruguayensis
wfo-0000966944,Myrtaceae,Feijoa sellowiana (O.Berg) O.Berg,Feijoa sellowiana, (O.Berg) O.Berg,"Fl. Bras. [Martius] 14(1): 615, 1859.",Árbol,"Ambientes ruderales, Bosques serranos, Bosques de quebradas, Matorrales xerófilos, Matorrales mesófilos",Fanerófita,https://florauruguaya.org/taxonomias/feijoa-sellowiana
wfo-0000247094,Myrtaceae,Myrceugenia euosma (O.Berg) D.Legrand,Myrceugenia euosma, (O.Berg) D.Legrand,"Anales Mus. Nac. Montevideo ser. 2, 4(11): 40, 1936.",Arbusto,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Matorrales xerófilos",Fanerófita,https://florauruguaya.org/taxonomias/myrceugenia-euosma
wfo-0000247108,Myrtaceae,Myrceugenia glaucescens (Cambess.) D.Legrand & Kausel,Myrceugenia glaucescens, (Cambess.) D.Legrand & Kausel,"Comun. Bot. Mus. Hist. Nat. Montevideo 1(7): 7, 1943.",Árbol,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Bosques higrófilos, Palmares, Matorrales xerófilos, Matorrales mesófilos",Fanerófita,https://florauruguaya.org/taxonomias/myrceugenia-glaucescens
wfo-0000247151,Myrtaceae,Myrceugenia myrtoides O.Berg,Myrceugenia myrtoides, O.Berg,"Fl. Bras. [Martius] 14(1): 211, 1857.",Arbusto,"Bosques serranos, Matorrales xerófilos",Fanerófita,https://florauruguaya.org/taxonomias/myrceugenia-myrtoides
wfo-1000001614,Myrtaceae,Myrcia glomerata (Cambess.) G.P.Burton & E.Lucas,Myrcia glomerata, (Cambess.) G.P.Burton & E.Lucas,"Phytotaxa 460)1): 26, 2020.",Arbusto,"Bosques de quebradas, Bosques ribereños, Bosques higrófilos",Fanerófita,https://florauruguaya.org/taxonomias/myrcia-glomerata
wfo-0000247729,Myrtaceae,Myrcia palustris DC.,Myrcia palustris, DC.,"Prodr. [A. P. de Candolle] 3: 246, 1828.",Árbol,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Bosques higrófilos",Fanerófita,https://florauruguaya.org/taxonomias/myrcia-palustris
wfo-0000247874,Myrtaceae,Myrcia selloi (Spreng.) N.Silveira,Myrcia selloi, (Spreng.) N.Silveira,"Loefgrenia 89: 5, 1986.",Árbol,"Bosques serranos, Bosques de quebradas, Bosques ribereños",Fanerófita,https://florauruguaya.org/taxonomias/myrcia-selloi
wfo-0000247981,Myrtaceae,Myrcia verticillaris O.Berg,Myrcia verticillaris, O.Berg,"Fl. Bras. [Martius] 14(1): 206, 1857.",Arbusto,"Matorrales xerófilos, Pastizales xerófilos",Nanofanerófita,https://florauruguaya.org/taxonomias/myrcia-verticillaris
wfo-1200026296,Myrtaceae,Myrcianthes cisplatensis (Cambess.) O.Berg,Myrcianthes cisplatensis, (Cambess.) O.Berg,"Linnaea 27(2-3): 315, 1856.",Árbol,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Bosques psamófilos, Algarrobales, Matorrales psamófilos",Fanerófita,https://florauruguaya.org/taxonomias/myrcianthes-cisplatensis
wfo-0000248024,Myrtaceae,Myrcianthes gigantea (D.Legrand) D.Legrand,Myrcianthes gigantea, (D.Legrand) D.Legrand,"Darwiniana 9(2): 300, 1950.",Árbol,"Bosques serranos, Bosques de quebradas, Matorrales xerófilos",Fanerófita,https://florauruguaya.org/taxonomias/myrcianthes-gigantea
wfo-0000248048,Myrtaceae,Myrcianthes pungens (O.Berg) D.Legrand,Myrcianthes pungens, (O.Berg) D.Legrand,"Bol. Fac. Agron. Univ. Montevideo 101: 52, 1968.",Árbol,"Bosques serranos, Bosques de quebradas, Bosques ribereños",Fanerófita,https://florauruguaya.org/taxonomias/myrcianthes-pungens
wfo-0000248085,Myrtaceae,Myrciaria cuspidata O.Berg,Myrciaria cuspidata, O.Berg,"Fl. Bras. [Martius] 14(1): 367, 1857.",Arbusto,Matorrales xerófilos,Nanofanerófita,https://florauruguaya.org/taxonomias/myrciaria-cuspidata
wfo-0000248180,Myrtaceae,Myrciaria tenella (DC.) O.Berg,Myrciaria tenella, (DC.) O.Berg,"Linnaea 27(2-3): 328, 1856.",Arbusto,Bosques ribereños,Nanofanerófita,https://florauruguaya.org/taxonomias/myrciaria-tenella
wfo-0000248361,Myrtaceae,Myrrhinium atropurpureum Schott,Myrrhinium atropurpureum, Schott,"Syst. Veg., ed. 16 [Sprengel] 4(2, Cur. Post.): 405, 1827.",Árbol,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Bosques psamófilos, Algarrobales, Palmares, Matorrales xerófilos",Fanerófita,https://florauruguaya.org/taxonomias/myrrhinium-atropurpureum
wfo-0000278942,Myrtaceae,Plinia rivularis (Cambess.) Rotman,Plinia rivularis, (Cambess.) Rotman,"Bol. Soc. Argent. Bot. 24(1-2): 195, 1985.",Árbol,Bosques ribereños,Fanerófita,https://florauruguaya.org/taxonomias/plinia-rivularis
wfo-0001319200,Myrtaceae,Psidium cattleyanum Sabine,Psidium cattleyanum, Sabine,"Trans. Hort. Soc. London 4: 317, 1821.",Arbusto,"Bosques serranos, Bosques de quebradas, Bosques higrófilos",Fanerófita,https://florauruguaya.org/taxonomias/psidium-cattleyanum
wfo-0000284421,Myrtaceae,Psidium guajava L.,Psidium guajava, L.,"Sp. Pl. [Linnaeus] 1: 470, 1753.",Árbol,Bosques ribereños,Fanerófita,https://florauruguaya.org/taxonomias/psidium-guajava
wfo-0000284611,Myrtaceae,Psidium salutare (Kunth) O.Berg,Psidium salutare, (Kunth) O.Berg,"Linnaea 27(2-3): 356, 1856.",Sufrútice,"Palmares, Matorrales xerófilos, Matorrales psamófilos, Pastizales xerófilos, Pastizales mesófilos, Herbazales psamófilos",Caméfita,https://florauruguaya.org/taxonomias/psidium-salutare
wfo-0001109172,Nephrolepidaceae,Nephrolepis cordifolia (L.) C.Presl,Nephrolepis cordifolia, (L.) C.Presl,"Tent. Pterid. 79, 1836.",Hierba perenne,Ambientes urbanos,,https://florauruguaya.org/taxonomias/nephrolepis-cordifolia
wfo-0000526171,Nyctaginaceae,Allionia incarnata L.,Allionia incarnata, L.,"Syst. Nat., ed. 10. 2: 890, 1759.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/allionia-incarnata
wfo-0000567916,Nyctaginaceae,Boerhavia diffusa L.,Boerhavia diffusa, L.,"Sp. Pl. [Linnaeus] 1: 3, 1753.",Hierba perenne,"Ambientes ruderales, Algarrobales, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/boerhavia-diffusa
wfo-0000448428,Nyctaginaceae,Mirabilis jalapa L.,Mirabilis jalapa, L.,"Sp. Pl. [Linnaeus] 1: 177, 1753.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos",Geófita,https://florauruguaya.org/taxonomias/mirabilis-jalapa
wfo-1000028171,Nymphaeaceae,Nymphaea pedersenii (Wiersema) C.T.Lima & Giul.,Nymphaea pedersenii, (Wiersema) C.T.Lima & Giul.,"Sitientibus Sér. Ci. Biol. 21: 45, 2021.",Hierba perenne,Dulce y salobre,Hidrófita,https://florauruguaya.org/taxonomias/nymphaea-pedersenii
wfo-0000382126,Nymphaeaceae,Nymphaea prolifera Wiersema,Nymphaea prolifera, Wiersema,"Brittonia 36(3): 219, 1984.",Hierba perenne,Dulce y salobre,Hidrófita,https://florauruguaya.org/taxonomias/nymphaea-prolifera
wfo-0000428247,Olacaceae,Ximenia americana L.,Ximenia americana, L.,"Sp. Pl. [Linnaeus] 2: 1193, 1753.",Arbusto,Bosques ribereños,Fanerófita,https://florauruguaya.org/taxonomias/ximenia-americana
wfo-0000832453,Oleaceae,Fraxinus excelsior L.,Fraxinus excelsior, L.,"Sp. Pl. [Linnaeus] 2: 1057, 1753.",Árbol,,,https://florauruguaya.org/taxonomias/fraxinus-excelsior
wfo-0000832813,Oleaceae,Fraxinus pensylvanica Marshall,Fraxinus pensylvanica, Marshall,"Arbust. Amer. 51, 1785.",Árbol,Bosques ribereños,Fanerófita,https://florauruguaya.org/taxonomias/fraxinus-pensylvanica
wfo-0000816294,Oleaceae,Ligustrum lucidum W.T.Aiton,Ligustrum lucidum, W.T.Aiton,"Hort. Kew., ed. 2 [W.T. Aiton] 1: 18, 1810.",Árbol,"Ambientes ruderales, Bosques serranos, Ambientes urbanos, Bosques de quebradas, Bosques ribereños",Fanerófita,https://florauruguaya.org/taxonomias/ligustrum-lucidum
wfo-0000815924,Oleaceae,Ligustrum sinense Lour.,Ligustrum sinense, Lour.,"Fl. Cochinch. 1: 19, 1790.",Arbusto,"Ambientes ruderales, Ambientes urbanos, Bosques ribereños",Nanofanerófita,https://florauruguaya.org/taxonomias/ligustrum-sinense
wfo-0000816473,Oleaceae,Menodora integrifolia (Cham. & Schltdl.) Steud.,Menodora integrifolia, (Cham. & Schltdl.) Steud.,"Nomencl. Bot. [Steudel], ed. 2 2: 124, 1841.",Hierba perenne,"Bosques ribereños, Algarrobales, Matorrales xerófilos, Matorrales mesófilos, Pastizales xerófilos, Pastizales higrófilos",Caméfita,https://florauruguaya.org/taxonomias/menodora-integrifolia
wfo-0000817273,Oleaceae,Olea europaea L.,Olea europaea, L.,"Sp. Pl. [Linnaeus] 1: 8, 1753.",Árbol,"Ambientes ruderales, Matorrales xerófilos",Fanerófita,https://florauruguaya.org/taxonomias/olea-europaea
wfo-0000669203,Onagraceae,Epilobium hirtigerum A.Cunn.,Epilobium hirtigerum, A.Cunn.,"Ann. Nat. Hist. 3(14): 33, 1839.",Hierba anual o bienal,Herbazales hidrófilos,Terófita,https://florauruguaya.org/taxonomias/epilobium-hirtigerum
wfo-0001087508,Onagraceae,Ludwigia bonariensis (Micheli) H.Hara,Ludwigia bonariensis, (Micheli) H.Hara,"J. Jap. Bot. 28: 291, 1953.",Sufrútice,"Pastizales higrófilos, Herbazales hidrófilos",Caméfita,https://florauruguaya.org/taxonomias/ludwigia-bonariensis
wfo-0001087916,Onagraceae,Ludwigia caparosa (Cambess.) H.Hara,Ludwigia caparosa, (Cambess.) H.Hara,"J. Jap. Bot. 28: 292, 1953.",Sufrútice,Herbazales hidrófilos,,https://florauruguaya.org/taxonomias/ludwigia-caparosa
wfo-0000443183,Onagraceae,Ludwigia decurrens Walter,Ludwigia decurrens, Walter,"Fl. Carol. [Walter] 89, 1788.",Hierba anual o bienal,Herbazales hidrófilos,Terófita,https://florauruguaya.org/taxonomias/ludwigia-decurrens
wfo-0000443184,Onagraceae,Ludwigia elegans Cambess.H.Hara,Ludwigia elegans, Cambess.H.Hara,"J. Jap. Bot. 28: 292, 1953.",Sufrútice,Herbazales hidrófilos,,https://florauruguaya.org/taxonomias/ludwigia-elegans
wfo-0001087942,Onagraceae,Ludwigia grandiflora (Michx.) Greuter & Burdet,Ludwigia grandiflora, (Michx.) Greuter & Burdet,"Willdenowia 16(2): 448, 1987.",Hierba perenne,Herbazales hidrófilos,Hidrófita,https://florauruguaya.org/taxonomias/ludwigia-grandiflora
wfo-0001087425,Onagraceae,Ludwigia hookeri (Micheli) H.Hara,Ludwigia hookeri, (Micheli) H.Hara,"J. Jap. Bot. 28: 292, 1953.",Hierba perenne,"Pastizales higrófilos, Herbazales hidrófilos",,https://florauruguaya.org/taxonomias/ludwigia-hookeri
