wfo_ID,Familia,Column1,Nombre,Autor,Pub.,Hábito,Formaciones vegetales,Forma de vida,Link stand alone
wfo-1000090184,Compositae,Disynaphia megapotamica (Spreng.) P.L.R.Moraes,Disynaphia megapotamica, (Spreng.) P.L.R.Moraes,"Phytotaxa 596(1): 183, 2023.",Sufrútice,Matorrales mesófilos,,https://florauruguaya.org/taxonomias/disynaphia-megapotamica
wfo-0000042702,Compositae,Disynaphia multicrenulata (Baker) R.M.King & H.Rob.,Disynaphia multicrenulata, (Baker) R.M.King & H.Rob.,"Phytologia 22: 124, 1971.",Arbusto,,Nanofanerófita,https://florauruguaya.org/taxonomias/disynaphia-multicrenulata
wfo-0000000347,Compositae,Disynaphia spathulata (Hook. & Arn.) R.M.King & H.Rob.,Disynaphia spathulata, (Hook. & Arn.) R.M.King & H.Rob.,"Phytologia 22: 125, 1971.",Sufrútice,"Matorrales xerófilos, Pastizales xerófilos",,https://florauruguaya.org/taxonomias/disynaphia-spathulata
wfo-0000015695,Compositae,Disynaphia tacuarembensis (Hieron. & Arechav.) R.M.King & H.Rob.,Disynaphia tacuarembensis, (Hieron. & Arechav.) R.M.King & H.Rob.,"Phytologia 60: 80, 1986.",Arbusto,"Matorrales xerófilos, Pastizales xerófilos",Nanofanerófita,https://florauruguaya.org/taxonomias/disynaphia-tacuarembensis
wfo-0000059214,Compositae,Dittrichia viscosa (L.) Greuter,Dittrichia viscosa, (L.) Greuter,"Exsicc. Genav. Conserv. Bot. Distrib. Fasc. 4: 71, 1973.",Arbusto,"Ambientes ruderales, Ambientes urbanos, Matorrales psamófilos, Pastizales xerófilos",Nanofanerófita,https://florauruguaya.org/taxonomias/dittrichia-viscosa
wfo-0000118606,Compositae,Eclipta elliptica DC.,Eclipta elliptica, DC.,"Prodr. [A. P. de Candolle] 5: 491, 1836.",Hierba perenne,"Ambientes urbanos, Palmares, Pastizales xerófilos, Pastizales mesófilos, Pastizales higrófilos, Herbazales psamófilos",,https://florauruguaya.org/taxonomias/eclipta-elliptica
wfo-0000044989,Compositae,Eclipta megapotamica Sch.Bip. ex S.F.Blake,Eclipta megapotamica, Sch.Bip. ex S.F.Blake,"Contr. U.S. Natl. Herb. 26: 242, 1930.",Hierba perenne,"Bosques higrófilos, Algarrobales, Palmares, Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/eclipta-megapotamica
wfo-0000108811,Compositae,Eclipta prostrata (L.) L.,Eclipta prostrata, (L.) L.,"Mant. Pl. Altera 286, 1771.",Hierba anual o bienal,"Algarrobales, Pastizales higrófilos, Herbazales hidrófilos",Terófita,https://florauruguaya.org/taxonomias/eclipta-prostrata
wfo-0000012549,Compositae,Elephantopus mollis Kunth,Elephantopus mollis, Kunth,"Nov. Gen. Sp. [H.B.K.] 4(14): 20, (ed. fol.), 1818.",Hierba perenne,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Palmares",Hemicriptófita,https://florauruguaya.org/taxonomias/elephantopus-mollis
wfo-0000009302,Compositae,Enydra fluctuans Lour.,Enydra fluctuans, Lour.,"Fl. Cochinch. 2: 511, 1790.",Hierba perenne,"Pastizales higrófilos, Herbazales hidrófilos, Dulce y salobre",,https://florauruguaya.org/taxonomias/enydra-fluctuans
wfo-0000128150,Compositae,Enydra sessilis DC.,Enydra sessilis, DC.,"Prodr. [A. P. de Candolle] 5: 637, 1836.",Hierba perenne,Herbazales hidrófilos,,https://florauruguaya.org/taxonomias/enydra-sessilis
wfo-0000028940,Compositae,Erechtites hieraciifolius (L.) Raf. ex DC.,Erechtites hieraciifolius, (L.) Raf. ex DC.,"Prodr. [A. P. de Candolle] 6: 294, 1838.",Hierba anual o bienal,"Bosques ribereños, Bosques higrófilos, Bosques psamófilos, Algarrobales, Palmares, Pastizales higrófilos, Herbazales hidrófilos",Terófita,https://florauruguaya.org/taxonomias/erechtites-hieraciifolius
wfo-0000082462,Compositae,Erechtites valerianifolius (Link ex Spreng.) DC.,Erechtites valerianifolius, (Link ex Spreng.) DC.,"Prodr. [A. P. de Candolle] 6: 295, 1838.",Hierba anual o bienal,"Bosques serranos, Bosques de quebradas, Bosques ribereños, Bosques higrófilos, Pastizales higrófilos, Herbazales hidrófilos",Terófita,https://florauruguaya.org/taxonomias/erechtites-valerianifolius
wfo-0000117182,Compositae,Eupatorium ceratophyllum Hook. & Arn.,Eupatorium ceratophyllum, Hook. & Arn.,"Compan. Bot. Mag. 1: 240, 1836.",Hierba perenne,"Algarrobales, Herbazales halófilos",Caméfita,https://florauruguaya.org/taxonomias/eupatorium-ceratophyllum
wfo-0001333804,Compositae,Exostigma notobellidiastrum (Griseb.) G.Sancho,Exostigma notobellidiastrum, (Griseb.) G.Sancho,"Syst. Bot. 37: 517, 2012.",Hierba perenne,"Bosques serranos, Bosques de quebradas, Bosques ribereños",Caméfita,https://florauruguaya.org/taxonomias/exostigma-notobellidiastrum
wfo-0001333805,Compositae,Exostigma rivulare (Gardner) G.Sancho,Exostigma rivulare, (Gardner) G.Sancho,"Syst. Bot. 37: 523, 2012.",Hierba perenne,"Bosques de quebradas, Bosques ribereños",Caméfita,https://florauruguaya.org/taxonomias/exostigma-rivulare
wfo-0000016956,Compositae,Facelis retusa (Lam.) Sch.Bip.,Facelis retusa, (Lam.) Sch.Bip.,"Linnaea 34(5): 532, 1866.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos, Algarrobales, Palmares, Pastizales xerófilos, Pastizales mesófilos, Herbazales psamófilos",Terófita,https://florauruguaya.org/taxonomias/facelis-retusa
wfo-0000038238,Compositae,Flaveria bidentis (L.) Kuntze,Flaveria bidentis, (L.) Kuntze,"Revis. Gen. Pl. 3(3): 148, 1898.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/flaveria-bidentis
wfo-0000121921,Compositae,Gaillardia aristata Pursh,Gaillardia aristata, Pursh,"Fl. Amer. Sept. [Pursh] 2: 573, 1813.",Hierba perenne,Pastizales mesófilos,,https://florauruguaya.org/taxonomias/gaillardia-aristata
wfo-0000137096,Compositae,Gaillardia megapotamica (Spreng.) Baker,Gaillardia megapotamica, (Spreng.) Baker,"Fl. Bras. [Martius] 6(3): 276, 1884.",Hierba perenne,Ambientes ruderales,,https://florauruguaya.org/taxonomias/gaillardia-megapotamica
wfo-0000135740,Compositae,Galinsoga parviflora Cav.,Galinsoga parviflora, Cav.,"Icon. [Cavanilles] 3(2): 41, t. 281, 1796.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos",Terófita,https://florauruguaya.org/taxonomias/galinsoga-parviflora
wfo-0000125367,Compositae,Gamochaeta americana (Mill.) Wedd.,Gamochaeta americana, (Mill.) Wedd.,"Chlor. Andina 1: 151, 1856.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos, Palmares, Pastizales xerófilos, Pastizales mesófilos, Herbazales psamófilos",,https://florauruguaya.org/taxonomias/gamochaeta-americana
wfo-0000033904,Compositae,Gamochaeta argentina Cabrera,Gamochaeta argentina, Cabrera,"Bol. Soc. Argent. Bot. 9: 365, fig. 1, 1961.",Hierba anual o bienal,"Pastizales xerófilos, Herbazales psamófilos",Terófita,https://florauruguaya.org/taxonomias/gamochaeta-argentina
wfo-0000036985,Compositae,Gamochaeta calviceps (Fernald) Cabrera,Gamochaeta calviceps, (Fernald) Cabrera,"Bol. Soc. Argent. Bot. 9: 368, 1961.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/gamochaeta-calviceps
wfo-0000080004,Compositae,Gamochaeta camaquaensis Deble,Gamochaeta camaquaensis, Deble,"Balduinia 6: 14, 2006.",Hierba anual o bienal,"Matorrales xerófilos, Pastizales xerófilos",Terófita,https://florauruguaya.org/taxonomias/gamochaeta-camaquaensis
wfo-0000121545,Compositae,Gamochaeta erecta Deble,Gamochaeta erecta, Deble,"Balduinia 6: 17, 2006.",Hierba perenne,"Matorrales xerófilos, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/gamochaeta-erecta
wfo-0000090310,Compositae,Gamochaeta falcata (Lam.) Cabrera,Gamochaeta falcata, (Lam.) Cabrera,"Bol. Soc. Argent. Bot. 9: 370, 1961.",Hierba perenne,Herbazales psamófilos,,https://florauruguaya.org/taxonomias/gamochaeta-falcata
wfo-0000019768,Compositae,Gamochaeta filaginea (DC.) Cabrera,Gamochaeta filaginea, (DC.) Cabrera,"Bol. Soc. Argent. Bot. 9: 371, 1961.",Hierba anual o bienal,"Pastizales xerófilos, Herbazales psamófilos",Terófita,https://florauruguaya.org/taxonomias/gamochaeta-filaginea
wfo-0000128671,Compositae,Gamochaeta pensylvanica (Willd.) Cabrera,Gamochaeta pensylvanica, (Willd.) Cabrera,"Bol. Soc. Argent. Bot. 9: 375, 1961.",Hierba anual o bienal,"Ambientes ruderales, Herbazales psamófilos",Terófita,https://florauruguaya.org/taxonomias/gamochaeta-pensylvanica
wfo-0000025498,Compositae,Gamochaeta platensis (Cabrera) Cabrera,Gamochaeta platensis, (Cabrera) Cabrera,"Bol. Soc. Argent. Bot. 9: 376, 1961.",Hierba anual o bienal,"Ambientes ruderales, Pastizales mesófilos",,https://florauruguaya.org/taxonomias/gamochaeta-platensis
wfo-0000004227,Compositae,Gamochaeta simplicicaulis (Willd. ex Spreng.) Cabrera,Gamochaeta simplicicaulis, (Willd. ex Spreng.) Cabrera,"Bol. Soc. Argent. Bot. 9: 379, 1961.",Hierba anual o bienal,"Pastizales higrófilos, Herbazales hidrófilos",Terófita,https://florauruguaya.org/taxonomias/gamochaeta-simplicicaulis
wfo-0000034011,Compositae,Gamochaeta stachydifolia (Lam.) Cabrera,Gamochaeta stachydifolia, (Lam.) Cabrera,"Bol. Soc. Argent. Bot. 9: 382, 1961.",Hierba perenne,"Matorrales xerófilos, Pastizales xerófilos",,https://florauruguaya.org/taxonomias/gamochaeta-stachydifolia
wfo-0000044016,Compositae,Gamochaeta subfalcata (Cabrera) Cabrera,Gamochaeta subfalcata, (Cabrera) Cabrera,"Bol. Soc. Argent. Bot. 9: 383, 1961.",Hierba perenne,Herbazales psamófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/gamochaeta-subfalcata
wfo-0000087259,Compositae,Gazania rigens (L.) Gaertn.,Gazania rigens, (L.) Gaertn.,"Fruct. Sem. Pl. 2: 451-452, t. 173, f. 2, 1791.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Herbazales psamófilos",,https://florauruguaya.org/taxonomias/gazania-rigens
wfo-0000079191,Compositae,Grazielia brevipetiolata (Sch.Bip. ex Baker) R.M.King & H.Rob.,Grazielia brevipetiolata, (Sch.Bip. ex Baker) R.M.King & H.Rob.,"Phytologia 65(6): 487, 1989.",Sufrútice,"Matorrales xerófilos, Pastizales xerófilos",Nanofanerófita,https://florauruguaya.org/taxonomias/grazielia-brevipetiolata
wfo-0000066627,Compositae,Grazielia intermedia (DC.) R.M.King & H.Rob.,Grazielia intermedia, (DC.) R.M.King & H.Rob.,"Phytologia 23: 306, 1972.",Arbusto,"Matorrales xerófilos, Matorrales mesófilos, Pastizales xerófilos",Nanofanerófita,https://florauruguaya.org/taxonomias/grazielia-intermedia
wfo-0000119239,Compositae,Grazielia serrata (Spreng.) R.M.King & H.Rob.,Grazielia serrata, (Spreng.) R.M.King & H.Rob.,"Phytologia 23: 306, 1972.",Arbusto,"Matorrales xerófilos, Matorrales mesófilos, Pastizales xerófilos",Nanofanerófita,https://florauruguaya.org/taxonomias/grazielia-serrata
wfo-0000135343,Compositae,Grindelia brachystephana Griseb.,Grindelia brachystephana, Griseb.,"Abh. Königl. Ges. Wiss. Göttingen 24: 178, 1879.",Sufrútice,"Algarrobales, Herbazales halófilos",Caméfita,https://florauruguaya.org/taxonomias/grindelia-brachystephana
wfo-0000113325,Compositae,"Grindelia linearifolia Adr.Bartoli, Tortosa & Marchesi",Grindelia linearifolia," Adr.Bartoli, Tortosa & Marchesi","Brittonia 48: 75, 1996.",Sufrútice,Pastizales xerófilos,Caméfita,https://florauruguaya.org/taxonomias/grindelia-linearifolia
wfo-0000003276,Compositae,"Grindelia orientalis Adr.Bartoli, Tortosa & G.H.Rua",Grindelia orientalis," Adr.Bartoli, Tortosa & G.H.Rua","Hickenia 2: 120-121, 1995.",Sufrútice,"Pastizales xerófilos, Herbazales psamófilos",Caméfita,https://florauruguaya.org/taxonomias/grindelia-orientalis
wfo-0000018709,Compositae,Grindelia pulchella Dunal,Grindelia pulchella, Dunal,"Mém. Mus. Hist. Nat. 5: 51, 1819.",Sufrútice,"Algarrobales, Matorrales mesófilos, Pastizales xerófilos, Pastizales mesófilos, Herbazales halófilos",Nanofanerófita,https://florauruguaya.org/taxonomias/grindelia-pulchella
wfo-0000013812,Compositae,"Grindelia rupestris Adr.Bartoli, Tortosa & Marchesi",Grindelia rupestris," Adr.Bartoli, Tortosa & Marchesi","Brittonia 48: 78, 1996.",Sufrútice,"Matorrales xerófilos, Pastizales xerófilos",Caméfita,https://florauruguaya.org/taxonomias/grindelia-rupestris
wfo-0000000380,Compositae,Grindelia scorzonerifolia Hook. & Arn.,Grindelia scorzonerifolia, Hook. & Arn.,"Compan. Bot. Mag. 2: 45, 1836.",Hierba perenne,"Algarrobales, Matorrales xerófilos, Pastizales xerófilos",,https://florauruguaya.org/taxonomias/grindelia-scorzonerifolia
wfo-0000083326,Compositae,Gymnocoronis spilanthoides DC.,Gymnocoronis spilanthoides, DC.,"Prodr. [A. P. de Candolle] 7(1): 266, 1838.",Hierba perenne,"Bosques higrófilos, Algarrobales, Palmares, Pastizales higrófilos, Herbazales hidrófilos",Hidrófita,https://florauruguaya.org/taxonomias/gymnocoronis-spilanthoides
wfo-0000025667,Compositae,Gyptidium militare (B.L.Rob.) R.M.King & H.Rob.,Gyptidium militare, (B.L.Rob.) R.M.King & H.Rob.,"Phytologia 23: 311, 1972.",Hierba perenne,Herbazales hidrófilos,,https://florauruguaya.org/taxonomias/gyptidium-militare
wfo-0000070505,Compositae,Gyptis commersonii Cass.,Gyptis commersonii, Cass.,"Dict. Sci. Nat., ed. 2.  [F. Cuvier] 20: 178, 1821.",Hierba perenne,"Matorrales xerófilos, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/gyptis-commersonii
wfo-0000069048,Compositae,Gyptis lanigera (Hook. & Arn.) R.M.King & H.Rob.,Gyptis lanigera, (Hook. & Arn.) R.M.King & H.Rob.,"Phytologia 21: 24, 1971.",Hierba perenne,Pastizales xerófilos,,https://florauruguaya.org/taxonomias/gyptis-lanigera
wfo-1200115163,Compositae,Gyptis oblongifolia (Spreng.) Rebouças & Grossi,Gyptis oblongifolia, (Spreng.) Rebouças & Grossi,"Phytotaxa 722(2): 192, 2025.",Sufrútice,"Matorrales xerófilos, Pastizales xerófilos",Caméfita,https://florauruguaya.org/taxonomias/gyptis-oblongifolia
wfo-0001331712,Compositae,Gyptis tanacetifolia (Gillies ex Hook. & Arn.) D.J.N.Hind & Flann,Gyptis tanacetifolia, (Gillies ex Hook. & Arn.) D.J.N.Hind & Flann,"Taxon 59(4): 1225, 2010.",Hierba perenne,"Matorrales xerófilos, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/gyptis-tanacetifolia
wfo-0000015921,Compositae,Hatschbachiella tweedieana (Hook. & Arn.) R.M.King & H.Rob.,Hatschbachiella tweedieana, (Hook. & Arn.) R.M.King & H.Rob.,"Phytologia 23: 394, 1972.",Sufrútice,"Matorrales xerófilos, Matorrales mesófilos, Matorrales psamófilos, Pastizales xerófilos",Caméfita,https://florauruguaya.org/taxonomias/hatschbachiella-tweedieana
wfo-0000132458,Compositae,Hedypnois rhagadioloides (L.) F.W.Schmidt,Hedypnois rhagadioloides, (L.) F.W.Schmidt,"Samml. Phys.-Oekon. Aufsatze 1: 279, 1795.",Hierba anual o bienal,Ambientes urbanos,Terófita,https://florauruguaya.org/taxonomias/hedypnois-rhagadioloides
wfo-0000075426,Compositae,Helenium amarum (Raf.) H.Rock,Helenium amarum, (Raf.) H.Rock,"Rhodora 59: 131, 1957.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/helenium-amarum
wfo-1000022812,Compositae,Helenium uniflorum (Spreng.) P.L.R.Moraes,Helenium uniflorum, (Spreng.) P.L.R.Moraes,"Phytotaxa 438(3): 166, 2020.",Hierba perenne,"Palmares, Pastizales xerófilos",Caméfita,https://florauruguaya.org/taxonomias/helenium-uniflorum
wfo-0000088131,Compositae,Helianthus annuus L.,Helianthus annuus, L.,"Sp. Pl. [Linnaeus] 2: 904, 1753.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/helianthus-annuus
wfo-0000091975,Compositae,Helianthus tuberosus L.,Helianthus tuberosus, L.,"Sp. Pl. [Linnaeus] 2: 905, 1753.",Hierba perenne,Ambientes ruderales,Hemicriptófita,https://florauruguaya.org/taxonomias/helianthus-tuberosus
wfo-0000123886,Compositae,Helminthotheca echioides (L.) Holub,Helminthotheca echioides, (L.) Holub,"Folia Geobot. Phytotax. 8(2): 176, 1973.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos",Terófita,https://florauruguaya.org/taxonomias/helminthotheca-echioides
wfo-0000119391,Compositae,Hieracium commersonii Monnier,Hieracium commersonii, Monnier,"Ess. Monogr. Hieracium 42, 1829.",Hierba perenne,"Matorrales xerófilos, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/hieracium-commersonii
wfo-0000116347,Compositae,Hieracium palezieuxii Zahn,Hieracium palezieuxii, Zahn,"Pflanzenr. [Engler] Heft 79: 1084, 1922.",Hierba perenne,"Pastizales xerófilos, Herbazales psamófilos",,https://florauruguaya.org/taxonomias/hieracium-palezieuxii
wfo-0000059612,Compositae,Holocheilus brasiliensis (L.) Cabrera,Holocheilus brasiliensis, (L.) Cabrera,"Revista Mus. La Plata, Secc. Bot. 11(50): 14, 1968.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/holocheilus-brasiliensis
wfo-0000088047,Compositae,Holocheilus hieracioides (D.Don) Cabrera,Holocheilus hieracioides, (D.Don) Cabrera,"Revista Mus. La Plata, Secc. Bot. 11(50): 7, 1968.",Hierba perenne,"Bosques ribereños, Algarrobales, Pastizales higrófilos, Herbazales halófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/holocheilus-hieracioides
wfo-0000039074,Compositae,Holocheilus illustris (Vell.) Cabrera,Holocheilus illustris, (Vell.) Cabrera,"Revista Mus. La Plata, Secc. Bot. 11(50): 6, 1968.",Hierba perenne,"Bosques higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/holocheilus-illustris
wfo-0000087332,Compositae,Hymenoxys anthemoides (Juss.) Cass. ex DC.,Hymenoxys anthemoides, (Juss.) Cass. ex DC.,"Prodr. [A. P. de Candolle] 5: 661, 1836.",Hierba anual o bienal,"Algarrobales, Pastizales xerófilos, Herbazales halófilos",Terófita,https://florauruguaya.org/taxonomias/hymenoxys-anthemoides
wfo-1000023222,Compositae,Hymenoxys megapotamica (Spreng.) P.L.R.Moraes,Hymenoxys megapotamica, (Spreng.) P.L.R.Moraes,"Phytotaxa 438(3): 165, 2020.",Hierba anual o bienal,"Algarrobales, Herbazales halófilos",Terófita,https://florauruguaya.org/taxonomias/hymenoxys-megapotamica
wfo-0000010874,Compositae,Hypochaeris albiflora (Kuntze) Azevêdo-Gonç. & Matzenb.,Hypochaeris albiflora, (Kuntze) Azevêdo-Gonç. & Matzenb.,"Compositae Newslett. 42: 3, 2005.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Bosques ribereños, Algarrobales, Pastizales mesófilos, Pastizales higrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/hypochaeris-albiflora
