WFO_ID,Distribution,Country_code,scientificName,Rank,ScientificAuthorship,Family,NamePublishedIn,Catalogue of the Plants of Madagascar record,Citation
wfo-0000628543,Endemic to Madagascar,MG,Dialyceras parvifolium,species,Capuron,Sphaerosepalaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 2: 265, f. 7(1–12). 1962. (Adansonia, n.s.) ",http://www.tropicos.org/Name/29900026?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628570,Endemic to Madagascar,MG,Eremolaena humblotiana,species,Baill.,Sarcolaenaceae,"Bulletin Mensuel de la Société Linnéenne de Paris 1: 413, 566. 1884. (Bull. Mens. Soc. Linn. Paris) ",http://www.tropicos.org/Name/28800046?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628576,Endemic to Madagascar,MG,Eremolaena rotundifolia,species,(F. Gérard) Danguy,Sarcolaenaceae,Bulletin du Muséum National d'Histoire Naturelle 21: 202. 1915. (Bull. Mus. Natl. Hist. Nat.) ,http://www.tropicos.org/Name/28800047?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628623,Endemic to Madagascar,MG,Rhopalocarpus lucidus,species,Bojer,Sphaerosepalaceae,Procès-Verbaux Société Histoire Naturelle de l'Ile Maurice 149. 1846. (Procès-Verbaux Soc. Hist. Nat. l'Ile Maurice) ,http://www.tropicos.org/Name/29900005?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000810013,Endemic to Madagascar,MG,Rhopalocarpus mollis,species,G.E. Schatz & Lowry,Sphaerosepalaceae,"Adansonia, série 3, 28(2): 330–332, f. 1. 2006. (29 Dec 2006) (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50304454?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000810014,Endemic to Madagascar,MG,Rhopalocarpus randrianaivoi,species,G.E. Schatz & Lowry,Sphaerosepalaceae,"Adansonia, série 3, 28(2): 332–336, f. 3. 2006. (29 Dec 2006) (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50304455?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000810156,Endemic to Madagascar,MG,Schizolaena raymondii,species,Lowry & Rabehevitra,Sarcolaenaceae,"Adansonia, série 3, 28(1): 150–151, f. 1. 2006. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50299240?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000839335,Endemic to Madagascar,MG,Xerochlamys diospyroidea,species,(Baill.) F. Gérard,Sarcolaenaceae,Compte Rendu de l'Association Française pour l'Avancement des Sciences sess 43: 406. 1915. (Compt. Rend. Assoc. Franç. Avancem. Sci.) ,http://www.tropicos.org/Name/28800071?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000914453,Endemic to Madagascar,MG,Schizolaena isaloensis,species,Rabehevitra & Lowry,Sarcolaenaceae,"Adansonia, série 3, 31(1): 151–155, f. 1, 2[photos], 3[map]. 2009. (26 Jun 2009) (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50313950?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000916764,Endemic to Madagascar,MG,Xerochlamys coriacea,species,Hong-Wa,Sarcolaenaceae,"Adansonia, série 3, 31(2): 324–326, fig. 2[map], 3. 2009. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/100353053?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000916765,Endemic to Madagascar,MG,Xerochlamys itremoensis,species,"Hong-Wa, G.E. Schatz & Lowry",Sarcolaenaceae,"Adansonia, série 3, 31(2): 330–332, fig. 1[map], 5. 2009. (31 Dec 2009) (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/100353050?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000916767,Endemic to Madagascar,MG,Xerochlamys undulata,species,Hong-Wa,Sarcolaenaceae,"Adansonia, série 3, 31(2): 333–336, fig. 1[map], 6. 2009. (31 Dec 2009) (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/100353051?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001034992,Endemic to Madagascar,MG,Mediusella arenaria,species,(F. Gérard) Hong-Wa,Sarcolaenaceae,"Adansonia, série 3, 31(2): 316. 2009. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/100352986?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001035809,Endemic to Madagascar,MG,Schizolaena noronhae,species,(Tul.) G.E. Schatz & Lowry,Sarcolaenaceae,Madagascar's Endemic Plant Families Species Guide 86. 2010. (Madagascar's Endemic Plant Families Species Guide) ,http://www.tropicos.org/Name/100356318?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315003,Endemic to Madagascar,MG,Ixora decaryi,species,De Block,Rubiaceae,"Plant Ecology and Evolution 147(2): 238–241, fig. 1. 2014. (Pl. Ecol. Evol.)",http://www.tropicos.org/Name/100142981?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315004,Endemic to Madagascar,MG,Coffea boiviniana subsp. drakei,subspecies,J.-F. Leroy,Rubiaceae,Journal d'Agriculture Tropicale et de Botanique Appliquée 9: 529. 1962. (J. Agric. Trop. Bot. Appl.),http://www.tropicos.org/Name/100170265?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315005,Endemic to Madagascar,MG,Drimia apiculata,species,,Asparagaceae,ined.:.,http://www.tropicos.org/Name/100183352?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315006,Endemic to Madagascar,MG,Ixora homolleae,species,Govaerts ex De Block,Rubiaceae,"Phytotaxa 162(3): 122–125, Figs. 1, 5A. 2014. (Phytotaxa)",http://www.tropicos.org/Name/100208036?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315007,Endemic to Madagascar,MG,Ixora gautieri,species,De Block,Rubiaceae,"Plant Ecology and Evolution 147(2): 243–245, fig. 4. 2014. (Pl. Ecol. Evol.)",http://www.tropicos.org/Name/100220231?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315008,Endemic to Madagascar,MG,Pachypodium brevicaule subsp. leucoxanthum,subspecies,Lüthy,Apocynaceae,Cactus and Succulent Journal 80: 190. 2008. (Cact. Succ. J. (Los Angeles)),http://www.tropicos.org/Name/100236992?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315009,Endemic to Madagascar,MG,Clematis trifida var. lanceolata,variety,W.T. Wang,Ranunculaceae,Acta Phytotaxonomica Sinica 38: 424. 2000. (Acta Phytotax. Sin.),http://www.tropicos.org/Name/100312997?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315010,Endemic to Madagascar,MG,Rinorea callmanderi,species,Wahlert,Violaceae,Candollea 71(2): 206. 2016. (Candollea),http://www.tropicos.org/Name/100363707?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315011,Endemic to Madagascar,MG,Helmiopsis hily subsp. boinensis,subspecies,Appleq.,Malvaceae,Annals of the Missouri Botanical Garden 96(4): 531. 2009. (Ann. Missouri Bot. Gard.),http://www.tropicos.org/Name/100364915?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315012,Endemic to Madagascar,MG,Helmiopsis hily subsp. hily,subspecies,,Malvaceae,,http://www.tropicos.org/Name/100364916?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315014,Endemic to Madagascar,MG,Coleotrype baroni var. baroni,variety,,Commelinaceae,,http://www.tropicos.org/Name/100367191?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315015,Endemic to Madagascar,MG,Peponium hirtellum var. hirtellum,variety,Keraudren,Cucurbitaceae,,http://www.tropicos.org/Name/100367483?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315016,Endemic to Madagascar,MG,Cephalocroton leucocephalus var. leucocephalus,variety,,Euphorbiaceae,,http://www.tropicos.org/Name/100367599?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315017,Endemic to Madagascar,MG,Ivodea mananarensis,species,"Rabariman., Rakoton., Phillipson & Lowry",Rutaceae,"Adansonia, série 3, 37(1): 88–89, f. 3[map]; 8E–F. 2015. (26 juin 2015) (Adansonia, sér. 3,)",http://www.tropicos.org/Name/100374271?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315018,Endemic to Madagascar,MG,Diospyros mcphersonii,species,G.E. Schatz & Lowry,Ebenaceae,"Adansonia, série 3, 33(2): 277. 2011. (Adansonia, sér. 3,)",http://www.tropicos.org/Name/100376282?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315019,Endemic to Madagascar,MG,Peponium perrieri var. perrieri,variety,,Cucurbitaceae,,http://www.tropicos.org/Name/100378076?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315020,Endemic to Madagascar,MG,Peponium seyrigii var. seyrigii,variety,,Cucurbitaceae,,http://www.tropicos.org/Name/100378077?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315021,Endemic to Madagascar,MG,Dioscorea sambiranensis subsp. bardotiae,subspecies,Wilkin,Dioscoreaceae,"Adansonia, série 3, 31(2): 264–265, f. 2, 3[map]. 2009. (Adansonia, sér. 3,)",http://www.tropicos.org/Name/100378246?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315022,Endemic to Madagascar,MG,Microsteira chorigyna subsp. chorigyna,subspecies,,Malpighiaceae,,http://www.tropicos.org/Name/100379853?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315023,Endemic to Madagascar,MG,Turraea andriamiarisoana,species,"Callm., Phillipson & Lowry",Meliaceae,"Adansonia, série 3, 34(1): 96–100, Fig. 2. 2012. (Adansonia, sér. 3,)",http://www.tropicos.org/Name/100379855?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315024,Endemic to Madagascar,MG,Turraea buerkii,species,"Callm., Phillipson & Lowry",Meliaceae,"Adansonia, série 3, 34(1): 99–101, Fig. 3. 2012. (Adansonia, sér. 3,)",http://www.tropicos.org/Name/100379856?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315025,Endemic to Madagascar,MG,Xyris labatii,species,"Rakoton., Callm. & Phillipson",Xyridaceae,"Candollea 69(2): 175, f. 2 [map], 3, 4. 2014. (19 Dec. 2014) (Candollea)",http://www.tropicos.org/Name/100380115?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315026,Endemic to Madagascar,MG,Xyris marojejyensis,species,"Lock, Rakoton., Callm. & Phillipson",Xyridaceae,Candollea 69(2): 171–178. 2014. (19 Dec. 2014) (Candollea),http://www.tropicos.org/Name/100380116?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315027,Endemic to Madagascar,MG,Leucotrichum madagascariense,species,Rakotondr. & Rouhan,Polypodiaceae,"Systematic Botany 37(2): 335–336, f. 3, 4. 2012. (Syst. Bot.)",http://www.tropicos.org/Name/100380638?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315028,Endemic to Madagascar,MG,Jumellea tenuibracteata,species,(H. Perrier ex Hermans) F. Rakotoar. & Pailler,Orchidaceae,Taxon 61(3): 542. 2012. (Taxon),http://www.tropicos.org/Name/100380774?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315029,Endemic to Madagascar,MG,Andringitra leiomacrantha,species,(Hochr.) Skema,Malvaceae,Taxon 61(3): 623. 2012. (13 Jun 2012) (Taxon),http://www.tropicos.org/Name/100380777?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315030,Endemic to Madagascar,MG,Andringitra leucomacrantha,species,(Hochr.) Skema,Malvaceae,Taxon 61(3): 623. 2012. (13 Jun 2012) (Taxon),http://www.tropicos.org/Name/100380778?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315031,Endemic to Madagascar,MG,Andringitra macrantha,species,(Baker) Skema,Malvaceae,Taxon 61(3): 623. 2012. (13 Jun 2012) (Taxon),http://www.tropicos.org/Name/100380779?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315032,Endemic to Madagascar,MG,Andringitra moratii,species,(L.C. Barnett & Dorr) Skema,Malvaceae,Taxon 61(3): 624. 2012. (13 Jun 2012) (Taxon),http://www.tropicos.org/Name/100380780?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315033,Endemic to Madagascar,MG,Andringitra muscosa,species,(Hochr.) Skema,Malvaceae,Taxon 61(3): 624. 2012. (13 Jun 2012) (Taxon),http://www.tropicos.org/Name/100380858?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315034,Endemic to Madagascar,MG,Andringitra seyrigii,species,(Arènes) Skema,Malvaceae,Taxon 61(3): 624. 2012. (13 Jun 2012) (Taxon),http://www.tropicos.org/Name/100380859?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315035,Endemic to Madagascar,MG,Helmiopsis linearifolia,species,(Hochr.) Skema,Malvaceae,Taxon 61(3): 625. 2012. (13 Jun 2012) (Taxon),http://www.tropicos.org/Name/100380862?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315036,Endemic to Madagascar,MG,Helmiopsis linearifolia subsp. muricata,subspecies,(Appleq.) Skema,Malvaceae,Taxon 61(3): 625. 2012. (13 Jun 2012) (Taxon),http://www.tropicos.org/Name/100380863?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315037,Endemic to Madagascar,MG,Helmiopsis linearifolia subsp. sely,subspecies,(Arènes) Skema,Malvaceae,Taxon 61(3): 625. 2012. (13 Jun 2012) (Taxon),http://www.tropicos.org/Name/100380864?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315038,Endemic to Madagascar,MG,Helmiopsis linearifolia subsp. linearifolia,subspecies,,Malvaceae,,http://www.tropicos.org/Name/100380865?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315039,Endemic to Madagascar,MG,Helmiopsis rigida subsp. guazumifolia,subspecies,(Baill.) Skema,Malvaceae,Taxon 61(3): 625. 2012. (13 Jun 2012) (Taxon),http://www.tropicos.org/Name/100380866?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315040,Endemic to Madagascar,MG,Helmiopsis rigida subsp. parvifolia,subspecies,(Appleq.) Skema,Malvaceae,Taxon 61(3): 625. 2012. (13 Jun 2012) (Taxon),http://www.tropicos.org/Name/100380867?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315041,Endemic to Madagascar,MG,Helmiopsis rigida subsp. rigida,subspecies,,Malvaceae,,http://www.tropicos.org/Name/100380868?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315042,Endemic to Madagascar,MG,Pantadenia gervaisii,species,R. Rabev. & McPherson,Euphorbiaceae,"Adansonia, série 3, 34(1): 78–80, Fig. 1. 2012. (Adansonia, sér. 3,)",http://www.tropicos.org/Name/100381279?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315043,Endemic to Madagascar,MG,Argomuellera pumila,species,McPherson,Euphorbiaceae,"Adansonia, série 3, 34(1): 68–70, Fig. 1. 2012. (Adansonia, sér. 3,)",http://www.tropicos.org/Name/100381280?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315044,Endemic to Madagascar,MG,Colea labatii,species,Callm. & Phillipson,Bignoniaceae,"Adansonia, série 3, 34(1): 116–121. 2012. (Adansonia, sér. 3,)",http://www.tropicos.org/Name/100381281?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315045,Endemic to Madagascar,MG,Colea unifoliolata,species,Callm. & Phillipson,Bignoniaceae,"Adansonia, série 3, 34(1): 119–122. 2012. (Adansonia, sér. 3,)",http://www.tropicos.org/Name/100381282?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315046,Endemic to Madagascar,MG,Hancea inhospita,species,McPherson,Euphorbiaceae,"Adansonia, série 3, 34(1): 71–75, Fig. 1. 2012. (Adansonia, sér. 3,)",http://www.tropicos.org/Name/100381284?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0001315047,Endemic to Madagascar,MG,Pyrrosia avaratra,species,Rakotondr. & Hovenkamp,Polypodiaceae,Novon 22(1): 75–77. 2012. (Novon),http://www.tropicos.org/Name/100381481?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
