LocalID,WFOID,scientificName,Publishedin,Devnagari,transliteration,Ecology,Distribution
NEP00034,wfo-0000481612,Pinus wallichiana A.B.Jacks.,Bull. Misc. Inform. Kew 1938(2): 85. 1938. ,uf]a|] ;Nnf,Gobre salla,"W, C, E Nepal: 1600-4300 m.","Nepal, W Himalaya, E Himalaya, E Asia and SW Asia."
NEP00038,wfo-0000456385,Tsuga dumosa (D.Don) Eichler,Nat. Pflanzenfam. 2(1): 80. 1887.,l7ª\u|] ;Nnf,Thingre salla,"W, C, E Nepal: 2000-3600 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia."
NEP00041,wfo-0000485162,Podocarpus neriifolius D.Don,Descr. Pinus 2: 21. 1824.,"u'G;L, sf7] ;Nnf","Gunsi, Kathe sallo","C, E Nepal: 800-1500 m.","Nepal, Assam-Burma, S Asia, E Asia and Australasia."
NEP00042,wfo-0001301527,Cupressus torulosa D.Don ex Lamb.,Descr. Pinus 2: 18. 1824.,"sf7] w'kL, /fh ;Nnf","Kathe dhupi, Raj salla","W, C Nepal: 1300-3500 m.","Nepal, W Himalaya and Tibetan Plateau."
NEP00049,wfo-0000735441,Juniperus communis L. var. saxatilis Pall.,"Fl. Ross. 1(2): 12, f. 54. 1788.",w'kL,Dhupi,"W, C Nepal: 2700-4100 m.","Nepal, W Himalaya, E Asia, C Asia, SW Asia, Europe and N America."
NEP00051,wfo-0001428098,Juniperus indica Bertol. var. indica,"Misc. Bot. 23: 16, pl. 1. 1862.",w'kL,Dhupi,"W, C, E Nepal: 2100-4500 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP00053,wfo-0001382735,Juniperus indica Bertol. var. caespitosa Farjon,Monogr. Cupressaceae & Sciadopitys 313. 2005.,,,W Nepal: 3700-3800 m.,"Nepal, E Himalaya and Tibetan Plateau."
NEP00054,wfo-0000354978,Juniperus recurva Buch.-Ham. ex D.Don,Prodr. Fl. Nepal. 55. 1825.,"w'kL, e}?Fu w'kL","Dhupi, Bhairung dhupi","W, C, E Nepal: 1900-4600 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia."
NEP00058,wfo-0000354992,Juniperus semiglobosa Regel,"Trudy Imp. S.-Peterburgsk. Bot. Sada, prepr. 6: 487. 1879. ",w'kL ,Dhupi,"W, C Nepal: 2900-4000 m.","Nepal, W Himalaya, Tibetan Plateau, E Asia, C Asia and SW Asia."
NEP00061,wfo-0000354918,Juniperus squamata Buch.-Ham. ex D.Don,Descr. Pinus 2: 17. 1824. ,w'kL,Dhupi,"W, C, E Nepal: (2400-)3000-4500 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma and E Asia."
NEP00063,wfo-0000408632,Taxus contorta Griff.,Itin. Pl. Khasyah Mts. 351. 1848.,l;ª\uL,Singi,"W, C Nepal: 2000-3500 m. ","Nepal, W Himalaya, Tibetan Plateau and SW Asia."
NEP00066,wfo-0000459404,Taxus mairei (Lemée & H.Lév.) S.Y.Hu,Illustr. Native & Introd. Lign. Pl. Taiwan 1: 16. 1960. ,l;ª\uL ,Singi,C Nepal: 1800-2500 m.,"Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia."
NEP00070,wfo-0000409081,Taxus wallichiana Zucc.,Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. 3: 803. 1843. ,"nf}7 ;Nnf, ad]{ ;Nnf, 9]ª\u|] ;Nnf","Lauth salla, Burme salla. Dhengre salla","C, E Nepal: 1900-3500 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia."
NEP00072,wfo-0000683330,Euryale ferox Salisb.,Ann. Bot. 2: 74. 1805.,dvfgf,Makhana,E Nepal: 100-500 m.,"Nepal, W Himalaya, Assam-Burma, S Asia and E Asia."
NEP00073,wfo-1200024889,Nymphaea nouchali N.L.Burm. var. nouchali,Fl. Ind. 120. 1768.,lgn sdn,Nil kamal,"W, C Nepal: 100-1000 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Australasia."
NEP00075,wfo-0000737412,Nymphaea nouchali N.L.Burm. var. versicolor (Sims) R.Ansari & Jeeja,Waterlilies India 56. 2009. ,lgn sdn ,Nil kamal,E Nepal: 200 m.,"Nepal, Assam-Burma, S Asia and SE Asia. "
NEP00078,wfo-0000382124,Nymphaea pubescens Willd.,Sp. Pl. 2: 1154. 1799.,sdn ,Kamal,W Nepal: 100-200 m. ,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia. "
NEP00080,wfo-0001086849,Nymphaea rubra Roxb. ex Salisb.,"Parad. Lond. 1. sub t. 14. 1805,",,,E Nepal: 100-300 m (Naturalized in Nepal).,Native of SE Asia.
NEP00081,wfo-0000380763,Nymphaea tetragona Georgi,Bemerk. Reise Russ. Reich 1: 220. 1775.,,,"W, E Nepal: 100-2100 m. ","Nepal, W Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, N Asia, C Asia, Europe and N America. "
NEP00083,wfo-0000357309,Kadsura heteroclita (Roxb.) Craib,Fl. Siam. 28. 1925.,,,"C, E Nepal: 1500-2000 m.","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00085,wfo-0000495107,Schisandra grandiflora (Wall.) Hook.f. & Thomson,Fl. Brit. India. 1: 44. 1872.,"l;Fu6f, l;u'G6f nx/f ","Singato, Sigunta lahara","W, C, E Nepal: 1500-3400 m.","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP00088,wfo-0000495135,Schisandra neglecta A.C.Sm.,Sargentia 7: 127. 1947.,,,"C, E Nepal: 1700-3100 m.","Nepal, E Himalaya, Assam-Burma, S Asia and E Asia. "
NEP00090,wfo-0000495084,Schisandra propinqua (Wall.) Baill.,Fl. Brit. India 1: 45. 1872.,kx]Fnf] l;Fu6f] ,Pahenlo singato,"W, C, E Nepal: 1600-2200 m.","W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia."
NEP00092,wfo-0000725055,Houttuynia cordata Thunb.,"Kongl. Vetensk. Acad. Nya Handl. 4: 149, pl. 5. 1783. ",ug] ,Gane,"W, C, E Nepal: 1300-2500 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia."
NEP00094,wfo-0001094052,Peperomia heyneana Miq.,Syst. Piperac. 123. 1843.,,,"C, E Nepal: 800-2600 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and E Asia. "
NEP00095,wfo-0000477971,Peperomia pellucida (L.) Kunth,Nov. Gen. 1: 64. 1816.,ntk6],Latpate,"W, C, E Nepal: 60-2000 m (Naturalized in Nepal).","Native of Tropical Africa, Tropical and Subtropical America. "
NEP00097,wfo-0000479217,Peperomia tetraphylla Hook. & Arn.,Bot. Beechey Voy. 97. 1832.,,,"W, C, E Nepal: 1000-2500 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, SE Asia, Africa, N and S America. "
NEP00101,wfo-0001094092,Piper boehmeriifolium (Miq.) Wall. ex C.DC.,Prodr. 16(1): 348. 1869. ,"7""nf] lkKnf, nfdf] lkKnf ","Thulo pipla, Lamo pipla","C, E Nepal: 300-1500 m.","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00103,wfo-0001094114,Piper pedicellatum C.DC. ,J. Bot. 4: 164. 1866.,,,,
NEP00104,wfo-0000486013,Piper longum L.,Sp. Pl. 1: 29. 1753. ,"lkKnf, uh lkKnf ","Pipla, Gaj pipla","W, C, E Nepal: 100-800 m. ","Nepal, E Himalaya, S Asia, E Asia and SE Asia. "
NEP00105,wfo-0001094058,Piper mullesua Buch.-Ham. ex D.Don,Prodr. Fl. Nepal. 20. 1825.,kxf8L kfg ,Pahadi pan,"W, C, E Nepal: 400-2500 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP00109,wfo-0000486372,Piper peepuloides Roxb.,Fl. Ind. 1: 157. 1820. ,jg lkKnf ,Ban pipla,"C, E Nepal: 400-2000 m. ","Nepal, E Himalaya, Assam-Burma and S Asia. "
NEP00112,wfo-0001248365,Piper rhytidocarpum Hook.f.,Fl. Brit. India. 5: 92. 1886.,,,E Nepal: 1600 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and S Asia."
NEP00113,wfo-0001248440,Piper suipigua Buch.-Ham. ex D.Don,Prodr. Fl. Nepal. 20. 1825.,,,"W, C, E Nepal: 200-2000 m. ","Nepal, E Himalaya, Assam-Burma, S Asia and E Asia. "
NEP00115,wfo-0001094083,Piper wallichii (Miq.) Hand.-Mazz.,Symb. Sin. 7: 155. 1929.,6fË,Tang: Chepang,"C, E Nepal: 100-2800 m. ","Nepal, E Himalaya, Assam-Burma, S Asia and E Asia. "
NEP00118,wfo-0000547501,Aristolochia acuminata Lam.,Encycl. 1: 254. 1783.,,,E Nepal: 1000-2500 m. ,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia. "
NEP00121,wfo-0000547854,Aristolochia griffithii Hook.f. & Thomson ex Duch.,Prodr. 15(1): 437. 1864. ,"O{Zj/L, lzjlnª\uL, e}F;L nx/f","Ishwari, Shivalingi, Bhainsi lahara","W, C, E Nepal: 1300-2900 m. ","Nepal, E Himalaya, Tibetan Plateau and Assam-Burma. "
NEP00124,wfo-0000548101,Aristolochia nakaoi F.Maek.,Acta Phytotax. Geobot. 15(6): 173. 1954.,,,C Nepal: 2200 m.,Nepal and E Himalaya.
NEP00126,wfo-0000548211,Aristolochia platanifolia (Klotzsch) Duch.,Prodr. 15(1): 437. 1864. ,,,E Nepal: 1900-2000 m.,"Nepal, E Himalaya and Assam-Burma."
NEP00128,wfo-0000548243,Aristolochia punjabensis Lace,Bull. Misc. Inform. Kew 1911: 273. 1911. ,e}F;L nx/f,Bhainsi lahara,W Nepal: 1300-2500 m. ,Nepal and W Himalaya.
NEP00130,wfo-0000548292,Aristolochia saccata Wall.,Pl. Asiat. Rar. 2: 2. pl 103. 1830.,,,"W, C Nepal: 2000-2200 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and E Asia. "
NEP00133,wfo-0000550862,Asarum himalaicum Hook.f. & Thomson ex Klotzsch,Monatsber. Königl. Preuss. Akad. Wiss. Berlin 1: 585. 1859.,,,"C, E Nepal: 1300-3100 m.","Nepal, E Himalaya, Tibetan Plateau and E Asia."
NEP00135,wfo-0000724865,Horsfieldia kingii (Hook.f.) Warb.,Nova Acta Acad. Caes. Leop.-Carol. German. Nat. Cur. 68: 308. 1897. ,"jg ;'kf/L, /fdu'jf, ?Gr] kft","Ban supari, Ramguwa, Runche pat",E Nepal: 100-1300 m.,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00137,wfo-0001285885,Knema tenuinervia W.J de Wilde,Blumea 25(2): 405. 1979.,/ftf] enfof] ,Rato bhalayo,E Nepal: 100-1500 m. ,"Nepal, E Himalaya, Assam-Burma, S Asia and E Asia."
NEP00138,wfo-0000233034,Magnolia campbellii Hook.f. & Thomson,Fl. Brit. India 1: 41. 1872.,"k'a]{nL rfFk, 3f]u] rfFk","Purbeli chanp, Ghoge chanp","C, E Nepal: 2000-2800 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP00140,wfo-0000233054,Magnolia champaca (L.) Baill. ex Pierre,Fl. Forest. Cochinch. 1: t. 3. 1880.,";'g rfFk, cf}n] rfFk, l;d'{ ","Sun chanp, Aule chanp, Sirmu","C, E Nepal: 600-1900 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00142,wfo-0000464769,Magnolia doltsopa (Buch.-Ham. ex DC.) Figlar,Proc. Internat. Symp. Fam. Magnoliac. 21. 2000.,/fgL rfFk,Rani chanp,"C, E Nepal: 1900-2600 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and E Asia."
NEP00145,wfo-0000233165,Magnolia globosa Hook.f. & Thomson,Fl. Ind. 1: 77. 1855.,"v'ls rfFk, nfnL rfFk","Khuki chanp, Lali chanp",E Nepal: 2800-3400 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP00147,wfo-0000233202,Magnolia hodgsonii (Hook.f. & Thomson) H.Keng,Gard. Bull. Singapore 31(2): 129. 1978.,efn' sf7,Bhalu kath,"C, E Nepal: 900-1900 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00149,wfo-0000233214,Magnolia insignis Wall.,"Tent. Fl. Napal. 1: 3, pl. 1. 1824.",jg sdn,Ban kamal,C Nepal: 1300-2700 m. ,"Nepal, W Himalaya, Assam-Burma, E Asia and SE Asia. "
NEP00151,wfo-0000464882,Magnolia kisopa (Buch.-Ham. ex DC.) Figlar,Proc. Internat. Symp. Fam. Magnoliac. 22. 2000. ,jg rfFk,Ban chanp,"W, C, E Nepal: 1000-3000 m.","Nepal, W Himalaya, E Himalaya and Tibetan Plateau. "
NEP00154,wfo-0000464912,Magnolia lanuginosa (Wall.) Figlar & Noot.,Blumea 49(1): 96. 2004. ,"uf]un rfFk, ;'g rDkf","Gogal chanp, Sun champa","C, E Nepal: 300-2100 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP00158,wfo-0000527383,Alphonsea ventricosa (Roxb.) Hook.f. & Thomson,Fl. Ind. 1: 152. 1855. ,"7]sL kmn, 9]F8' e'mnf","Theki phal, Dhendu jhula",E Nepal: 100-200 m.,"Nepal, Assam-Burma and S Asia. "
NEP00160,wfo-0000549776,Artabotrys hexapetalus (L.f.) Bhandari,Baileya 12(4): 149. 1965.,sgs rDkf ,Kanak champa,"W, C Nepal: 100-1300 m (Cultivated/ naturalized in Nepal). ",Native range is S Asia to SE Asia. 
NEP00162,wfo-0000642348,Desmos chinensis Lour.,Fl. Cochinch. 1: 352. 1790.,dfn] nx/f ,Male lahara,"C, E Nepal: 100-600 m.","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00163,wfo-0000691125,Fissistigma bicolor (Roxb) Merr.,Philipp. J. Sci. 15: 131. 1919.,,,E Nepal: 300-400 m.,"Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia."
NEP00168,wfo-0001336655,Miliusa dioeca (Roxb.) Chaowasku & Kessler,Willdenowia 43: 104. 2013.,,,E Nepal: 100-400 m. ,"Nepal, E Himalaya, Assam-Burma and S Asia. "
NEP00171,wfo-0000372967,Miliusa macrocarpa Hook.f. & Thomson,Fl. Ind. 1(2): 150. 1855.,sfnL sf7 ,Kali kath,E Nepal: 1200-1700 m. ,"Nepal, E Himalaya and Assam-Burma."
NEP00172,wfo-0000372954,Miliusa tomentosa (Roxb.) J.Sinclair,Gard. Bull. Singapore 14: 378. 1955.,"s/L, sfnL","Kari, Kali",W Nepal: 100-1300 m.,S Asia. 
NEP00175,wfo-0000372950,Miliusa velutina (Dunal) Hook.f. & Thomson,Fl. Ind. 1. 151. 1855.,kfFb/L ,Pandari,"C, E Nepal: 100-500 m.","Nepal, Assam-Burma, S Asia and SE Asia. "
NEP00177,wfo-0001066143,Polyalthia suberosa (Roxb.) Thwaites,Enum. Pl. Zeyl. 398. 1864.,jg ;'kf8L,Ban supadi,E Nepal: 100-200 m.,"Nepal, Assam-Burma, S Asia, E Asia and SE Asia."
NEP00179,wfo-0001066584,Uvaria hamiltonii Hook.f. & Thomson,Fl. Ind. 1: 96. 1855. ,"/a' nx/f, sfnL nx/f","Rabu lahara, Kali lahara","C, E Nepal: 300-600 m.","Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia. "
NEP00180,wfo-0000519391,Actinodaphne angustifolia (Blume) Nees,Pl. Asiat. Rar. 3: 31. 1832.,"emfFqmL sf7, nfDkft] ","Jhankri kath, Lampate","C, E Nepal: 400-1100 m.","Nepal, E Himalaya and Assam-Burma. "
NEP00183,wfo-0000519474,Actinodaphne longipes Kosterm.,Reinwardtia 9: 98. 1974.,dl;gf] vk6],Masino khapate,"C, E Nepal: 1600-2600 m. ","Nepal, E Himalaya and Assam-Burma."
NEP00185,wfo-0000519504,Actinodaphne obovata (Nees) Blume,Mus. Bot. 1(22): 342. 1851. ,,,"C, E Nepal: 300-1600 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00188,wfo-0000519529,Actinodaphne reticulata Meisn.,Prodr. 15(1): 212. 1864.,,,C Nepal: 2000-2700 m.,Nepal and Assam-Burma.
NEP00189,wfo-0000519548,Actinodaphne sikkimensis Meisn.,Prodr. 15(1): 213. 1864.,vk6] ,Khapate,"C, E Nepal: 1500-2700 m. ","Nepal, E Himalaya, Assam-Burma and SE Asia."
NEP00190,wfo-0000561970,Beilschmiedia lucidula (Miq.) Kosterm.,Reinwardtia 8: 23. 1970.,,,"C, E Nepal: 1000-2000 m.","Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia."
NEP00193,wfo-0001070351,Beilschmiedia roxburghiana Nees,Pl. Asiat. Rar. 2: 69. 1831.,"7""nf] tfl;{Ë",Thulo tarsing,E Nepal: 200-400 m. ,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and SE Asia. "
NEP00195,wfo-0000604917,Cinnamomum bejolghota (Buch.-Ham.) Sweet,Hort. Brit. 344. 1827. ,"l;GsfpnL, a8f l;Fuf]nL, dl/r] dfnflu/L","Sinkauli, Bada singoli, Mariche malagiri",E Nepal: 1200-2400 m.,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00198,wfo-0000605088,Cinnamomum glanduliferum (Wall.) Meisn.,Prodr. 15(1): 25. 1864. ,"l;GsfpnL, dfnflu/L, ;'uGw sf]lsnf","Sinkauli, Malagiri, Sugandha kokila","W, C, E Nepal: 700-2600 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00203,wfo-0000605129,Cinnamomum impressinervium Meisn.,Prodr. 15(1): 21. 1864.,,,"C, E Nepal: 1700-2100 m.","Nepal, E Himalaya, Assam-Burma, S Asia and E Asia. "
NEP00205,wfo-0000605467,Cinnamomum tamala (Buch.-Ham.) T.Nees & Eberm.,Handb. Med. Pharm. Bot. 2: 426. 1831.,t]hkft,Tejpat,"W, C, E Nepal: 400-2300 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00209,wfo-0000605474,Cinnamomum tenuipile Kosterm.,Reinwardtia 8: 74. 1970. ,;'uGw sf]lsnf,Sugandha kokila,"W, E Nepal: 90-2500 m. ","Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia."
NEP00211,wfo-0000627764,Cryptocarya amygdalina Nees,Pl. Asiat. Rar. 2: 69. 1831. ,,,"C, E Nepal: 100-1600 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and SE Asia. "
NEP00214,wfo-0000652739,Dodecadenia grandiflora Nees,Pl. Asiat. Rar. 2: 63. 1831. ,"g]kfnL bfnlrgL, sfpn]","Nepali dalchini, Kaule","W, C, E Nepal: 600-3400 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP00218,wfo-0001070755,Lindera assamica (Meisn.) Kurz,Forest Fl. Burma 2: 308. 1877. ,,,"C, E Nepal: 2000-2800 m. ","Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia. "
NEP00220,wfo-0001070359,Lindera bootanica Meisn.,Prodr. 15(1): 245. 1864. ,,,E Nepal: 1800-2000 m. ,Nepal and E Himalaya.
NEP00222,wfo-0001070861,Lindera nacusua (D.Don) Merr.,Lingnan Sci. J. 15: 419. 1936.,kx]Fnf] vk6],Pahenlo khapate,"W, C, E Nepal: 1200-2700 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia."
NEP00226,wfo-0001070756,Lindera neesiana (Wall. ex Nees) Kurz,Forest Fl. Burma 2: 309. 1877. ,"l;n l6d'/, 7]sL k""mn","Sil timur, Theki phul","C, E Nepal: 800-2900 m. ","Nepal, E Himalaya, Assam-Burma and E Asia. "
NEP00229,wfo-0001071991,Lindera obtusiloba Blume var. heterophylla (Meisn.) H.P.Tsui,Fl. Reipubl. Popularis Sin. 31: 416. 1982. ,,,"C, E Nepal: 1900-3200 m.","Nepal, E Himalaya, Tibetan Plateau and E Asia."
NEP00233,wfo-0001071996,Lindera pulcherrima (Nees) Benth. ex Hook.f.,Fl. Brit. India 5: 185. 1886. ,"k'm;'/], v/fg]","Fusure), Kharane","W, C, E Nepal: 700-3600 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. "
NEP00237,wfo-0000365274,Litsea chartacea (Wall. ex Nees) Hook.f.,Fl. Brit. India 5: 170. 1886.,,,C Nepal: 1500-1800 m.,"Nepal, E Himalaya, Assam-Burma and SE Asia. "
NEP00239,wfo-0000365367,Litsea cubeba (Lour.) Pers.,Syn. Pl. 2(1): 4. 1806. ,l;n l6d'/,Sil timur,"C, E Nepal: 1000-2700 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia."
NEP00243,wfo-0000365304,Litsea doshia (D.Don) Kosterm.,J. Sci. Res. (Jakarta) 1: 90. 1952. ,"kx]FnL, sf7] sfpnf]","Pahenli, Kathe kaulo","W, C, E Nepal: 300-2900 m.",Nepal and E Himalaya.
NEP00248,wfo-0001070382,Litsea elongata (Nees) Hook.f.,Fl. Brit. India. 5: 165. 1886.,,,"C, E Nepal: 1500-3700 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia."
NEP00251,wfo-0000365695,Litsea glutinosa (Lour.) C.B.Rob.,"Philipp. J. Sci., C 6: 321. 1911.",d]bf,Meda,"C, E Nepal: 100-1700 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia. "
NEP00254,wfo-0000365726,Litsea hookeri (Meisn.) D.G.Long,Notes Roy. Bot. Gard. Edinburgh 41(3): 510. 1984. ,,,"C, E Nepal: 200-900 m. ","Nepal, E Himalaya, Assam-Burma and SE Asia."
NEP00258,wfo-0001070298,Litsea kingii Hook.f.,Fl. Brit. India 5: 156. 1886. ,,,E Nepal: 1900-2900 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP00259,wfo-0000365805,Litsea monopetala (Roxb.) Pers.,Syn. Pl. 2(1): 4. 1806.,"s'6ld/f], sbd]/f]","Kutmiro, Kadmero","W, C, E Nepal: 80-2100 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00263,wfo-0001070307,Litsea panamanja (Buch.-Ham. ex Nees) Hook.f.,Fl. Brit. India 5: 175. 1886.,,,E Nepal: 700-800 m. ,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia."
NEP00266,wfo-0001070313,Litsea salicifolia (Roxb. ex Nees) Hook.f.,Fl. Brit. India 5: 167. 1886.,kx]FnL,Pahenli,"C, E Nepal: 100-1700 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00269,wfo-0001070314,Litsea sericea (Wall. ex Nees) Hook.f.,Fl. Brit. India 5: 156. 1886. ,kx]Fn],Pahenle,"C, E Nepal: 1300-3900 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP00271,wfo-0000373703,Machilus clarkeana King ex Hook.f.,Fl. Brit. India 5: 137. 1886.,;]tf] sfpnf],Seto kaulo,"W, C, E Nepal: 100-2900 m. ","Nepal, E Himalaya and Assam-Burma. "
NEP00275,wfo-0001071296,Machilus duthiei King ex Hook.f.,Fl. Brit. India 5: 861. 1890.,"sf7] sfpnf], dflxnf] sfpnf]","Kathe kaulo, Mahilo kaulo","W, C, E Nepal: 1500-3200 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia. "
NEP00277,wfo-0001071297,Machilus gamblei King ex Hook.f.,Fl. Brit. India 5. 138. 1886.,"lrKn] sfpnf], sf7] sfpnf]","Chiple kaulo, Kathe kaulo","W, C, E Nepal: 100-2400 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP00280,wfo-0001285957,Machilus glaucescens (Nees) Wight,Icon. Pl. Ind. Orient. 5(2): 12. 1852.,,,"C, E Nepal: 100-2400 m. ","Nepal, E Himalaya, Assam-Burma, S Asia and E Asia."
NEP00285,wfo-0001071298,Machilus odoratissima Nees,Pl. Asiat. Rar. 2: 70. 1831.,"ef6] sfpnf], ;]tf] sfpnf]","Bhate kaulo, Seto kaulo","W, C, E Nepal: 300-2200 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia and SE Asia. "
NEP00288,wfo-0000373759,Machilus pubescens Blume,Mus. Bot. Lugd.-Bat. 1(21): 330. 1851.,,,C Nepal: 100-2500 m.,Endemic to Nepal. 
NEP00290,wfo-0000373769,Machilus sericea (Nees) Blume,Mus. Bot. 1: 330. 1851. ,,,"W, C Nepal: 200-2500 m. ",Nepal and E Himalaya.
NEP00293,wfo-0001071566,Neocinnamomum caudatum (Nees) Merr.,Contr. Arnold Arbor. 8: 64. 1934. ,,,"C, E Nepal: 900-2600 m. ","Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia."
NEP00296,wfo-0001244725,Neolitsea cuipala (D.Don) Kosterm.,Bull. Bot. Surv. India 10(3-4): 287. 1969.,sNr],Kalche,"C, E Nepal: 900-2100 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia and SE Asia. "
NEP00301,wfo-0000381609,Neolitsea foliosa (Nees) Gamble,Fl. Madras 2(7): 1240. 1925.,,,"C, E Nepal: 1500-3500 m. ","Nepal, E Himalaya and Assam-Burma."
NEP00304,wfo-0001071951,Neolitsea pallens (D.Don) Momiy. & H.Hara,J. Jap. Bot. 47(9): 269. 1972.,"ds} sf7, vk6]","Makai kath, Khapate","W, C, E Nepal: 1700-3500 m.","Nepal, W Himalaya and Tibetan Plateau. "
NEP00306,wfo-0001070417,Phoebe attenuata (Nees) Nees,Syst. Laur. 104. 1836.,,,E Nepal: 900-1600 m. ,"Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia. "
NEP00309,wfo-0001071102,Phoebe cathia (D.Don) Kosterm.,Nat. Hist. Bull. Siam Soc. 25(3-4): 44. 1975.,,,C Nepal: 1300-1900 m.,"Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia."
NEP00314,wfo-0000465756,Phoebe hainesiana Brandis,Hooker’s Icon. Pl. 2803. 1906.,,,"C, E Nepal: 1300-1600 m. ",Nepal and E Himalaya.
NEP00315,wfo-0001070428,Phoebe lanceolata (Nees) Nees,Syst. Laur. 109. 1836.,emfFqmL sf7,Jhankri kath,"W, C, E Nepal: 100-2900 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia."
NEP00319,wfo-0001070433,Phoebe pallida (Nees) Nees,Syst. Laur. 112. 1836.,,,C Nepal: 900-2000 m. ,"Nepal, Assam-Burma, S Asia and SE Asia."
NEP00322,wfo-0000603083,Chloranthus elatior Link,Enum. Hort. Berol. Alt. 1: 140. 1821. ,,,C Nepal: 900-2000 m. ,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
