LocalID,WFOID,scientificName,Publishedin,Devnagari,transliteration,Ecology,Distribution
NEP10763,wfo-0000098055,Anaphalis nepalensis (Spreng.) Hand.-Mazz. var. nepalensis,Symb. Sin. 7: 1099. 1936. ,,,"W, C, E Nepal: 2700-4700 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia."
NEP10769,wfo-0000106599,Anaphalis nepalensis (Spreng.) Hand.-Mazz. var. corymbosa (Bureau & Franch.) Hand.-Mazz.,Acta Horti Gothob. 12(9): 239. 1938.,,,C Nepal: 3400-3800 m. ,"Nepal, E Himalaya and E Asia."
NEP10772,wfo-0000099717,Anaphalis nepalensis (Spreng.) Hand.-Mazz. var. monocephala (DC.) Hand.-Mazz. ,Acta Horti Gothob. 12(9): 239. 1938.,,,"W, C, E Nepal: 3500-5300 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and SW Asia."
NEP10776,wfo-0000116230,Anaphalis rhododactyla W.W.Sm. ,Notes Roy. Bot. Gard. Edinburgh 10(49-50): 169. 1918. ,,,C Nepal: 3500-4400 m. ,"Nepal, Tibetan Plateau and E Asia."
NEP10777,wfo-0000125545,Anaphalis royleana DC. ,Prodr. 6: 272. 1838. ,,,"W, C, E Nepal: 2600-4300 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and Assam-Burma."
NEP10779,wfo-0001429109,Anaphalis sinica Hance var. alata (Maxim.) S.X.Zhu & R.J.Bayer,Fl. China 20-21: 803. 2011.,,,"W, C Nepal: 2700-3800 m. ",Nepal and E Asia.
NEP10781,wfo-0000004294,Anaphalis subumbellata C.B.Clarke ,Compos. Ind. 104. 1876.,,,C Nepal: 1800-4300 m. ,Nepal and E Himalaya.
NEP10782,wfo-0000094888,Anaphalis tenella DC. ,Prodr. 6: 273. 1838. ,,,"W, C, E Nepal: 3500-4600 m. ",Nepal and E Himalaya.
NEP10783,wfo-0000030109,Anaphalis triplinervis (Sims) C.B.Clarke ,Compos. Ind. 105. 1876. ,"a'sL k""mn, kmf];f]/f];fg\ ","Buki phool, Fosorosan","W, C, E Nepal: 1000-3600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and SW Asia. "
NEP10785,wfo-0000039905,Anaphalis virgata Thomson ,Compos. Ind. 107. 1876.,,,W Nepal: 2700-3200 m.,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, N Asia, C Asia and SW Asia."
NEP10786,wfo-0000125603,Anaphalis xylorhiza Sch.Bip. ex Hook.f. ,Fl. Brit. India 3: 281. 1881.,e'mnf] ,Jhulo,"W, C, E Nepal: 2400-5500 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau."
NEP10787,wfo-0000117200,Anaphalis yunnanensis (Franch.) Diels,Notes Roy. Bot. Gard. Edinburgh 7: 337. 1912.,,,"W, C, E Nepal: 2800-4700 m. ",Nepal and E Asia.
NEP10789,wfo-0000095986,Arctium lappa L. ,Sp. Pl. 2: 816. 1753. ,"s'of{, s'/f] ","Kurya, Kuro","W, C Nepal: 2100-3800 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia, N Asia, C Asia, SW Asia and Europe. "
NEP10790,wfo-0000134690,Artemisia biennis Willd. ,Sp. Pl. (ed. 4) 3(1): 338. 1800.,,,"W, C, E Nepal: 2900-4600 m. ","Nepal, W Himalaya, S Asia, SW Asia, Europe and N America."
NEP10792,wfo-0000070965,Artemisia campbellii Hook.f. & Thomson ex C.B.Clarke ,Compos. Ind. 164. 1876. ,,,C Nepal: 3000-4500 m. ,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP10793,wfo-1200027087,Artemisia caruifolia Buch.-Ham. ex Roxb.,Fl. Ind. 3: 422. 1832.,,,"W, C Nepal: 3900-4600 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP10794,wfo-0000100620,Artemisia dubia Wall. ex Besser var. dubia,Nouv. Mém. Soc. Imp. Naturalistes Moscou 39. 1833. ,ltt]kftL ,Titepati,"W, C, E Nepal: 1200-3400 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. "
NEP10795,wfo-0000066589,Artemisia dubia Wall. ex Besser var. subdigitata (Mattf.) Y.R.Ling ,Kew Bull. 42(2): 445. 1987.,,,"W, C Nepal: 2200-3000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP10797,wfo-0000046487,Artemisia hedinii Ostenf. ,"S. Tibet, Bot. 6(3): 41. 1922.",kftL ,Pati,"W, C Nepal: 2900-4600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, N Asia, E Asia and C Asia."
NEP10799,wfo-0000115300,Artemisia incisa Pamp. ,"Nuovo Giorn. Bot. Ital. ser. 2, 33: 456. 1926.",,,C Nepal: 2800-2900 m. ,"Nepal, W Himalaya, Tibetan Plateau and SW Asia."
NEP10800,wfo-0000747726,Artemisia indica Willd. ,"Artemisia indica Willd., Sp. Pl. (ed. 4) 3(3): 1846. 1803. ",ltt]kftL ,Titepati,"W, C, E Nepal: 300-4600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. "
NEP10805,wfo-0000078296,Artemisia japonica Thunb. ,Nova Acta Regiae Soc. Sci. Upsal. 3: 209. 1780. ,ltt]kftL ,Titepati,"W, C, E Nepal: 1500-2900 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia, SE Asia, N Asia and SW Asia."
NEP10807,wfo-0000131723,Artemisia minor Jacquem. ex Besser ,Bull. Soc. Imp. Naturalistes Moscou 9: 22. 1836.,,,C Nepal: 4500 m. ,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and N Asia."
NEP10809,wfo-0000061594,Artemisia moorcroftiana Wall. ex DC. ,Prodr. 6: 117. 1837. ,,,"C, E Nepal: 2300-4600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia."
NEP10810,wfo-0001328999,Artemisia mustangensis Yonek.,Fl. Mustang [Nepal] 339. 2008.,,,C Nepal: 2500-3700 m. ,Endemic to Nepal.
NEP10812,wfo-0000109242,Artemisia myriantha Wall. ex Besser var. myriantha,Nouv. Mém. Soc. Imp. Naturalistes Moscou 3: 51. 1834.,,,"W, C Nepal: 200-1600 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, E Asia and SE Asia."
NEP10815,wfo-0000098254,Artemisia myriantha Wall. ex Besser var. pleiocephala (Pamp.) Y.-R.Ling ,Kew Bull. 42(2): 446. 1987.,,,C Nepal: 800-2600 m. ,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia. "
NEP10817,wfo-0001329000,Artemisia nepalica Yonek.,Fl. Mustang [Nepal] 346. 2008.,,,C Nepal: 3000-3700 m. ,Endemic to Nepal.
NEP10818,wfo-0000062685,Artemisia roxburghiana Besser var. roxburghiana,Bull. Soc. Imp. Naturalistes Moscou 9: 57. 1836. ,kftL ,Pati,"W, C Nepal: 2000-5600 m. ","Nepal, W Himalaya, Tibetan Plateau, E Asia and SE Asia."
NEP10820,wfo-0001426677,Artemisia roxburghiana Besser var. purpurascens (Jacq. ex Besser) Hook.f. ,Fl. Brit. India 3: 326. 1881.,,,"W, C Nepal: 2600-4300 m. ","Nepal, W Himalaya, Tibetan Plateau and E Asia."
NEP10822,wfo-0000043465,Artemisia rutifolia Steph. ex Spreng. ,Syst. Veg. (ed. 16) 3: 488. 1826.,,,C Nepal: 2600-4500 m.,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, N Asia, C Asia and SW Asia."
NEP10825,wfo-0000081609,Artemisia sieversiana Ehrh. ex Willd. ,Sp. Pl. (ed. 4) 3(3): 1845. 1803.,"u'Xo kftL, bfdgf ","Guhya pati, Damana","W, C Nepal: 1000-4300 m.","Nepal, W Himalaya, Tibetan Plateau, E Asia, N Asia, C Asia, SW Asia and Europe."
NEP10826,wfo-0000053676,Artemisia stricta Edgew.,Trans. Linn. Soc. London 20(1): 73. 1846.,l6d'/] kftL ,Timure pati,"W, C, E Nepal: 2100-5000 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia, N Asia and C Asia."
NEP10828,wfo-0000073061,Artemisia thellungiana Pamp. ,"Nuovo Giorn. Bot. Ital. ser. 2, 33: 457. 1926.",,,"W, C, E Nepal: 1900-3600 m. ","Nepal, E Himalaya and Tibetan Plateau and E Asia."
NEP10830,wfo-0000139349,Artemisia tukuchaensis Kitam.,Acta Phytotax. Geobot. 30(4-6): 127. 1979.,,,"W, C Nepal: 2500-3700 m. ",Nepal and E Himalaya. 
NEP10831,wfo-0000017371,Artemisia verlotiorum Lamotte ,Compt. Rend. Assoc. Franc. Avancem. Sci. 5: 513. 1876. ,,,"C, E Nepal: 100-3300 m. ","Nepal, W Himalaya, E Himalaya, S Asia and E Asia."
NEP10832,wfo-0000083111,Artemisia vestita Wall. ex Besser ,Nouv. Mém. Soc. Imp. Naturalistes Moscou 3: 25. 1834. ,,,"W, C Nepal: 2200-4800 m.","Nepal, W Himalaya, Tibetan Plateau, E Asia and N Asia. "
NEP10834,wfo-0000126820,Askellia flexuosa (Ledeb.) W.A.Weber,Phytologia 55(1): 6. 1984.,,,C Nepal: 1500-3100 m. ,"Nepal, W Himalaya, Tibetan Plateau, E Asia, N Asia, C Asia and SW Asia."
NEP10837,wfo-0000111942,Aster ageratoides Turcz. var. ageratoides,Bull. Soc. Imp. Naturalistes Moscou 7: 154. 1837. ,,,"W, C, E Nepal: 1500-3700 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia."
NEP10839,wfo-0001389705,Aster ageratoides Turcz. var. alatopetiolatus (Kitam.) S.Kitam.,Acta Phytotax. Geobot. 41(1-3): 87. 1990.,,,"W, C, E Nepal: 1500-3400 m. ","Nepal, E Himalaya, Assam-Burma and SE Asia. "
NEP10841,wfo-0000061126,Aster altaicus Willd. ,Enum. Pl. 2: 881. 1809. ,,,"W, C Nepal: 3500-4200 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia, N Asia, C Asia and SW Asia."
NEP10843,wfo-0000073812,Aster albescens (DC.) Wall. ex Hand.-Mazz. ,Acta Horti Gothob. 12: 205. 1938.,n'ulds ,Lugmik: Tibetan,"W, C, E Nepal: 1500-4600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP10845,wfo-0000086616,Aster barbellatus Grierson,Notes Roy. Bot. Gard. Edinburgh 26(1): 119. 1964. ,Dx]Gbf] ,Mhendo: Tamang,"W, C, E Nepal: 2400-4700 m.","Nepal, E Himalaya and Tibetan Plateau."
NEP10846,wfo-0000122237,Aster crenatifolius Hand.-Mazz.,Symb. Sin. 7: 1092. 1936.,,,"W, C Nepal: 3600-3700 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia."
NEP10848,wfo-0000026882,Aster diplostephioides (DC.) Benth. ex C.B.Clarke ,Compos. Ind. 45. 1876. ,"cfFv] k""mn ",Ankhe phool,"W, C, E Nepal: 2700-4900 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia. "
NEP10850,wfo-1200027096,Aster falconeri Hutch. subsp. nepalensis Grierson,Notes Roy. Bot. Gard. Edinburgh 64(1): 141. 1964.,"tf/] k""mn ",Tare phool,"W, C Nepal: 3500-4100 m. ",Nepal and W Himalaya.
NEP10851,wfo-0000080094,Aster flaccidus Bunge ,Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans 2: 599. 1835. ,d]tf]u–n'ulds ,Metog-lugmik: Tibetan,"W, C, E Nepal: 3800-5000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia, SE Asia, N Asia, C Asia and SW Asia. "
NEP10852,wfo-0000133314,Aster heliopsis Grierson,Notes Roy. Bot. Gard. Edinburgh 26(1): 124. 1964. ,,,E Nepal: 3500-4600 m. ,"Nepal, W Himalaya, E Himalaya, E Asia, N Asia, C Asia and SW Asia."
NEP10853,wfo-0000080578,Aster himalaicus C.B.Clarke ,Compos. Ind. 43. 1876.,d]tf]u–n'ulds ,Metog-lugmik: Tibetan,"C, E Nepal: 3500-5200 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. "
NEP10854,wfo-0000116561,Aster indamellus Grierson ,Notes Roy. Bot. Gard. Edinburgh 26: 87. 1964. ,n'ulds ,Lugmik: Tibetan,"W, C Nepal: 2100-4600 m.","Nepal, W Himalaya and Tibetan Plateau. "
NEP10856,wfo-0000044302,Aster peduncularis Wall. ex Nees,Gen. Sp. Aster. 24. 1832.,,,"W, C Nepal: 1500-3100 m. ",Nepal and W Himalaya.
NEP10858,wfo-0001328998,Aster semiprostratus (Grierson) H.Ikeda ,Fl. Mustang [Nepal] 351. 2008. ,,,"W, C Nepal: 2600-4400 m. ","Nepal, W Himalaya and Tibetan Plateau."
NEP10860,wfo-1200027088,Aster sikkimensis Hook.f. ,Bot. Mag. 77: pl. 4557. 1851.,,,E Nepal: 1800-3100 m. ,"Nepal, E Himalaya and Tibetan Plateau."
NEP10861,wfo-0000040743,Aster stracheyi Hook.f. ,Fl. Brit. India 3: 250. 1881.,"cfFv] k""mn ",Ankhe phool,"W, C, E Nepal: 2900-4800 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau. "
NEP10862,wfo-0000029049,Aster tricephalus C.B.Clarke ,Compos. Ind. 43. 1876.,Dx]Gbf];fg ,Mhendosan,"C, E Nepal: 2200-4600 m. ","Nepal, E Himalaya and Tibetan Plateau."
NEP10863,wfo-0000058984,Aster trinervius Roxb. ex D.Don,Prodr. Fl. Nepal. 177. 1825.,"3'lnguf/f], e'lnguf/f] ","Ghulingaro, Bhulingaro","W, C, E Nepal: 1300-2900 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and SE Asia. "
NEP10867,wfo-0001332501,"Aster verticillatus (Reinw.) Brouillet, Semple & Y.L.Chen",Fl. China 20-21: 608. 2011.,,,C Nepal: 1500-2500 m. ,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia."
NEP10869,wfo-0000012342,Baccharoides anthelmintica (L.) Moench,Methodus 578. 1794. ,;f}/fh ,Sauraj,"W, C, E Nepal: 500-2000 m. ","Nepal, W Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Africa. "
