WFOID,Country,LocalID,scientificName,Ecology,Distribution,rights,license,bibliographicCitation,compiler
wfo-0001106301,NP,NEP08359,Primula walshii Craib ,E Nepal: 4000-4600 m. ,"Nepal, E Himalaya, Tibetan Plateau and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000483190,NP,NEP08360,Primula wigramiana W.W.Sm.,E Nepal: 3500-5350 m.,Endemic to Nepal.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001106409,NP,NEP08361,Primula wollastonii Balf.f. ,"C, E Nepal: 3500-5200 m. ",Nepal and Tibetan Plateau.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000582269,NP,NEP08362,Camellia caudata Wall.,C Nepal: 1300-1400 m.,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000582438,NP,NEP08363,Camellia kissii Wall. ,"W, C, E Nepal: 900-3000 m.","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001237310,NP,NEP08365,Schima wallichii (DC.) Korth. ,"C, E Nepal: 500-2100 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141713,NP,NEP08368,Symplocos cochinchinensis (Lour.) S.Moore ,"C, E Nepal: 500-1500 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141776,NP,NEP08371,Symplocos dryophila C.B.Clarke ,"C, E Nepal: 1800-2700 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141562,NP,NEP08372,Symplocos glomerata King ex C.B.Clarke ,E Nepal: 2000-2500 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141690,NP,NEP08373,Symplocos lucida (Thunb.) Siebold & Zucc. ,"W, C, E Nepal: 1300-3400 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000989948,NP,NEP08376,Symplocos paniculata Miq. ,"W, C, E Nepal: 1000-2900 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141790,NP,NEP08380,Symplocos pyrifolia Wall. ex G.Don ,"C, E Nepal: 1000-2200 m. ","Nepal, E Himalaya, Tibetan Plateau and S Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141780,NP,NEP08382,Symplocos racemosa Roxb. ,"W, C, E Nepal: 100-3200 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141768,NP,NEP08383,Symplocos ramosissima Wall. ex G.Don,"W, C, E Nepal: 1400-2900 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141729,NP,NEP08384,Symplocos sumuntia Buch.-Ham. ex D.Don,"W, C, E Nepal: 1400-2800 m. ","Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000644616,NP,NEP08386,Diapensia himalaica Hook.f. & Thomson ,E Nepal: 3500-4000 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000572771,NP,NEP08388,Bruinsmia polysperma (C.B.Clarke) Steenis ,C Nepal: 900-1300 m. ,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000492163,NP,NEP08390,Styrax hookeri C.B.Clarke ,E Nepal: 900-2700 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000492190,NP,NEP08391,Styrax japonicus Siebold & Jucc.,E Nepal: 1500-2600 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001141442,NP,NEP08393,Styrax serrulatus Roxb. ,E Nepal: 300-1200 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000519170,NP,NEP08395,Actinidia callosa Lindl. ,"W, C, E Nepal: 1300-3000 m.","Nepal, E Himalaya and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000519346,NP,NEP08396,Actinidia strigosa Hook.f. & Thomson ,E Nepal: 2300-3000 m.,Nepal and E Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000433343,NP,NEP08397,Saurauia fasciculata Wall.,"C, E Nepal: 200-1100 m. ","Nepal, E Himalaya and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001224545,NP,NEP08398,Saurauia napaulensis DC.,"W, C, E Nepal: 700-2100 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000500955,NP,NEP08400,Saurauia roxburghii Wall. ,E Nepal: 300-1000 m. ,"Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001225014,NP,NEP08401,Saurauia tristyla DC.,"C, E Nepal: 1300-1400 m. ","Nepal, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000523042,NP,NEP08402,Agapetes hookeri (C.B.Clarke) Sleumer ,E Nepal: 1100-2900 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and S Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000523137,NP,NEP08405,Agapetes saligna (Hook.f.) Hook.f. ,E Nepal: 1000-1100 m. ,"Nepal, E Himalaya and Assam-Burma.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000523142,NP,NEP08407,Agapetes serpens (Wight) Sleumer ,"C, E Nepal: 1200-3000 m. ","Nepal, E Himalaya and Tibetan Plateau. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000523146,NP,NEP08409,Agapetes sikkimensis Airy Shaw ,E Nepal: 1000-1100 m. ,Nepal and E Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000523149,NP,NEP08411,Agapetes smithiana Sleumer ,E Nepal: 2000-2800 m. ,Nepal and E Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000589553,NP,NEP08413,Cassiope fastigiata (Wall.) D.Don ,"W, C, E Nepal: 2700-5000 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and Assam-Burma. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000589578,NP,NEP08416,Cassiope selaginoides Hook.f. & Thomson ,"C, E Nepal: 3600-4200 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000668068,NP,NEP08417,Enkianthus deflexus (Griff.) C.K.Schneid. ,E Nepal: 2500-3500 m.,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000695165,NP,NEP08420,Gaultheria fragrantissima Wall.,"W, C, E Nepal: 1200-3600 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000695184,NP,NEP08422,Gaultheria griffithiana Wight ,"C, E Nepal: 2200-3100 m. ","Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000695198,NP,NEP08423,Gaultheria hookeri C.B.Clarke ,"C, E Nepal: 2900-3800 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000695304,NP,NEP08424,Gaultheria nummularioides D.Don,"W, C, E Nepal: 2100-4100 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1000002423,NP,NEP08425,Gaultheria obovata (Airy Shaw) P.W.Fritsch & Lu Lu [264],E Nepal: 3700-4500 m. ,"Nepal, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000695366,NP,NEP08427,Gaultheria pyroloides Hook.f. & Thomson ex Miq. ,"C, E Nepal: 2900-3800 m. ","Nepal, E Himalaya and Assam-Burma.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000695399,NP,NEP08429,Gaultheria semi-infera (C.B.Clarke) Airy Shaw ,E Nepal: 2100-3600 m. ,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000695450,NP,NEP08431,Gaultheria trichophylla Royle ,"W, C, E Nepal: 2700-4500 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001047539,NP,NEP08432,Lyonia ovalifolia (Wall.) Drude ,"W, C, E Nepal: 800-3500 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001221130,NP,NEP08435,Lyonia villosa (Hook.f. & C.B.Clarke) Hand.-Mazz. ,"W, C, E Nepal: 2400-3800 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000376429,NP,NEP08439,Monotropa hypopitys L. ,"W, C, E Nepal: 2200-3700 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia, SE Asia, N Asia, C Asia, Europe, Africa and N America.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000376457,NP,NEP08441,Monotropa uniflora L. ,"C, E Nepal: 1700-2200 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and N America.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000376446,NP,NEP08444,Monotropastrum humile (D.Don) H.Hara ,"C, E Nepal: 2100-3300 m. ","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001048353,NP,NEP08446,Pieris formosa (Wall.) D.Don ,"C, E Nepal: 1700-3500 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001128939,NP,NEP08449,Pyrola asarifolia Michx.,E Nepal: 2800-4200 m. ,"Nepal, E Himalaya, E Asia, N Asia, C Asia, Europe and N America.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200001285,NP,NEP08451,Rhododendron anthopogon D.Don subsp. anthopogon D.Don,"W, C, E Nepal: 3000-5100 m.","Nepal, E Himalaya, Tibetan Plateau and Assam-Burma. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001250623,NP,NEP08452,Rhododendron anthopogon D.Don subsp. hypenanthum (Balf.f.) Cullen,"W, C, E Nepal: 3300-5000 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001229498,NP,NEP08455,Rhododendron arboreum Sm. var. arboreum,"W, C, E Nepal: 1100-4400 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and Assam-Burma. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001275654,NP,NEP08456,Rhododendron arboreum Sm. var. cinnamomeum (Wall. ex G.Don) Lindl. ,"C, E Nepal: 2500-3800 m. ","Nepal, E Himalaya and Tibetan Plateau.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001229499,NP,NEP08460,Rhododendron arboreum Sm. var. roseum Lindl. ,"W, C, E Nepal: 2500-3000 m. ","Nepal, E Himalaya and Tibetan Plateau.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001229605,NP,NEP08463,Rhododendron barbatum Wall. ex G.Don,"W, C, E Nepal: 2400-3600 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001323181,NP,NEP08465,Rhododendron barbatum f. imberbe (Hutch.) H.Hara,,Nepal and W Himalaya,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001230701,NP,NEP08466,Rhododendron camelliiflorum Hook.f. ,E Nepal: 2400-3600 m. ,"Nepal, E Himalaya and Tibetan Plateau.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001229594,NP,NEP08468,Rhododendron campanulatum D.Don subsp. campanulatum,"W, C, E Nepal: 2800-4400 m.","Nepal, W Himalaya, E Himalaya and Tibetan Plateau. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
