WFOID,Country,LocalID,scientificName,Ecology,Distribution,rights,license,bibliographicCitation,compiler
wfo-0001002295,NP,NEP05288,Cotoneaster affinis Lindl.,"W, C, E Nepal: 1100-3900 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001002460,NP,NEP05295,Cotoneaster buxifolius Wall. ex Lindl.,W Nepal: 2200-2900 m. ,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000983377,NP,NEP05297,Cotoneaster frigidus Wall. ex Lindl.,"W, C, E Nepal: 900-3400 m.","Nepal, W Himalaya, E Himalaya and Tibetan Plateau.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1000006657,NP,NEP05298,Cotoneaster hebephyllus Diels,"W, C Nepal: 2000-4100 m.","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000999226,NP,NEP05303,Cotoneaster integrifolius (Roxb.) G.Klotz,"W, C, E Nepal: 1100-3900 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1000006999,NP,NEP05312,Cotoneaster microphyllus Wall. ex Lindl.,"W, C, E Nepal: 900-5400 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001016556,NP,NEP05316,Cotoneaster nitidus Jacques,"W, E Nepal: 2500-2900 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001017159,NP,NEP05309,Cotoneaster poluninii G.Klotz ,,Endemic to Nepal,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1000007043,NP,NEP05322,Cotoneaster racemiflorus (Desf.) K.Koch,"W, C Nepal: 1400-4000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia, N Asia, C Asia and SW Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000988019,NP,NEP05328,Cotoneaster rotundifolius Wall. ex Lindl.,"W, C Nepal: 1200-4300 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001015811,NP,NEP05330,Cotoneaster symondsii Standish ex T.Moore,"W, C, E Nepal: 2900-3800 m.","Nepal, E Himalaya and Assam-Burma.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000988073,NP,NEP05333,Cotoneaster verruculosus Diels,"C, E Nepal: 2600-3800 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1000007177,NP,NEP05338,Dasiphora arbuscula (D.Don) Soják,"W, C, E Nepal: 2700-6000 m.","Nepal, W Himalaya, E Himalaya and Tibetan Plateau. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000991761,NP,NEP05345,Dasiphora fruticosa (L.) Rydb.,"W, C, E Nepal: 2700-4600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia, N Asia, C Asia, SW Asia, Europe and N America. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001003548,NP,NEP05349,Docynia indica (Colebr.) Decne.,E Nepal: 700-2400 m. ,"Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001003548,NP,NEP05351,Eriobotrya dubia (Lindl.) Decne.,C Nepal: 1300-2800 m. ,"Nepal, W Himalaya, E Himalaya and Assam-Burma. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001007328,NP,NEP05353,Eriobotrya elliptica Lindl.,"W, C, E Nepal: 500-2800 m. ",Nepal and Tibetan Plateau.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001004709,NP,NEP05356,Eriobotrya hookeriana Decne.,E Nepal: 1400-2700 m. ,Nepal and E Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1000006749,NP,NEP05357,Filipendula vestita (Wall. ex G.Don) Maxim.,W Nepal: 2200-3200 m. ,"Nepal, W Himalaya, E Asia and SW Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000989952,NP,NEP05359,Fragaria daltoniana J.Gay,"W, C, E Nepal: 2000-4000 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and Assam-Burma. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000983394,NP,NEP05362,Fragaria nilgerrensis Schltdl. ex J.Gay,"C, E Nepal: 1600-4200 m. ","Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000983394,NP,NEP05364,Fragaria nubicola (Hook.f.) Lindl. ex Lacaita,"W, C, E Nepal: 1600-4000 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and SW Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001018054,NP,NEP05367,Geum elatum Wall. ex G.Don f. elatum,"W, C, E Nepal: 2900-4500 m.","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and SW Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316335,NP,NEP05371,Geum elatum Wall. ex G.Don f. rubrum Ludlow,"W, C Nepal: 3000-4500 m. ",Nepal and W Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000983756,NP,NEP05372,Geum roylei Wall. ex F.Bolle,W Nepal: 1900-3500 m.,"Nepal, W Himalaya and SW Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000991664,NP,NEP05373,Geum sikkimense Prain,"C, E Nepal: 3000-4400 m. ",Nepal and E Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000990063,NP,NEP05374,Griffitharia hedlundii (C.K.Schneid.) Rushforth,E Nepal: 2500-3400 m. ,Nepal and E Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000997028,NP,NEP05377,Griffitharia lanata (D.Don) Rushforth,"W, C, E Nepal: 2200-3400 m.","Nepal, W Himalaya and SW Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001017987,NP,NEP05380,"Griffitharia sharmae (M.F.Watson, V.Manandhar & Rushforth) Rushforth","C, E Nepal: 2500-3200 m. ",Endemic to Nepal. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316307,NP,NEP05383,Griffitharia vestita (Wall. ex G.Don) Rushforth,"W, C, E Nepal: 1300-3700 m.","Nepal, W Himalaya and E Himalaya.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001016707,NP,NEP05387,Micromeles rhamnoides Decne.,"C, E Nepal: 2500-3500 m.","Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000990296,NP,NEP05390,Neillia rubiflora D.Don,"C, E Nepal: 1500-3800 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000990312,NP,NEP05391,Neillia thyrsiflora D.Don,"C, E Nepal: 1600-2400 m. ","Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000990312,NP,NEP05393,Neillia velutina Pendry,E Nepal: 2000-2600 m,Nepal and E Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001016472,NP,NEP05394,Photinia integrifolia Lindl.,"W, C, E Nepal: 1300-3000 m.","Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000995607,NP,NEP05397,Photinia nussia (Buch.-Ham. ex D.Don) Kalkman,"W, C Nepal: 900-2500 m.","Nepal, W Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001016609,NP,NEP05401,Potentilla argyrophylla Wall. ex Lehm. var. argyrophylla,"W, C, E Nepal: 3900-4600 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and SW Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000984659,NP,NEP05403,Potentilla argyrophylla Wall. ex Lehm. var. atrosanguinea (Lodd) Hook.f.,"W, C Nepal: 2900-4800 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000990818,NP,NEP05405,Potentilla biflora D.F.K.Schltdl.,"W, C, E Nepal: 3600-5000 m. ","Nepal, W Himalaya, Tibetan Plateau, N Asia, C Asia and N America.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001017599,NP,NEP05406,Potentilla coriandrifolia D.Don,"C, E Nepal: 3600-5600 m. ","Nepal, W Himalaya, E Himalaya and Tibetan Plateau.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001017599,NP,NEP05408,Potentilla eriocarpa Wall. ex Lehm. var. eriocarpa,"W, C, E Nepal: 3500-5100 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001012222,NP,NEP05409,Potentilla eriocarpa Wall. ex Lehm. var. major Kitam.,C Nepal: 3400-3900 m. ,Endemic to Nepal. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000984147,NP,NEP05410,Potentilla griffithii Hook.f.,"W, C, E Nepal: 1600-4000 m. ","Nepal, E Himalaya, Tibetan Plateau and E Asia.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001017593,NP,NEP05414,Potentilla indica (Andrews) Th.Wolf,"W, C, E Nepal: 900-2500 m. ","Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia, SE Asia and SW Asia. ",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000998295,NP,NEP05419,Potentilla makaluensis H.Ikeda & H.Ohba,E Nepal: 4000-4200 m. ,Endemic to Nepal. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000998296,NP,NEP05420,Potentilla × microcontigua H.Ikeda & H.Ohba,E Nepal: 3900 m. ,Nepal.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001004540,NP,NEP05421,Potentilla × micropeduncularis H.Ikeda & H.Ohba,C Nepal: 4100-4300 m. ,Nepal.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316332,NP,NEP05422,Potentilla monanthes Wall. ex Lehm. var. monanthes,"W, C, E Nepal: 900-4800 m. ","Nepal, W Himalaya and E Himalaya.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001316332,NP,NEP05424,Potentilla monanthes Wall. ex Lehm. var. sibthorpioides Hook.f.,"C, E Nepal: 3100-4700 m. ",Nepal and E Himalaya.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
