WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI
wfo-0000740748,ecology,EN,"In tropical evergreen forests 0 to 1,500 m above sea level. ",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740748,Forest Herbarium,All rights reserved,"Smilax blumei. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 230. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00399
wfo-0000740748,distribution,EN,"Thailand, Andaman Islands, Malay Peninsula and western Malesia (Type from Java).",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740748,Forest Herbarium,All rights reserved,"Smilax blumei. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 230. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00399
wfo-0000739239,general,EN,"Stems, branches, lower part of inflorescence axis and sheathing partof petiole densely verruculose and usually sparingly prickly; otherwise as in ssp. bracteata.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000739239,Forest Herbarium,All rights reserved,"Smilax bracteata verruculosa. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 216. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00386
wfo-0000739239,ecology,EN,"Tropical evergreen forest in lower montane regions up to 1,500 m alt.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000739239,Forest Herbarium,All rights reserved,"Smilax bracteata verruculosa. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 216. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00386
wfo-0000739239,distribution,EN,"Thailand, Philippines (type) and Formosa.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000739239,Forest Herbarium,All rights reserved,"Smilax bracteata verruculosa. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 216. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00386
wfo-0000740563,general,EN,"Erect to straggling slender shrub; stems 60–230 cm tall, 3–8 mm thick, teret, smooth; branches obliquely ascending, subterete, faintly striate, smooth, internodes 1.2–5 cm long, 1–3 mm thick. Leaves elliptic to lance-elliptic or narrowly ovate, 6–20 cm long, 2–8 cm wide, cuneate to rather suddenly contracted at base, gradually attenuate above to acute or acuminate apex, thinly coriaceous, glaucous and usually deeply white-powdery beneath, dull to slightly shiny on upper surface, costas 3, occasionally 5 with an additional pair of marginal nerves conspicuous half way up, all separate from the base, prominently elevated on lower surface, lateral veinlets relatively straight, divergent, forming fine but not pronounced reticulations; petioles 8–20 mm long, breaking off at apex, sheathing for 2 to 7 mm from base with narrow herbaceous wings less than 0.5 mm wide; tendrils none. Umbels 2 to 7, close together on distal leafy or leafless branches, single at axil of leaf or leafy bract; receptacles ca 3 mm across; rays 10–18 cm long; the staminate 7- to 30-flowered, the pistillate 5- to 20-flowered. Staminate perianth depressed-globose with 3 obtuse angles, 2–2.5 mm high, 3–3.2 mm across; tepals slightly fleshy, strongly incurved, outer ones orbicular, 1.8–2 mm long, 2–2.5 mm wide, gibbous with incurved thick midnerve, inner ones somewhat rhombic-obovate, 1.5 mm long, 1 mm wide, subacute at apex, cuneate at base, weakly longitudinally folded with inner surface facing outside. Stamens 6; filaments 0.2 mm or less; anthers 0.8 mm long. Pistillate perianth globose, 2–2.2 mm high and as broad; tepals incurved with convex back, outer ones broadly ovate, 1.5–1.8 mm wide, subobtuse at apex, inner ones broadly ovate, subacute at apex, 1 mm wide. Ovary broadly ellipsoid, 2 mm long, 1.5 mm across; stigmas spreading, 0.7 mm long. Staminodes 3, needle-like, 1.2 mm long. Berries globose, 7–9 mm across.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740563,Forest Herbarium,All rights reserved,"Smilax calophylla. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 239. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00413
wfo-0000740563,ecology,EN,"Tropical evergreen forests at 300 to 1,200 m above sea level.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740563,Forest Herbarium,All rights reserved,"Smilax calophylla. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 239. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00413
wfo-0000740563,distribution,EN,"Thailand, Malay Peninsula (type) and Sumatra.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740563,Forest Herbarium,All rights reserved,"Smilax calophylla. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 239. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00413
wfo-0000740545,general,EN,"Climber 1–5 m long; stems eventually becoming woody, 3–8(–10) mmthick, terete, zigzag, the internodes smooth or with few scattered prickles; branches 20–60 cm long, zigzag to straightish, the internodes 2–7 cm long, 1.5–3 mm thick, weakly angular, smooth or with sparse recurved prickles 1.5–2 mm long. Leaves extremely variable in shape and size; blades basically ovate-orbicular to broadly elliptic, often ovate-elliptic or narrowly elliptic, rarely somewhat depressed-orbicular, 2–12 cm long, 2–8 cm wide, rounded to suddenly contracted at base, rounded to shallowly emarginate at usually mucronate apex, at times rather suddenly attenuate above to subacute apex, coriaceous, glaucous on lower surface: costas 5 or 7 including a slender marginal pair, all separate from the base, slender but distinct on both surfaces, lateral veinlets oblique, rather dense, usually further divided, reticulation distinct, not elongate; petioles 10–15 mm long, trigonous with subacute abaxial angle, breaking at apex, sheathing for 6–10 mm; wings oblong or lance-oblong, membranous, obtuse at apex, 1–2 mm wide; tendrils 0–15 cm long. Inflorescences single umbel borne at 1 to several lower axils of the first-year branch; peduncles 1–4 cm long. Umbels of both sexes (5–20 mm across at anthesis, 10–20-flowered; receptacles 2–3 mm long at anthesis, 5–4 mm long with fruits; rays 1–1.4 cm long, flowers open with young unspread leaves. Staminate perianth campanulate at anthesis, yellow-green, 4.5–5.5 mm long; outer sepals lance-elliptic, recurved at subobtuse apex, 1.8–2.2 mm wide; inner tepals lance-oblong, subobtuse at apex, 1–1.2 mm wide. Stamens not exserted; anthers ellipsoid, 1.5–0.75 mm long on slender filaments, ca 3 mm long. Pistillate perianth 3–4 mm long; tepals patent, lance-ovate to elliptic, subobtuse at apex, the outer ones 1.5–1.8 mm wide, the inner ones 1–1.2 mm wide; ovary ovoid, 2 mm long; stigmas spreading, 1.8 mm long; staminodes 3, subulate-linear, 1–1.3 mm long. Berries globose, 10–12 mm across, maturing red, (1–)2(–3)-seeded; seeds 3–4 mm long, obovate-orbicular, red-purple.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740545,Forest Herbarium,All rights reserved,"Smilax china. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 233. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00402
wfo-0000740545,ecology,EN,"Scrub and open forests; in tropical Asia occurring only on high mountains over 1,000 m, but in China and Japan common in lowland in open forests Ind thickets in grasslands.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740545,Forest Herbarium,All rights reserved,"Smilax china. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 233. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00402
wfo-0000740545,distribution,EN,"Widely distributed from Japan through the Ryukyus and temperate China (type) southwards to Upper Burma, northern Thailand and Indo-china, as well as to the Philippines.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740545,Forest Herbarium,All rights reserved,"Smilax china. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 233. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00402
wfo-0000739163,general,EN,"Stems and branches 4-angled, dull, the angles either acute andwing-like or obtuse. Staminate perianth 2–2.5 mm long, 1.8–2 mm wide; outer tepals connate to half way, the lobes incurved, deltoid, 1.2–1.5 mm long by 1 mm wide; inner tepals oblanceolate, 1.5 mm long, 0.5 mm wide, adnate to the filament of opposite stamen. Stamens 6; filaments 1 mm long, all connate forming a column; anthers 0.5 mm long; otherwise as in ssp. corbularia.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000739163,Forest Herbarium,All rights reserved,"Smilax corbularia synandra. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 242. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00417
wfo-0000739163,distribution,EN,"Thailand, Tonkin, Vietnam (type), China (Kwantung, Hong Kong, Hainan).",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000739163,Forest Herbarium,All rights reserved,"Smilax corbularia synandra. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 242. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00417
wfo-0000740588,general,EN,"Climber 60–150 cm long; stems ± straight, terete, usually finely 8- to12-angled or striate, densely branched above, dull, often becoming brown to dark brown, inter-nodes 2–10 cm long, 3–6 mm thick, smooth or with sparse recurved prickles 2–3 mm long; branches 10–25 cm long, 1–2.5 mm thick, angular, sparsely prickly. Leaves elliptic to broadly elliptic, sometimes obovate-elliptic, 2.5–8 cm long, 2–5 cm wide, suddenly contracted to subacute base, rounded or suddenly contracted to short-mucronate apex, herbaceous, not glaucous on either surface; costas 5 to 7 with 2 weak outer pairs, all separate from base, the 3 median costas raised on lower surface with a sharp edge, distinct on upper surface, lateral veinlets spaced, oblique, often further divided, the reticulations rather loose, not elongate; petioles 3–6 mm long, trigonous with subacute abaxial angle, breaking at apex, sheathing for nearly the entire length; wings half-elliptic to semicircular, occasionally somewhat obovate, 2–3 mm wide, membranous; tendrils vestigial to 3 cm long. Inflorescence borne at the lowest axil of the first-year branch; peduncles 1–3 cm long. Umbels of both sexes 10-to 20-flowered; receptacles slightly elongate, 2–3 mm long, 1–1.5 mm thick; rays 1 cm long at anthesis, up to 2.5 cm with fruit; flowers open with well grown leaves. Staminate perianth 3–4 mm long, greenish, spreading; outer tepals oblong, 1.2–1.5 mm wide, subobtuse at apex; inner tepals linear-oblanceolate, 0.5 mm wide, subobtuse at apex. Stamens 6, patent; anthers ellipsoid 0.7 mm long, on slender filaments 3–3.5 mm long. Pistillate perianth 2–2.5 mm long, spreading, greenish; tepals lance-ovate, subacute at apex, outer ones 0.8 mm wide, inner ones 0.5 mm wide. Ovary ellipsoid, 1.5 mm long, 0.8 mm wide; stigmas recurved, 1 mm long; staminodes (4–)6, linear-subulate, 0.9 mm long. Berries 5–7 mm across, maturing red, 1- or 2-seeded.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740588,Forest Herbarium,All rights reserved,"Smilax davidiana. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 232. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00401
wfo-0000740588,ecology,EN,"Climber in scrub forests of hilly areas at altitude of 100 to 1,300 m",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740588,Forest Herbarium,All rights reserved,"Smilax davidiana. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 232. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00401
wfo-0000740588,distribution,EN,"From the Yangtze River Valley of central China (Type) southwards to Tonkin, northern Laos and north-eastern Thailand.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000740588,Forest Herbarium,All rights reserved,"Smilax davidiana. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 232. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00401
wfo-0000742694,general,EN,"Climber with terete, smooth stems 3–5 mm thick; branches weakly tohardly zigzag, internodes terete, smooth, 1–5 cm long, 1–2 mm thick. Leaf-blades lanceolate, lance-oblong or lance-elliptic or ovate, 5–18 cm long, 2–7 cm wide, suddenly contracted or rounded at base, gradually or abruptly attenuate to acute or acuminate apex, coriaceous, with nerved and thickened margins, often shiny on upper surface, pale or white-powdery on lower surface; costas 5 including a marginal pair, all divided to base, pronounced on upper surface, highly raised on lower surface, the intercostal areas on both sides of midvein much broader than outer areas, lateral veinlets oblique to divergent, some further divided, conspicuous, forming dense and somewhat transversely elongate reticulations; petioles 10–30 mm long, straightish, moderately laterally compressed, breaking off at apex, sheathing for 3–15 mm; wings 0.3–1 mm wide, herbaceous, not auriculate at apex; tendrils slender, 7–15 cm long. Umbels on lower part of branches as well as on distal part of stem; peduncles short and thickish, 1–.9 mm long; receptacles 3–4 mm across; bracteoles ovate-acute, 1–1.7 mm long. Staminate umbels globose with 30 to 60 flowers on filiform rays, 1–2.5 cm long. Pistillate umbels turbinate to hemispherical bearing 10 to 25 flowers on filiform rays, 1–1.5 cm long. Staminate perianth depressed-globose, 2 mm high, 3–3.7 mm across, obtusely trigonous, pale-greenish; tepals free but only slightly open; outer tepals saccate, deeply longitudinally furrowed along median line, transversely widely obovate-orbicular in outline, 3 mm wide; inner tepals ovate, acutish-tipped, 1.5 mm long, 1 mm wide, boat-shaped, dorsally furrowed, strongly incurved. Stamens 6; anthers 0.7 mm long, white, subsessile. Pistillate perianth pale, depressed-globose, 1.5–2 mm high, 3–2.5 mm across; tepals free, incurved, outer ones orbicular or obovate-orbicular, 2 mm wide, rounded at apex, boat-shaped, inner ones obovate, shallowly saccate, 1.5 mm wide. Ovary ellipsoid, 3-furrrowed, ca 2 mm long and Wide; stigmas annulate, 3-lobed; staminodes 3. needle-like, 2 mm long. Berries globose, 5–8 mm in diameter, maturing blue-black, 1- to 3-seeded.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742694,Forest Herbarium,All rights reserved,"Smilax glabra. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 240. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00414
wfo-0000742694,ecology,EN,"Tropical evergreen forests at 300 to 1,400 m above sea level. In Thailand this warm-temperate element is found at altitudes from 600 to 1,300 m.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742694,Forest Herbarium,All rights reserved,"Smilax glabra. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 240. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00414
wfo-0000742694,distribution,EN,"Thailand, India (type), Burma, Indochina, central and southern continental China and Formosa.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742694,Forest Herbarium,All rights reserved,"Smilax glabra. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 240. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00414
wfo-0000742649,general,EN,"Large climber, more or less glaucous on stems and leaves; stems ±straight, glabrous, the internodes terete, 5–20 cm long, 3.5–8 mm thick, smooth or somewhat roughened, occasionally with sparse prickles 1–2 mm long. Leaves rather invariable in shape; blades ovate-elliptic to oval, 15–25 cm long, 6–17 cm wide, suddenly contracted at base, rather abruptly narrowed to or rounded at shallowly emarginate and mucronulate apex, herbaceous to thinly coriaceous, light-green on upper surface, whitish-green beneath; costas 7, rarely 5, sometimes with an extra weak marginal pair, all separated from base or the median 3 united for 1 to 3 cm above base, highly raised on lower surface, lateral veinlets divergent and close together, some further divided, forming fine and rather uniform reticulations that are conspicuous on both surfaces; petioles 2–5 cm long, subterete, breaking off midway between sheath and blade; sheath 0.7–2 cm long; wings narrowly ovate, 4–13 mm wide, more or less caducous, the apex ending in an obtuse broad auricle; tendrills often developed, (0.2–)8–20 cm long. Umbels 8 to 15, whorled in group of 2 to 4 at 3 to 6 nodes of inflorescence axis; axis arising from leaf axils of upper stems, straight, 6–15 cm long, 2–3 mm thick below, subterete; prophyll ovate, 8 mm long; bracts ovate, 2–3 mm long; peduncles 1.5–6 cm long, patent to spreading. Staminate umbels 22- to 35-flowered, the pistillate ones 10- to 20-flowered; receptacles 3 mm across; rays 5–20 mm long. Staminate perianth yellow-green; tepals recurved at anthesis, outer ones oblong, 4–4.5 mm long, 1–1.2 mm wide, rounded to apex, inner ones linear-lanceolate, 4 mm long, 0.5–0.7 mm wide. Stamens 6. exserted: filaments 4 mm long; anthers oblong, 1.5 mm long. Pistillate perianth 2.5–3 mm long in mature buds. Berries unknown.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742649,Forest Herbarium,All rights reserved,"Smilax griffithii. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 226. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00396
wfo-0000742649,ecology,EN,"Tropical evergreen forests at an altitude of 1,000 to 1,600 m.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742649,Forest Herbarium,All rights reserved,"Smilax griffithii. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 226. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00396
wfo-0000742649,distribution,EN,From Assam (type) through northern Burma eastwards to Chiang Mai Province of northern Thailand.,T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742649,Forest Herbarium,All rights reserved,"Smilax griffithii. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 226. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00396
wfo-0000742357,general,EN,"Climber to 4 m long; stems slender, subterete, 2–4 mm thick, smooth orsparingly prickly, laxly branched above; branches conspicuously angular, striate, strongly bent at nodes thus markedly zigzag, internodes 3–9 cm long, 1–2 mm thick, smooth or sparingly prickly. Leaves always strongly reflexed, lanceolate or lanceolate-oblong to oblong, 9–16 cm long, 3–4.5 cm wide, suddenly contracted to rounded base, gradually tapering from below the middle to the subacute and short-cuspidate apex, thickly herbaceous, pale-green on both surfaces, very dull on upper surface; costas 5 including a weak marginal pair, all divided to base, the median 3 pronounced, convex on lower surface, lateral veinlets obliquely spreading, slender, faint on upper surface, forming weak reticulations; petioles 15–20 mm long, breaking off between apex and sheath, dorsally obtuse; sheath 5–8 mm long; wings ca ½ mm wide, the membranous margins not auriculate at apex; tendrills slender, 8–13 cm long on sterile leaves, vestigial on flowering leaves. Inflorescences borne on lower part of branches, generally bearing 2 umbels on distal part, the common axis slender, 1–3 cm long, spreading, prophyllate at very base; prophyll lance-ovate, 7–9 mm long, gradually tapering to acuminate apex, somewhat brown-tinged, soon disintegrating; peduncles 1–2 cm long, slender. Staminate umbels 18–25 mm across, bearing 18 to 30 flowers. Pistillate umbels 13- to 25-flowered; receptacles ca 3 mm across; rays 5–8 mm long. Staminate perianth 5 mm long; outer tepals oblong, 1 mm wide, obtuse, inner ones linear-oblong, 0.5 mm wide, both recurved at anthesis. Umbels 0.7–1 mm long, oblong, white; filaments ca 5 mm long. Pistillate flowers unknown. Berries (slightly immature) ovoid, 7–9 mm long.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742357,Forest Herbarium,All rights reserved,"Smilax inversa. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 220. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00391
wfo-0000742357,ecology,EN,"Tropical rain forest at an altitude of 1,000–1,200 m.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742357,Forest Herbarium,All rights reserved,"Smilax inversa. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 220. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00391
wfo-0000742357,distribution,EN,So far known only from Indochina (type from Vietnam) and southern Thailand.,T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742357,Forest Herbarium,All rights reserved,"Smilax inversa. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 220. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00391
wfo-0000742571,general,EN,"Climber with long, woody, terete stems 4–7 mm thick, up to 5 m long, smooth or rarely sparsely prickly; flowering branches 30–60 cm long, terete or obscurely angular, usually smooth greenish, more or less shiny, internodes 1.5–6 cm long, 2–3 mm thick. Leaves annual or winter-green; blades variable in shape, size and thickness, broadly lanceolate, elliptic or ovate-oblong, 6–15 cm long, 1.5–5(–8) cm wide, herbaceous to thickly membranous, or sometimes thinly coriaceous, fresh green, j usually remaining greenish after being dried, slightly shiny to opaque on upper surface, only slightly paler beneath, contracted to base, gradually or subabruptly narrowed to a very briefly caudate apex; costas 5 including a fairly distinct marginal pair, all separate from base, distinct on upper surface, highly raised often with sharp edge on lower surface, lateral veinlets spreading, ascending or slightly curved upward, some further divided, the reticulation dense and fine, not elongate, distinct on both surfaces; petioles 10–25 mm long, often bent upward above the middle, 3-angular with ? subobtuse abaxial angle, broading off below the middle, sheathing for 4–8 mm; wings narrow, 0.5–0.8 mm Wide, hardly auriculate at tip; tendrils vestigial on flowering branches, those on vegetative branches and stems up to 20 cm. Inflorescences usually 1-umbellate, the axis prophyllate at very base, 3–7 mm long bearing 1 small bract which is usually hidden in the prophyll; prophylls broadly ovate, boat-shaped, 3 mm long, apiculate, persistent; peduncle stout, straight 1–1.5 cm long; umbels of both sexes 1.5–2.5 mm across, 17–40-flowered; rays 1 cm long; receptacles 2–3 mm thick. Staminate perianth recurved at anthesis: outer and inner tepals similar, oblong, obtuse, 3–4 mm long, 1 mm wide; stamens 6; filaments 2.5 mm long; anthers elliptic, 0.5 mm long. Pistillate perianth 1.5–2 mm long; tepals erect to erect-patent, elliptic-ovate, subacute, 0.5–0.7 mm Wide. Ovary ovoid, 2 mm long; stigmas 0.7 mm long; staminodes needle-like 0.7–1 mm long. Berries ellipsoid or globose, 5–7 mm across, yellowish-reddish at maturity; seeds 1 or 2, suborbicular, 4.5 mm in diameter.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742571,Forest Herbarium,All rights reserved,"Smilax lanceifolia. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 225. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00395
wfo-0000742571,ecology,EN,"A common vine in tropical evergreen forests at altitudes of 500 to 1,600 m above sea level.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742571,Forest Herbarium,All rights reserved,"Smilax lanceifolia. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 225. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00395
wfo-0000742571,distribution,EN,"Widely distributed from Indian Himalaya (type) through Burma, Thailand and Indochina north-eastwards to Hainan, south-eastern China and Formosa, as well as southwards to Malaya.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742571,Forest Herbarium,All rights reserved,"Smilax lanceifolia. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 225. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00395
wfo-0000742960,general,EN,"Climber up to 5 m long; stems terete or subterete, striate, sparselyprickly with spreading or antrorse spines 1–3 mm long, rather densely branched, internodes 6–12 cm long, 3–5 mm thick; branches 15–60 cm long, weakly angular, striate, smoother, loosely prickly, internodes 2–6 cm long, 1–3 mm thick. Leaves rather invariable in shape; blades generally elliptic to broadly elliptic, occasionally elliptic-oblanceolate or lance-elliptic, 6–15 cm long, 2–5(–10) cm wide, usually suddenly contracted at both ends, rounded at base, rounded or shallowly emarginate and mucronate at apex, rarely somewhat gradually acute at apex, thin, herbaceous, bright green above, paler beneath, not glaucous, costas 5 or 7 including a marginal pair, the median 3 more pronounced than the remainder, united at base for 3 to 7 mm, highly raised with sharp edge on lower surface, distinct on upper surface, lateral veinlets obliquely spreading, straightish, forming not very elongate, fine reticulations; petioles 6–20 mm long, laterally compressed with sharp dorsal edge, sheathing for 3–5 mm; wings 0.8–1.5 mm wide, thinly membranous, the apex ending in a deltoid auricle ca 1 mm long; tendrils vestigial on flowering leaves, up to 12 cm on sterile leaves and stems. Inflorescences borne on distal part of branches, bearing 1 to 3 umbels; common axis 1–3 cm long; prophylls broadly ovate, acuminate, 4–6 mm long, peduncles spreading 1–2 cm long, slightly compressed; bracts occasionally developing a small blade. Staminate umbels densely 20–45-flowered, 2–3 cm across; rays filiform, 1–1.5 cm long. Pistillate umbels 15–30(–40) -flowered, 2.5–3.7 cm across with filiform rays 1–1.7 cm long. Staminate perianth pale-green, 4.5–5 mm long; outer tepals oblong or oblong-oblanceolate, rounded at apex, 1–1.2 mm wide, inner ones linear-oblong, obtuse, 0.3–0.5 mm wide, both recurved at anthesis. Umbels oblong, 1 mm long; filaments 3–3.5 mm long. Pistillate perianth 3 mm long; outer tepals elliptic, subobtuse, 1.5 mm wide, inner ones elliptic-oblong, 0.75 mm wide, tapering to subobtuse tip, both patent to weakly recurved; ovary ellipsoid, ca 2 mm long, 1 mm thick; stigmas bent downward, nearly 1 mm long; staminodes 3, needle-like, 1.5 mm long. Berries 5–6 mm across, becoming dirty yellow at maturity, 1- or 2-seeded.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742960,Forest Herbarium,All rights reserved,"Smilax luzonensis. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 222. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00392
wfo-0000742960,ecology,EN,"Rather frequent in tropical evergreen forest from above sea level up to 1,000 m.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742960,Forest Herbarium,All rights reserved,"Smilax luzonensis. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 222. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00392
wfo-0000742960,distribution,EN,"From India (Himalayas and Nilgiris) through Burma, Thailand and Indochina eastwards to the Philippines (Type), and south-eastwards to Western Malesia (Java and Sumatra).",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742960,Forest Herbarium,All rights reserved,"Smilax luzonensis. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 222. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00392
