WFOID	countryCode	locationID	locality	establishmentMeans	source
wfo-0000305368	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305379	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000305568	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000558250	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000558282	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000310830	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000313210	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000558623	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000558661	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000558666	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000558697	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000558698	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000314238	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000314537	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000559923	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000781260	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000781261	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000823202	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000212858	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199456	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199460	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000212869	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000196998	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199470	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199491	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199492	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199498	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199501	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199508	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000197091	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001056091	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199516	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199517	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199518	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000196986	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199522	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199526	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199533	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199536	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000213034	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199545	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000197074	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001388117	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000197084	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199554	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199557	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199563	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199565	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199558	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199568	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199570	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199573	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199575	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000213155	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000213166	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199579	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199581	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199582	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000197019	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199592	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199594	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000213258	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199598	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000213330	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000196990	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001388119	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000196995	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199604	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000197050	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000321708	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000321774	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000321794	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000321804	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001128375	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001230270	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115943	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000147896	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000508548	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000508549	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000564422	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000564428	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000565432	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000565517	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000565522	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000565531	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000565549	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000342237	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000342784	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000342951	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001280636	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001121797	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107240	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000346903	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000346984	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000770592	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001066601	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000770593	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000770609	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000773026	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000770622	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000567916	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000567944	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125337	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001114885	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000146743	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001125338	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001117296	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001043580	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001257601	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000146793	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000146794	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001127909	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115227	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001381624	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000341695	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000341696	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000568339	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000568340	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000568369	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000568432	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001115231	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000364477	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000367704	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000570356	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000570357	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000570662	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000570704	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000570710	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001122823	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000570797	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000410969	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000412023	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000412068	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000412593	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000412635	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000413990	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000414213	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000415036	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000415424	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000417578	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000417921	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000418760	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000419825	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000420159	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000423275	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000424897	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000427631	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000428079	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000572659	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000572679	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000572690	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000572705	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000572711	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000572742	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000572750	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000572758	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000572763	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000573560	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000573579	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000573786	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000573923	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000574133	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000574137	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000574187	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000342079	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000342153	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000342305	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000575875	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000576002	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000576009	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000762564	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001269413	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000577123	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000577179	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000577299	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000186378	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000214186	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000164573	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000187461	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000214241	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000214253	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000196960	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199375	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199378	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000188102	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000178132	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000196945	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000185054	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199396	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000199400	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000214363	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000214430	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000762632	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000762635	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000775642	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001116506	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000580855	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001252740	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001120248	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000582291	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000582598	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000582677	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000582705	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000582708	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001214872	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000343805	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000343790	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584001	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584025	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584026	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584030	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584031	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584038	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584041	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584055	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584088	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584458	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584501	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584566	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584657	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584674	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584687	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584708	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584717	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584752	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584815	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584819	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584901	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000584915	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000585026	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000585033	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000585045	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000585057	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000585089	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000585113	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000585130	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000585210	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000585218	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000585270	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000585272	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000585299	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000586012	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000586648	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000586924	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000802651	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000587875	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000344453	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000344790	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000344964	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000345107	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000345393	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000345620	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000345638	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000345650	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000345702	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000345741	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000345798	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000346070	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000346208	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000346524	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000346584	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000347385	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000347544	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000347613	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000347696	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000347699	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000347701	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000347880	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000348055	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000348640	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000349203	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000349484	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000349924	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000349988	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000350022	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000350135	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000350296	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000350406	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000351241	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000351421	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001364366	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000351427	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000351428	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000351585	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000351703	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000351861	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000351965	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000351974	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000352084	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000588009	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000803077	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000803913	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000588055	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000214636	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000214708	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000214719	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000192840	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000214812	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000163802	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000163856	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000186535	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000163908	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000163963	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000164126	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000184994	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000164147	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000164336	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000164441	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000185224	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000164734	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000164848	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000164866	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000180595	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000187196	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000164962	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000165003	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000812678	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000812715	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000812734	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000812757	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000812906	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000812946	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000813079	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000813291	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000813310	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000813584	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000813747	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000813768	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000813808	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000814085	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000814096	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000814107	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000814266	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000814427	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000814450	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000814581	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000814811	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000814822	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000792524	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000814876	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000814976	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000815011	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000815066	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000815159	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000792525	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000815457	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000815623	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000590691	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000819442	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000187712	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000592594	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000593019	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000594096	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000594240	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000594243	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000594260	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000594262	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000353066	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001046037	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001226984	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000145649	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001124572	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000145652	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001226987	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000594956	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0001107241	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000834469	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000834592	TH	THA	Thailand	Managed	Flora of Thailand
wfo-0000597945	TH	THA	Thailand	Managed	Flora of Thailand
