WFOID	title	identifier	rights	license	format	source	audience	creator	created	modified	contributor	publisher	description	locality	subject	rightsHolder	latitude	longitude	references
wfo-0000199424	Pterolobium integrum. Drawing	img-THA-0000199424.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, S.S. Larsen, J.E. Vidal"	Forest Herbarium	Figure 14						https://botany.dnp.go.th/image/flora/4/LEGU_Fig14.jpg
wfo-0000196964	Pterolobium macropterum. Drawing	img-THA-0000196964.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, S.S. Larsen, J.E. Vidal"	Forest Herbarium	Figure 14						https://botany.dnp.go.th/image/flora/4/LEGU_Fig14.jpg
wfo-0000199426	Pterolobium micranthum. Drawing	img-THA-0000199426.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, S.S. Larsen, J.E. Vidal"	Forest Herbarium	Figure 14						https://botany.dnp.go.th/image/flora/4/LEGU_Fig14.jpg
wfo-0000199427	Pterolobium microphyllum. Drawing	img-THA-0000199427.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, S.S. Larsen, J.E. Vidal"	Forest Herbarium	Figure 13						https://botany.dnp.go.th/image/flora/4/LEGU_Fig13.jpg
wfo-0000476033	Pterospermum acerifolium. Drawing	img-THA-0000476033.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 91						https://botany.dnp.go.th/image/flora/7/STER_Fig91.jpg
wfo-0000476041	Pterospermum cinnamomeum. Drawing	img-THA-0000476041.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 92						https://botany.dnp.go.th/image/flora/7/STER_Fig92.jpg
wfo-0000476043	Pterospermum diversifolium. Drawing	img-THA-0000476043.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 93						https://botany.dnp.go.th/image/flora/7/STER_Fig93.jpg
wfo-0000476020	Pterospermum grande. Drawing	img-THA-0000476020.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 94						https://botany.dnp.go.th/image/flora/7/STER_Fig94.jpg
wfo-0000476021	Pterospermum grandiflorum. Drawing	img-THA-0000476021.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 95						https://botany.dnp.go.th/image/flora/7/STER_Fig95.jpg
wfo-0001141130	Pterospermum lanceifolium. Drawing	img-THA-0001141130.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 96						https://botany.dnp.go.th/image/flora/7/STER_Fig96.jpg
wfo-0000475841	Pterospermum littorale. Drawing	img-THA-0000475841.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 97						https://botany.dnp.go.th/image/flora/7/STER_Fig97.jpg
wfo-0000475821	Pterospermum pecteniforme. Drawing	img-THA-0000475821.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 98						https://botany.dnp.go.th/image/flora/7/STER_Fig98.jpg
wfo-0000475857	Pterospermum semisagittatum. Drawing	img-THA-0000475857.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 99						https://botany.dnp.go.th/image/flora/7/STER_Fig99.jpg
wfo-0000475845	Pterygota alata. Drawing	img-THA-0000475845.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 100						https://botany.dnp.go.th/image/flora/7/STER_Fig100.jpg
wfo-0000288724	Ptychopyxis javanica. Drawing	img-THA-0000288724.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 67: C–G						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig67.jpg
wfo-0000288728	Ptychopyxis plagiocarpa. Drawing	img-THA-0000288728.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 67: A–B						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig67.jpg
wfo-0001238604	Pycnarrhena lucida. Drawing	img-THA-0001238604.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L.L. Forman	Forest Herbarium	Figure 76						https://botany.dnp.go.th/image/flora/5/MENI_Fig_76.jpg
wfo-0001238606	Pycnarrhena poilanei . Drawing	img-THA-0001238606.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			L.L. Forman	Forest Herbarium	Figure 76						https://botany.dnp.go.th/image/flora/5/MENI_Fig_76.jpg
wfo-0000505913	Pycreus diaphanus. Drawing	img-THA-0000505913.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"D.A. Simpson, T. Koyama"	Forest Herbarium	Figure 30						https://botany.dnp.go.th/image/flora/6/CYPE_Figure30.jpg
wfo-0001125740	Pyrrosia angustissima. Drawing	img-THA-0001125740.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 50						https://botany.dnp.go.th/image/flora/3/PTER_fig50.jpg
wfo-0000150248	Pyrrosia floccigera. Drawing	img-THA-0000150248.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 50						https://botany.dnp.go.th/image/flora/3/PTER_fig50.jpg
wfo-0001125760	Pyrrosia heteractis. Drawing	img-THA-0001125760.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 50						https://botany.dnp.go.th/image/flora/3/PTER_fig50.jpg
wfo-0001117819	Pyrrosia mannii. Drawing	img-THA-0001117819.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 50						https://botany.dnp.go.th/image/flora/3/PTER_fig50.jpg
wfo-0001125751	Pyrrosia nuda. Drawing	img-THA-0001125751.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 50						https://botany.dnp.go.th/image/flora/3/PTER_fig50.jpg
wfo-0001125752	Pyrrosia tonkinensis. Drawing	img-THA-0001125752.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 50						https://botany.dnp.go.th/image/flora/3/PTER_fig50.jpg
wfo-0001115649	Quercifilix zeylanica. Drawing	img-THA-0001115649.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 36						https://botany.dnp.go.th/image/flora/3/PTER_fig36.jpg
wfo-0000289386	Quercus acutissima. Drawing	img-THA-0000289386.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 100						https://botany.dnp.go.th/image/flora/9/FAGA_Fig100.jpg
wfo-0000807376	Quercus aliena. Drawing	img-THA-0000807376.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 102						https://botany.dnp.go.th/image/flora/9/FAGA_Fig102.jpg
wfo-0000289659	Quercus augustini. Drawing	img-THA-0000289659.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 103						https://botany.dnp.go.th/image/flora/9/FAGA_Fig103.jpg
wfo-0000289668	Quercus auricoma. Drawing	img-THA-0000289668.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 104						https://botany.dnp.go.th/image/flora/9/FAGA_Fig104.jpg
wfo-0000289676	Quercus austrocochinchinensis. Drawing	img-THA-0000289676.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 105						https://botany.dnp.go.th/image/flora/9/FAGA_Fig105.jpg
wfo-0000289832	Quercus brandisiana. Drawing	img-THA-0000289832.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 106						https://botany.dnp.go.th/image/flora/9/FAGA_Fig106.jpg
wfo-0000290800	Quercus fleuryi. Drawing	img-THA-0000290800.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 107						https://botany.dnp.go.th/image/flora/9/FAGA_Fig107.jpg
wfo-0000290832	Quercus franchetii. Drawing	img-THA-0000290832.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 108						https://botany.dnp.go.th/image/flora/9/FAGA_Fig108.jpg
wfo-0000291077	Quercus helferiana. Drawing	img-THA-0000291077.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 109						https://botany.dnp.go.th/image/flora/9/FAGA_Fig109.jpg
wfo-0000291467	Quercus kerrii. Drawing	img-THA-0000291467.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 110						https://botany.dnp.go.th/image/flora/9/FAGA_Fig110.jpg
wfo-0000291470	Quercus kingiana. Drawing	img-THA-0000291470.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 111						https://botany.dnp.go.th/image/flora/9/FAGA_Fig111.jpg
wfo-0000291523	Quercus lamellosa. Drawing	img-THA-0000291523.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 112						https://botany.dnp.go.th/image/flora/9/FAGA_Fig112.jpg
wfo-0000291531	Quercus lanata. Drawing	img-THA-0000291531.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 113						https://botany.dnp.go.th/image/flora/9/FAGA_Fig113.jpg
wfo-0000291661	Quercus lenticellata. Drawing	img-THA-0000291661.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 114						https://botany.dnp.go.th/image/flora/9/FAGA_Fig114.jpg
wfo-0000291701	Quercus lineata. Drawing	img-THA-0000291701.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 115						https://botany.dnp.go.th/image/flora/9/FAGA_Fig115.jpg
wfo-0000799368	Quercus mespilifolia. Drawing	img-THA-0000799368.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 117						https://botany.dnp.go.th/image/flora/9/FAGA_Fig117.jpg
wfo-0000292104	Quercus myrsinifolia. Drawing	img-THA-0000292104.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 118						https://botany.dnp.go.th/image/flora/9/FAGA_Fig118.jpg
wfo-0000292253	Quercus oidocarpa. Drawing	img-THA-0000292253.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 119						https://botany.dnp.go.th/image/flora/9/FAGA_Fig119.jpg
wfo-0000292292	Quercus oxyodon. Drawing	img-THA-0000292292.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 120						https://botany.dnp.go.th/image/flora/9/FAGA_Fig120.jpg
wfo-0000292571	Quercus poilanei. Drawing	img-THA-0000292571.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 121						https://botany.dnp.go.th/image/flora/9/FAGA_Fig121.jpg
wfo-0000292753	Quercus quangtriensis. Drawing	img-THA-0000292753.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 122						https://botany.dnp.go.th/image/flora/9/FAGA_Fig122.jpg
wfo-0000292767	Quercus ramsbottomii. Drawing	img-THA-0000292767.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 123						https://botany.dnp.go.th/image/flora/9/FAGA_Fig123.jpg
wfo-0000292829	Quercus rex. Drawing	img-THA-0000292829.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 124						https://botany.dnp.go.th/image/flora/9/FAGA_Fig124.jpg
wfo-0000293080	Quercus saravanensis. Drawing	img-THA-0000293080.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 125						https://botany.dnp.go.th/image/flora/9/FAGA_Fig125.jpg
wfo-0000293136	Quercus semecarpifolia. Drawing	img-THA-0000293136.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 126						https://botany.dnp.go.th/image/flora/9/FAGA_Fig126.jpg
wfo-0000293147	Quercus semiserrata. Drawing	img-THA-0000293147.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 127						https://botany.dnp.go.th/image/flora/9/FAGA_Fig127.jpg
wfo-0000293224	Quercus sessilifolia. Drawing	img-THA-0000293224.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 128						https://botany.dnp.go.th/image/flora/9/FAGA_Fig128.jpg
wfo-0000293263	Quercus setulosa. Drawing	img-THA-0000293263.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 129						https://botany.dnp.go.th/image/flora/9/FAGA_Fig129.jpg
wfo-0000293856	Quercus vestita. Drawing	img-THA-0000293856.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 130						https://botany.dnp.go.th/image/flora/9/FAGA_Fig130.jpg
wfo-0001267678	Rapanea umbellulata. Drawing	img-THA-0001267678.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, Chi-ming Hu"	Forest Herbarium	Figure 80						https://botany.dnp.go.th/image/flora/6/MYRS_Figure80.jpg
wfo-0000295013	Rauvolfia cambodiana. Drawing	img-THA-0000295013.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			D.J. Middleton	Forest Herbarium	Figure 17						https://botany.dnp.go.th/image/flora/7/APOC_figure17.jpg
wfo-0000509912	Ravenala madagascariensis. Drawing	img-THA-0000509912.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Larsen	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/9/STRE_Fig1.jpg
wfo-0001141223	Reevesia pubescens. Drawing	img-THA-0001141223.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 101						https://botany.dnp.go.th/image/flora/7/STER_Fig101.jpg
wfo-0000510137	Remirea maritima. Drawing	img-THA-0000510137.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"D.A. Simpson, T. Koyama"	Forest Herbarium	Figure 32						https://botany.dnp.go.th/image/flora/6/CYPE_Figure32.jpg
wfo-0000296296	Rhodamnia dumetorum. Drawing	img-THA-0000296296.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			J. Parnell & P. Chantaranothai	Forest Herbarium	Figure 7						https://botany.dnp.go.th/image/flora/7/MYRT_Figure7.jpg
wfo-0000296387	Rhodomyrtus tomentosa. Drawing	img-THA-0000296387.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			J. Parnell & P. Chantaranothai	Forest Herbarium	Figure 8						https://botany.dnp.go.th/image/flora/7/MYRT_Figure8.jpg
wfo-0000514890	Rhynchospora chinensis. Drawing	img-THA-0000514890.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"D.A. Simpson, T. Koyama"	Forest Herbarium	Figure 35						https://botany.dnp.go.th/image/flora/6/CYPE_Figure35.jpg
wfo-0000517365	Rhynchospora hirticeps. Drawing	img-THA-0000517365.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"D.A. Simpson, T. Koyama"	Forest Herbarium	Figure 36						https://botany.dnp.go.th/image/flora/6/CYPE_Figure36.jpg
wfo-0000296762	Richeriella gracilis. Drawing	img-THA-0000296762.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 68						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig68.jpg
wfo-0000297077	Ricinus communis. Drawing	img-THA-0000297077.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 69						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig69.jpg
wfo-0000297077	Ricinus communis. Drawing	img-THA-0000297077.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 70						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig70.jpg
wfo-0000404539	Rivina humilis. Drawing	img-THA-0000404539.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Larsen	Forest Herbarium	Figure 91						https://botany.dnp.go.th/image/flora/5/BASE_Fig91.jpg
wfo-0000983441	Rubus blepharoneurus. Drawing	img-THA-0000983441.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			J.E. Vidal	Forest Herbarium	Figure 3						https://botany.dnp.go.th/image/flora/2/ROSA_Fig3.jpg
wfo-0000994330	Rubus hastifolius. Drawing	img-THA-0000994330.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			J.E. Vidal	Forest Herbarium	Figure 3						https://botany.dnp.go.th/image/flora/2/ROSA_Fig3.jpg
wfo-0001002192	Rubus leucanthus. Drawing	img-THA-0001002192.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			J.E. Vidal	Forest Herbarium	Figure 2						https://botany.dnp.go.th/image/flora/2/ROSA_Fig2.jpg
wfo-0001000919	Rubus tiliaceus. Drawing	img-THA-0001000919.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			J.E. Vidal	Forest Herbarium	Figure 3						https://botany.dnp.go.th/image/flora/2/ROSA_Fig3.jpg
wfo-0000770507	Sagittaria guayanensis. Drawing	img-THA-0000770507.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			R.R. Haynes	Forest Herbarium	Figure 3						https://botany.dnp.go.th/image/flora/7/ALIS_Fig3.jpg
wfo-0001133625	Salix tetrasperma. Drawing	img-THA-0001133625.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Larsen	Forest Herbarium	Figure 38						https://botany.dnp.go.th/image/flora/5/SALI_Fig38.jpg
wfo-0001117304	Salvinia natans. Drawing	img-THA-0001117304.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 60						https://botany.dnp.go.th/image/flora/3/PTER_fig60.jpg
wfo-0000194888	Samanea saman. Drawing	img-THA-0000194888.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			I.C. Nielsen	Forest Herbarium	Figure 51						https://botany.dnp.go.th/image/flora/4/LEGU_Fig51.jpg
wfo-0000302677	Sampantaea amentiflora. Drawing	img-THA-0000302677.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 71						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig71.jpg
wfo-0000492946	Santalum album. Drawing	img-THA-0000492946.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			J. Macklin & J. Parnell	Forest Herbarium	Figure 7						https://botany.dnp.go.th/image/flora/9/SANT_Fig7.jpg
wfo-0001135253	Sapindus rarak. Drawing	img-THA-0001135253.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen	Forest Herbarium	Figure 24d						https://botany.dnp.go.th/image/flora/7/SAPI_figure24.jpg
wfo-0000170646	Saraca indica. Drawing	img-THA-0000170646.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, S.S. Larsen, J.E. Vidal"	Forest Herbarium	Figure 24						https://botany.dnp.go.th/image/flora/4/LEGU_Fig24.jpg
wfo-0000199668	Saraca thaipingensis. Drawing	img-THA-0000199668.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"K. Larsen, S.S. Larsen, J.E. Vidal"	Forest Herbarium	Figure 24						https://botany.dnp.go.th/image/flora/4/LEGU_Fig24.jpg
wfo-0001083366	Sarcopyramis nepalensis. Drawing	img-THA-0001083366.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"S.S. Renner, G. Clausing, N. Cellinese, K.Meyer"	Forest Herbarium	Figure 42						https://botany.dnp.go.th/image/flora/7/MELA_Fig42.jpg
wfo-0000303880	Sarcosperma arboreum. Drawing	img-THA-0000303880.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P. Chantaranothai	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/9/SARC_Fig1.jpg
wfo-0000303883	Sarcosperma griffithii. Drawing	img-THA-0000303883.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P. Chantaranothai	Forest Herbarium	Figure 2						https://botany.dnp.go.th/image/flora/9/SARC_Fig2.jpg
wfo-0000304987	Sauropus amoebiflorus. Drawing	img-THA-0000304987.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 72: C						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig72.jpg
wfo-0000304988	Sauropus androgynus. Drawing	img-THA-0000304988.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 72: A						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig72.jpg
wfo-0000304997	Sauropus bicolor. Drawing	img-THA-0000304997.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 72: D–F						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig72.jpg
wfo-0000304997	Sauropus bicolor. Drawing	img-THA-0000304997.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 73						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig73.jpg
wfo-0000525029	Sauropus discocalyx. Drawing	img-THA-0000525029.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 74						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig74.jpg
wfo-0000305033	Sauropus granulosus. Drawing	img-THA-0000305033.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 75: D						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig75.jpg
wfo-0000305037	Sauropus hirsutus. Drawing	img-THA-0000305037.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 76						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig76.jpg
wfo-0000305051	Sauropus macranthus. Drawing	img-THA-0000305051.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 75: B						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig75.jpg
wfo-0000305067	Sauropus poomae. Drawing	img-THA-0000305067.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 77						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig77.jpg
wfo-0000305070	Sauropus quadrangularis. Drawing	img-THA-0000305070.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 75: C						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig75.jpg
wfo-0000305070	Sauropus quadrangularis. Drawing	img-THA-0000305070.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 78						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig78.jpg
wfo-0000305079	Sauropus rhamnoides. Drawing	img-THA-0000305079.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 72: B						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig72.jpg
wfo-0000305079	Sauropus rhamnoides. Drawing	img-THA-0000305079.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 75: A						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig75.jpg
wfo-0000305079	Sauropus rhamnoides. Drawing	img-THA-0000305079.3	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 79						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig79.jpg
wfo-0000525039	Sauropus thyrsiflorus. Drawing	img-THA-0000525039.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen & K. Chayamarit	Forest Herbarium	Figure 81						https://botany.dnp.go.th/image/flora/8/EUPH2_Fig81.jpg
wfo-0001136283	Saxifraga gemmipara. Drawing	img-THA-0001136283.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Larsen	Forest Herbarium	Figure 3						https://botany.dnp.go.th/image/flora/7/SAXI_Figure3.jpg
wfo-0000492035	Scaphium linearicarpum. Drawing	img-THA-0000492035.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 102						https://botany.dnp.go.th/image/flora/7/STER_Fig102.jpg
