WFOID	identifier	bibliographicCitation	URI
wfo-0000952921	ref-THA-0000952921	"Alstonia rupestris. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 45. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02167
wfo-0001257712	ref-THA-0001257712	"Alstonia scholaris. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 45. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02168
wfo-0000953059	ref-THA-0000953059	"Alstonia spatulata. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 46. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02169
wfo-0000528475	ref-THA-0000528475	"Alternanthera bettzickiana. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 407. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01255
wfo-0000528696	ref-THA-0000528696	"Alternanthera moquinii. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 405. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01251
wfo-0000528743	ref-THA-0000528743	"Alternanthera philoxeroides. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 405. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01252
wfo-0000528787	ref-THA-0000528787	"Alternanthera pungens. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 403. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01250
wfo-0000528825	ref-THA-0000528825	"Alternanthera sessilis. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 406. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01253
wfo-0000529089	ref-THA-0000529089	"Altingia excelsa. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 401. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02584
wfo-0000956024	ref-THA-0000956024	"Alyxia reinwardtii. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 55. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02179
wfo-0000956330	ref-THA-0000956330	"Alyxia schlechteri. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 58. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02180
wfo-0000956428	ref-THA-0000956428	"Alyxia siamensis. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 58. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02181
wfo-0000957585	ref-THA-0000957585	"Amalocalyx microlobus. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 125. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02262
wfo-0000530136	ref-THA-0000530136	"Amaranthus caudatus. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 384. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01225
wfo-0000530251	ref-THA-0000530251	"Amaranthus hybridus. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 384. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01226
wfo-0000530322	ref-THA-0000530322	"Amaranthus lividus. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 388. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01229
wfo-0000530495	ref-THA-0000530495	"Amaranthus spinosus. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 383. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01224
wfo-0000530523	ref-THA-0000530523	"Amaranthus tricolor. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 386. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01227
wfo-0000530552	ref-THA-0000530552	"Amaranthus viridis. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 387. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01228
wfo-0000530896	ref-THA-0000530896	"Amesiodendron chinense. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 183. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02329
wfo-0000184535	ref-THA-0000184535	"Amherstia nobilis. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 93. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00735
wfo-0000532305	ref-THA-0000532305	"Amyema beccarii. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 667. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02829
wfo-0000532534	ref-THA-0000532534	"Amylotheca duthieana. Flora of Thailand. Vol. 7. Part 4, 2002. Pg. 668. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02831
wfo-0000533338	ref-THA-0000533338	"Anamirta cocculus. Flora of Thailand. Vol. 5. Part 3, 1991. Pg. 337. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01461
wfo-0000534423	ref-THA-0000534423	"Androsace axillaris. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 163. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02310
wfo-0000158719	ref-THA-0000158719	"Anerincleistus griffithii. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 415. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02596
wfo-0000158728	ref-THA-0000158728	"Anerincleistus pedunculatus. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 415. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02597
wfo-0000536042	ref-THA-0000536042	"Anethum graveolens. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 456. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01326
wfo-0000536492	ref-THA-0000536492	"Angelonia goyazensis. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 217. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01180
wfo-0001115201	ref-THA-0001115201	"Angiopteris evecta. Flora of Thailand. Vol. 3. Part 1, 1979. Pg. 41–42. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0066
wfo-0000537190	ref-THA-0000537190	"Anisadenia saxatilis. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 194. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01742
wfo-0001115202	ref-THA-0001115202	"Anisocampium cumingianum. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 444–445. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0615
wfo-0000537574	ref-THA-0000537574	"Anneslea fragrans. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 157. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00298
wfo-0000215923	ref-THA-0000215923	"Anodendron affine. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 128. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02264
wfo-0000215975	ref-THA-0000215975	"Anodendron candolleanum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 128. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02265
wfo-0000215985	ref-THA-0000215985	"Anodendron coriaceum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 128. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02266
wfo-0000216112	ref-THA-0000216112	"Anodendron nervosum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 129. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02267
wfo-0000216131	ref-THA-0000216131	"Anodendron paniculatum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 129. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02268
wfo-0000216151	ref-THA-0000216151	"Anodendron punctatum. Flora of Thailand. Vol. 7. Part 1, 1999. Pg. 131. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02269
wfo-0000822997	ref-THA-0000822997	"Anredera cordifolia. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 412. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01263
wfo-0000234922	ref-THA-0000234922	"Antidesma acidum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 59. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03153
wfo-0000235333	ref-THA-0000235333	"Antidesma bunius. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 61. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03154
wfo-0001284331	ref-THA-0001284331	"Antidesma bunius bunius. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 63. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03155
wfo-0000235387	ref-THA-0000235387	"Antidesma bunius pubescens. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 64. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03156
wfo-0000236163	ref-THA-0000236163	"Antidesma forbesii. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 64. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03157
wfo-0000236259	ref-THA-0000236259	"Antidesma ghaesembilla. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 65. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03158
wfo-0000236433	ref-THA-0000236433	"Antidesma helferi. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 66. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03159
wfo-0000236620	ref-THA-0000236620	"Antidesma japonicum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 66. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03160
wfo-0000236642	ref-THA-0000236642	"Antidesma japonicum japonicum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 67. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03161
wfo-0001386952	ref-THA-0001386952	"Antidesma japonicum robustius. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 67. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03162
wfo-0000236911	ref-THA-0000236911	"Antidesma laurifolium. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 68. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03163
wfo-0000237010	ref-THA-0000237010	"Antidesma leucocladon. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 68. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03164
wfo-0000237021	ref-THA-0000237021	"Antidesma leucopodum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 69. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03165
wfo-0000237537	ref-THA-0000237537	"Antidesma montanum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 70. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03166
wfo-0000237559	ref-THA-0000237559	"Antidesma montanum microphyllum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 72. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03168
wfo-0000237570	ref-THA-0000237570	"Antidesma montanum montanum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 71. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03167
wfo-0000237581	ref-THA-0000237581	"Antidesma montanum salicinum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 72. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03169
wfo-0000237592	ref-THA-0000237592	"Antidesma montanum wallichii. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 73. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03170
wfo-0000237702	ref-THA-0000237702	"Antidesma neurocarpum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 73. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03171
wfo-0000237747	ref-THA-0000237747	"Antidesma neurocarpum neurocarpum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 73. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03172
wfo-0000237935	ref-THA-0000237935	"Antidesma orthogyne. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 74. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03173
wfo-0000238106	ref-THA-0000238106	"Antidesma pendulum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 75. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03174
wfo-0000238649	ref-THA-0000238649	"Antidesma puncticulatum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 76. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03175
wfo-0000239096	ref-THA-0000239096	"Antidesma sootepense. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 77. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03176
wfo-0000239361	ref-THA-0000239361	"Antidesma tomentosum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 78. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03177
wfo-0000239429	ref-THA-0000239429	"Antidesma tomentosum tomentosum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 78. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03178
wfo-0000239537	ref-THA-0000239537	"Antidesma velutinosum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 79. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03179
wfo-0000239570	ref-THA-0000239570	"Antidesma velutinum. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 80. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03180
wfo-0001128390	ref-THA-0001128390	"Antrophyum callifolium. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 221–222. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0322
wfo-0001116635	ref-THA-0001116635	"Antrophyum obovatum. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 220–221. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0321
wfo-0001116636	ref-THA-0001116636	"Antrophyum parvulum. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 220. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0320
wfo-0001122285	ref-THA-0001122285	"Antrophyum stenophyllum. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 218. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0319
wfo-0000153740	ref-THA-0000153740	"Antrophyum winitii. Flora of Thailand. Vol. 3. Part 2, 1989. Pg. 218. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0318
wfo-0000540626	ref-THA-0000540626	"Apium graveolens. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 452. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01319
wfo-0000540853	ref-THA-0000540853	"Apodytes dimidiata. Flora of Thailand. Vol. 2. Part 1, 1970. Pg. 81. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00161
wfo-0000760971	ref-THA-0000760971	"Aponogeton lakhonensis. Flora of Thailand. Vol. 7. Part 3, 2001. Pg. 359. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02523
wfo-0000248265	ref-THA-0000248265	"Aporosa arborea. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 84. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03182
wfo-0000248287	ref-THA-0000248287	"Aporosa aurea. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 86. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03183
wfo-0000248603	ref-THA-0000248603	"Aporosa duthieana. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 86. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03184
wfo-0000248657	ref-THA-0000248657	"Aporosa falcifera. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 87. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03185
wfo-0000248666	ref-THA-0000248666	"Aporosa ficifolia. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 88. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03186
wfo-0000248700	ref-THA-0000248700	"Aporosa frutescens. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 88. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03187
wfo-0000248755	ref-THA-0000248755	"Aporosa globifera. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 90. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03188
wfo-0000249102	ref-THA-0000249102	"Aporosa lunata. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 90. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03189
wfo-0000249234	ref-THA-0000249234	"Aporosa microstachya. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 92. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03190
wfo-0000249289	ref-THA-0000249289	"Aporosa nervosa. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 92. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03191
wfo-0000249300	ref-THA-0000249300	"Aporosa nigricans. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 94. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03192
wfo-0000249366	ref-THA-0000249366	"Aporosa octandra. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 95. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03193
wfo-0000249379	ref-THA-0000249379	"Aporosa octandra malesiana. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 96. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03195
wfo-0000249390	ref-THA-0000249390	"Aporosa octandra octandra. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 96. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03194
wfo-0000249401	ref-THA-0000249401	"Aporosa octandra yunnanensis. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 96. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03196
wfo-0000249434	ref-THA-0000249434	"Aporosa penangensis. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 97. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03197
wfo-0000249451	ref-THA-0000249451	"Aporosa planchoniana. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 98. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03198
wfo-0000249579	ref-THA-0000249579	"Aporosa serrata. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 98. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03199
wfo-0000249666	ref-THA-0000249666	"Aporosa stellifera. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 100. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03200
wfo-0000249809	ref-THA-0000249809	"Aporosa villosa. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 102. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03202
wfo-0000249830	ref-THA-0000249830	"Aporosa wallichii. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 104. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03203
wfo-0000249884	ref-THA-0000249884	"Aporosa yunnanensis. Flora of Thailand. Vol. 8. Part 1, 2005. Pg. 105. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03204
wfo-0000249986	ref-THA-0000249986	"Apostasia nuda. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 137. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00257
wfo-0000249997	ref-THA-0000249997	"Apostasia odorata. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 134. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00254
wfo-0000250068	ref-THA-0000250068	"Apostasia wallichii. Flora of Thailand. Vol. 2. Part 2, 1972. Pg. 135. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00255
wfo-0000541072	ref-THA-0000541072	"Aquilaria crassna. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 228. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01787
wfo-0000541078	ref-THA-0000541078	"Aquilaria hirta. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 230. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01789
wfo-0001142510	ref-THA-0001142510	"Aquilaria malaccensis. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 227. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01786
wfo-0000541096	ref-THA-0000541096	"Aquilaria subintegra. Flora of Thailand. Vol. 6. Part 3, 1997. Pg. 230. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01788
wfo-0001116817	ref-THA-0001116817	"Arachniodes assamica. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 344–345. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0484
wfo-0001116819	ref-THA-0001116819	"Arachniodes cavaleriei. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 340–342. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0479
wfo-0001125364	ref-THA-0001125364	"Arachniodes chinensis. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 344. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0483
wfo-0001114736	ref-THA-0001114736	"Arachniodes hasseltii. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 340. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0478
wfo-0001125361	ref-THA-0001125361	"Arachniodes henryi. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 342–343. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0480
wfo-0001118512	ref-THA-0001118512	"Arachniodes speciosa. Flora of Thailand. Vol. 3. Part 3, 1988. Pg. 343. Accessed 2021-07-31"	https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0481
