WFOID	identifier	bibliographicCitation	URI
wfo-0000232851	ref-THA-0000232851	Madhuca smitinandii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 622. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05435
wfo-0000232854	ref-THA-0000232854	Madhuca stipulacea . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 623. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05436
wfo-0000232857	ref-THA-0000232857	Madhuca takensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 624. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05437
wfo-0000232858	ref-THA-0000232858	Madhuca thorelii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 624. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05438
wfo-4000023042	ref-THA-4000023042	Manilkara  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 625. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05439
wfo-0000235885	ref-THA-0000235885	Manilkara hexandra . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 626. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05440
wfo-0000235898	ref-THA-0000235898	Manilkara kauki . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 628. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05441
wfo-0000235907	ref-THA-0000235907	Manilkara littoralis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 628. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05442
wfo-0000235995	ref-THA-0000235995	Manilkara zapota . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 629. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05443
wfo-4000023374	ref-THA-4000023374	Maxburretia  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 449. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05235
wfo-0000238118	ref-THA-0000238118	Maxburretia furtadoana . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 450. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05236
wfo-0000238119	ref-THA-0000238119	Maxburretia gracilis . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 450. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05237
wfo-4000024338	ref-THA-4000024338	Mimusops  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 629. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05444
wfo-0000244577	ref-THA-0000244577	Mimusops elengi . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 630. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05445
wfo-4000025113	ref-THA-4000025113	Myrialepis  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 451. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05238
wfo-0000248194	ref-THA-0000248194	Myrialepis paradoxa . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 451. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05239
wfo-4000025157	ref-THA-4000025157	Myrmechis  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 182. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05613
wfo-0000248237	ref-THA-0000248237	Myrmechis pumila . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 183. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05614
wfo-0000380521	ref-THA-0000380521	Naravelia dasyoneura . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 61. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04804
wfo-0000380519	ref-THA-0000380519	Naravelia laurifolia . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 62. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04806
wfo-0000380677	ref-THA-0000380677	Naravelia siamensis . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 62. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04805
wfo-4000025585	ref-THA-4000025585	Nenga  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 452. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05240
wfo-0000249904	ref-THA-0000249904	Nenga macrocarpa . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 453. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05241
wfo-0000249909	ref-THA-0000249909	Nenga pumila . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 453. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05242
wfo-0000249910	ref-THA-0000249910	Nenga pumila pachystachya. Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 455. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05243
wfo-4000025703	ref-THA-4000025703	Neogyna  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 547. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05901
wfo-0000250107	ref-THA-0000250107	Neogyna gardneriana . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 547. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05902
wfo-4000025902	ref-THA-4000025902	Nephelaphyllum  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 549. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05903
wfo-0000251500	ref-THA-0000251500	Nephelaphyllum pulchrum . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 549. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05904
wfo-0000251507	ref-THA-0000251507	Nephelaphyllum tenuiflorum . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 550. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05905
wfo-4000025965	ref-THA-4000025965	Nervilia  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 553. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05906
wfo-0000251639	ref-THA-0000251639	Nervilia aragoana . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 555. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05907
wfo-0000251657	ref-THA-0000251657	Nervilia crociformis . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 557. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05908
wfo-0000251658	ref-THA-0000251658	Nervilia cumberlegei . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 559. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05909
wfo-0000251670	ref-THA-0000251670	Nervilia fordii . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 560. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05910
wfo-0000251688	ref-THA-0000251688	Nervilia infundibulifolia . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 562. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05911
wfo-0001329550	ref-THA-0001329550	Nervilia khaoyaica . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 564. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05912
wfo-0000251704	ref-THA-0000251704	Nervilia maculata . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 564. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05913
wfo-0000251724	ref-THA-0000251724	Nervilia plicata . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 566. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05914
wfo-0000251727	ref-THA-0000251727	Nervilia punctata . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 568. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05915
wfo-0001339920	ref-THA-0001339920	Nervilia umphangensis . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 569. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05916
wfo-4000026428	ref-THA-4000026428	Nypa  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 455. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05244
wfo-0000252566	ref-THA-0000252566	Nypa fruticans . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 456. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05245
wfo-4000026585	ref-THA-4000026585	Odontochilus  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 184. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05615
wfo-0001331255	ref-THA-0001331255	Odontochilus brevistylis . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 185. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05616
wfo-0000797500	ref-THA-0000797500	Odontochilus duplex . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 187. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05617
wfo-0000253959	ref-THA-0000253959	Odontochilus elwesii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 188. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05618
wfo-0000253968	ref-THA-0000253968	Odontochilus lanceolatus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 189. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05619
wfo-0000253971	ref-THA-0000253971	Odontochilus macranthus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 191. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05620
wfo-0000478838	ref-THA-0000478838	Odontochilus poilanei . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 192. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05621
wfo-0000253987	ref-THA-0000253987	Odontochilus tortus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 194. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05622
wfo-0000918330	ref-THA-0000918330	Odontochilus uniflorus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 194. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05623
wfo-4000026856	ref-THA-4000026856	Oncosperma  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 458. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05246
wfo-0000256781	ref-THA-0000256781	Oncosperma horridum . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 458. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05247
wfo-0000256784	ref-THA-0000256784	Oncosperma tigillarium . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 459. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05248
wfo-4000027004	ref-THA-4000027004	Orania  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 459. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05249
wfo-0000258670	ref-THA-0000258670	Orania sylvicola . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 461. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05250
wfo-4000027461	ref-THA-4000027461	Otochilus  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 570. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05917
wfo-0000261550	ref-THA-0000261550	Otochilus albus . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 570. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05918
wfo-0000261555	ref-THA-0000261555	Otochilus fuscus . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 572. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05919
wfo-0000261559	ref-THA-0000261559	Otochilus porrectus . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 574. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05920
wfo-4000027714	ref-THA-4000027714	Pachystoma  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 575. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05921
wfo-0000262221	ref-THA-0000262221	Pachystoma pubescens . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 576. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05922
wfo-4000027771	ref-THA-4000027771	Palaquium  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 632. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05446
wfo-0000262551	ref-THA-0000262551	Palaquium garrettii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 633. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05447
wfo-0000262567	ref-THA-0000262567	Palaquium hansenii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 633. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05448
wfo-0000262579	ref-THA-0000262579	Palaquium hispidum . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 634. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05449
wfo-0000262582	ref-THA-0000262582	Palaquium impressinervium . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 635. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05450
wfo-0000262633	ref-THA-0000262633	Palaquium obovatum . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 636. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05452
wfo-0000262642	ref-THA-0000262642	Palaquium ottolanderi . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 638. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05453
wfo-0000262683	ref-THA-0000262683	Palaquium rostratum . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 638. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05454
wfo-0000262701	ref-THA-0000262701	Palaquium sukoei . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 639. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05455
wfo-0000262702	ref-THA-0000262702	Palaquium sumatranum . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 639. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05456
wfo-4000027884	ref-THA-4000027884	Panisea  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 578. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05923
wfo-0000263794	ref-THA-0000263794	Panisea apiculata . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 579. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05924
wfo-0000263800	ref-THA-0000263800	Panisea distelidia . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 580. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05925
wfo-0000263804	ref-THA-0000263804	Panisea tricallosa . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 581. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05926
wfo-0000263806	ref-THA-0000263806	Panisea uniflora . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 582. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05927
wfo-4000027919	ref-THA-4000027919	Paphiopedilum  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 196. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05624
wfo-0000263894	ref-THA-0000263894	Paphiopedilum appletonianum . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 198. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05625
wfo-0000263918	ref-THA-0000263918	Paphiopedilum bellatulum . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 200. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05626
wfo-0000263937	ref-THA-0000263937	Paphiopedilum callosum callosum. Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 201. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05628
wfo-0000263938	ref-THA-0000263938	Paphiopedilum callosum potentianum. Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 202. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05629
wfo-0000263941	ref-THA-0000263941	Paphiopedilum callosum sublaeve. Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 202. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05630
wfo-0000263957	ref-THA-0000263957	Paphiopedilum charlesworthii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 203. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05631
wfo-0000263965	ref-THA-0000263965	Paphiopedilum concolor . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 204. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05632
wfo-0000263999	ref-THA-0000263999	Paphiopedilum exul . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 206. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05633
wfo-0000264025	ref-THA-0000264025	Paphiopedilum godefroyae ang-thong. Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 208. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05636
wfo-0000923523	ref-THA-0000923523	Paphiopedilum godefroyae godefroyae. Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 207. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05635
wfo-0000264048	ref-THA-0000264048	Paphiopedilum hirsutissimum . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 208. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05638
wfo-0001388732	ref-THA-0001388732	Paphiopedilum hirsutissimum esquirolei. Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 208. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05639
wfo-0000264131	ref-THA-0000264131	Paphiopedilum niveum . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 210. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05640
wfo-0000264136	ref-THA-0000264136	Paphiopedilum parishii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 211. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05641
wfo-0000264197	ref-THA-0000264197	Paphiopedilum sukhakulii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 212. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05642
wfo-0000809538	ref-THA-0000809538	Paphiopedilum thaianum . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 214. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05643
wfo-0000489259	ref-THA-0000489259	Paphiopedilum vejvarutianum . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 214. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05644
wfo-0000264247	ref-THA-0000264247	Paphiopedilum villosum villosum. Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 215. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05646
wfo-4000028371	ref-THA-4000028371	Payena  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 640. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05457
wfo-0000266026	ref-THA-0000266026	Payena acuminata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 641. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05458
wfo-0001340715	ref-THA-0001340715	Payena asiatica . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 641. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05459
wfo-0000266083	ref-THA-0000266083	Payena lucida . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 642. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05460
wfo-0000266087	ref-THA-0000266087	Payena maingayi . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 643. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05461
wfo-4000028387	ref-THA-4000028387	Pecteilis  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 216. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05647
wfo-0000489650	ref-THA-0000489650	Pecteilis hawkesiana . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 217. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05648
wfo-0000266136	ref-THA-0000266136	Pecteilis henryi . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 217. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05649
wfo-0000266140	ref-THA-0000266140	Pecteilis susannae . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 220. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05650
wfo-4000028527	ref-THA-4000028527	Pemphis  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 581. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05381
wfo-0001075872	ref-THA-0001075872	Pemphis acidula . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 583. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05382
wfo-4000028694	ref-THA-4000028694	Peracarpa  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 537. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05336
wfo-0000817986	ref-THA-0000817986	Peracarpa carnosa . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 538. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05337
wfo-4000028801	ref-THA-4000028801	Peristylus  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 222. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05651
wfo-0000267358	ref-THA-0000267358	Peristylus affinis . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 225. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05652
wfo-0001341823	ref-THA-0001341823	Peristylus carnosipetalus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 225. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05653
wfo-0000267398	ref-THA-0000267398	Peristylus constrictus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 227. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05654
wfo-0000267407	ref-THA-0000267407	Peristylus densus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 227. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05655
wfo-0000267430	ref-THA-0000267430	Peristylus goodyeroides . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 230. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05656
wfo-0000267432	ref-THA-0000267432	Peristylus gracilis . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 233. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05657
wfo-0000267438	ref-THA-0000267438	Peristylus hamiltonianus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 233. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05658
wfo-0000267445	ref-THA-0000267445	Peristylus holttumii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 235. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05659
wfo-0000267452	ref-THA-0000267452	Peristylus kerrii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 235. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05660
wfo-0000267456	ref-THA-0000267456	Peristylus lacertiferus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 238. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05661
wfo-0000267473	ref-THA-0000267473	Peristylus maingayi . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 239. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05662
wfo-0000267474	ref-THA-0000267474	Peristylus mannii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 240. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05663
wfo-0000267503	ref-THA-0000267503	Peristylus parishii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 242. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05664
wfo-0000267507	ref-THA-0000267507	Peristylus prainii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 245. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05666
wfo-0000918491	ref-THA-0000918491	Peristylus rigidus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 245. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05667
wfo-0000267547	ref-THA-0000267547	Peristylus tentaculatus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 248. Accessed 2022-04-21	https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05668
